Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
"Наименование Избирательной комиссии:    Грозный, Октябрьская"																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №441	УИК №461	УИК №462	УИК №468									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	39567	1624	2130	1114	2008	2542	2561	2265	2741	2215	1605	2442	1820	760	562	2214	2033	1325	1040	2364	2476	1206	520									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37507	1540	1989	1088	1881	2354	2371	2101	2602	2072	1523	2266	1714	756	559	2063	1936	1272	1022	2196	2476	1206	520									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174	294	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	35101	1479	1962	1055	1833	2341	2328	2034	2518	2052	1465	2244	1658	703	505	2011	1888	1221	948	2164	1302	912	478									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	133	5	6	4	7	8	6	10	14	12	8	13	6	5	2	6	4	2	4	11	0	0	0									
6	Число погашенных избирательных бюллетеней	805	56	21	29	41	5	37	57	70	8	50	9	50	48	52	46	44	49	70	21	0	0	42									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1601	5	6	4	7	8	6	10	14	12	8	13	6	5	2	6	4	2	4	11	1174	294	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	35101	1479	1962	1055	1833	2341	2328	2034	2518	2052	1465	2244	1658	703	505	2011	1888	1221	948	2164	1302	912	478									
9	Число недействительных избирательных бюллетеней	8	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0									
10	Число действительных избирательных бюллетеней	36694	1484	1967	1059	1839	2348	2334	2044	2531	2063	1473	2256	1664	708	507	2016	1892	1223	952	2175	2475	1206	478									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	393	20	20	20	20	20	20	10	10	10	20	20	20	10	10	10	10	20	10	13	50	50	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	72	0	0	0	1	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	31	34	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	27	0	0	0	0	1	1	1	5	0	0	8	3	0	0	0	0	0	0	8	0	0	0									
