Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
"Наименование Избирательной комиссии:    Махачкала, Ленинская"																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614					
1	"Число избирателей, внесенных в списки"	70695	2843	2977	2411	2507	2208	2254	2298	1510	1679	2922	1998	1557	2224	2351	2617	2895	2593	2119	2043	2796	2662	2726	2900	2104	2665	2620	2003	1867	2317	517	1512					
2	"Число бюллетеней, полученных участковыми комиссиями"	66621	2600	2750	2300	2507	2208	2100	2100	1510	1550	2730	1950	1450	2100	2179	2450	2631	2380	1962	1900	2600	2500	2600	2900	2000	2460	2450	2000	1725	2119	460	1450					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	65004	2593	2726	2255	2329	2016	2084	2061	1396	1532	2702	1844	1432	2045	2173	2421	2630	2354	1957	1858	2567	2452	2530	2671	1936	2460	2416	1873	1725	2101	457	1408					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	78	0	1	2	0	0	0	23	12	4	0	6	0	8	6	0	1	0	5	9	0	0	0	0	0	0	0	0	0	1	0	0					
6	Число погашенных бюллетеней	1539	7	23	43	178	192	16	16	102	14	28	100	18	47	0	29	0	26	0	33	33	48	70	229	64	0	34	127	0	17	3	42					
7	Число бюллетеней в переносных ящиках для голосования	78	0	1	2	0	0	0	23	12	4	0	6	0	8	6	0	1	0	5	9	0	0	0	0	0	0	0	0	0	1	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	64995	2593	2726	2255	2329	2016	2084	2061	1396	1532	2702	1844	1432	2045	2173	2421	2630	2354	1957	1849	2567	2452	2530	2671	1936	2460	2416	1873	1725	2101	457	1408					
9	Число недействительных бюллетеней	39	0	0	11	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	7	0	0	0	9	0					
10	Число действительных бюллетеней	65034	2593	2727	2246	2329	2016	2084	2084	1406	1536	2701	1850	1432	2053	2179	2421	2629	2354	1962	1851	2567	2452	2530	2671	1936	2460	2409	1873	1725	2102	448	1408					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	10	10	5	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	17	2	0	0	0	0	0	1	1	0	2	0	0	0	2	0	2	0	0	3	1	1	0	0	0	2	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	283	8	10	10	10	10	10	9	9	10	8	10	10	10	8	10	8	10	10	7	9	9	10	10	5	8	10	5	10	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3298	134	155	116	114	101	106	120	72	83	138	87	77	103	115	140	134	122	102	81	108	116	132	139	97	116	121	92	86	107	22	62					
		5.06%	5.16%	5.68%	5.13%	4.89%	5.00%	5.08%	5.75%	5.11%	5.40%	5.10%	4.70%	5.37%	5.01%	5.27%	5.78%	5.09%	5.18%	5.19%	4.35%	4.20%	4.73%	5.21%	5.20%	5.01%	4.71%	5.00%	4.91%	4.98%	5.09%	4.81%	4.40%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4					
		0.01%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.28%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	82	0	0	21	0	11	0	0	0	0	10	0	0	0	5	0	0	0	20	0	0	0	0	7	0	0	0	0	0	0	0	8					
		0.12%	0.0%	0.0%	0.93%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	1.01%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%					
22	"5. ""За Русь Святую"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	37	5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
		0.05%	0.19%	1.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	26	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	0	15	0	0	1	0	0	0	2	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.14%	0.09%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.03%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	286	27	0	0	17	12	9	4	9	0	15	0	16	0	6	12	0	51	0	0	16	0	3	17	18	0	0	30	11	4	0	9					
		0.43%	1.04%	0.0%	0.0%	0.72%	0.59%	0.43%	0.19%	0.63%	0.0%	0.55%	0.0%	1.11%	0.0%	0.27%	0.49%	0.0%	2.16%	0.0%	0.0%	0.62%	0.0%	0.11%	0.63%	0.92%	0.0%	0.0%	1.60%	0.63%	0.19%	0.0%	0.63%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	18	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	48	0	0	0	0	0	0	2	0	0	3	0	0	5	0	9	0	0	0	0	0	27	0	0	0	0	2	0	0	0	0	0					
