Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Красноармейская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434					
1	"Число избирателей, внесенных в список избирателей"	12493	1903	1821	245	578	393	542	118	414	362	300	376	170	572	363	292	147	524	185	384	445	371	723	664	601					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12089	1800	1700	250	550	400	500	110	400	350	300	400	170	600	350	260	150	550	179	420	420	400	680	600	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7700	1214	1172	137	348	240	320	72	259	234	185	245	95	401	212	129	85	282	107	278	257	255	425	392	356					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	903	29	30	31	39	25	51	16	41	40	26	37	24	40	32	50	5	89	12	38	61	44	54	53	36					
6	Число погашенных избирательных бюллетеней	3486	557	498	82	163	135	129	22	100	76	89	118	51	159	106	81	60	179	60	104	102	101	201	155	158					
7	Число избирательных бюллетеней в переносных ящиках для голосования	903	29	30	31	39	25	51	16	41	40	26	37	24	40	32	50	5	89	12	38	61	44	54	53	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7700	1214	1172	137	348	240	320	72	259	234	185	245	95	401	212	129	85	282	107	278	257	255	425	392	356					
9	Число недействительных избирательных бюллетеней	321	39	30	6	16	15	18	3	9	11	8	11	4	15	9	4	7	16	2	9	19	9	22	17	22					
10	Число действительных избирательных бюллетеней	8282	1204	1172	162	371	250	353	85	291	263	203	271	115	426	235	175	83	355	117	307	299	290	457	428	370					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1000	90	50	25	30	30	30	20	30	40	30	50	20	75	30	20	20	70	20	70	30	100	40	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	759	76	43	25	2	24	16	5	30	35	30	50	8	71	17	3	5	70	6	70	23	92	29	14	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	228	20	33	4	5	8	8	4	14	6	4	7	7	24	8	2	2	10	10	5	9	15	5	11	7					
14	Число погашенных неиспользованных открепительных удостоверений	241	14	7	0	28	6	14	15	0	5	0	0	12	4	13	17	15	0	14	0	7	8	11	26	25					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	5	1	0	1	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1325	224	208	17	50	41	48	5	46	52	21	25	9	52	48	29	12	39	13	47	44	45	54	107	89					
		15.40%	18.02%	17.30%	10.12%	12.92%	15.47%	12.94%	5.68%	15.33%	18.98%	9.95%	8.87%	7.56%	11.79%	19.67%	16.20%	13.33%	10.51%	10.92%	14.87%	13.84%	15.05%	11.27%	24.04%	22.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	927	190	141	29	58	30	51	6	21	24	14	20	14	43	26	31	7	41	6	29	19	19	46	41	21					
		10.78%	15.29%	11.73%	17.26%	14.99%	11.32%	13.75%	6.82%	7.00%	8.76%	6.64%	7.09%	11.76%	9.75%	10.66%	17.32%	7.78%	11.05%	5.04%	9.18%	5.97%	6.35%	9.60%	9.21%	5.36%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	107	14	16	1	4	1	4	1	2	1	3	1	1	5	6	3	2	6	2	6	2	4	13	3	6					
		1.24%	1.13%	1.33%	0.60%	1.03%	0.38%	1.08%	1.14%	0.67%	0.36%	1.42%	0.35%	0.84%	1.13%	2.46%	1.68%	2.22%	1.62%	1.68%	1.90%	0.63%	1.34%	2.71%	0.67%	1.53%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1607	234	252	35	83	50	99	37	47	36	29	44	31	38	41	27	21	40	29	70	75	41	72	85	91					
		18.68%	18.83%	20.97%	20.83%	21.45%	18.87%	26.68%	42.05%	15.67%	13.14%	13.74%	15.60%	26.05%	8.62%	16.80%	15.08%	23.33%	10.78%	24.37%	22.15%	23.58%	13.71%	15.03%	19.10%	23.21%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	21	14	0	6	3	2	0	2	3	2	4	3	2	3	0	0	6	0	3	3	2	3	6	7					
		1.10%	1.69%	1.16%	0.00%	1.55%	1.13%	0.54%	0.00%	0.67%	1.09%	0.95%	1.42%	2.52%	0.45%	1.23%	0.00%	0.00%	1.62%	0.00%	0.95%	0.94%	0.67%	0.63%	1.35%	1.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4194	517	539	80	170	123	147	36	173	147	134	176	56	282	111	84	40	222	67	151	155	177	269	185	153					
