Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Красноармейская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432					
1	"Число избирателей, внесенных в списки избирателей"	12195	2210	1432	225	556	395	499	108	412	369	295	326	143	549	307	275	131	540	184	401	452	428	746	647	565					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11570	2100	1300	200	550	400	500	100	400	350	300	325	150	550	275	250	125	500	170	375	400	400	700	600	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8947	1670	1088	136	436	271	368	71	296	258	218	262	101	467	222	176	86	333	123	318	297	299	574	473	404					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1267	32	98	56	62	27	63	16	54	77	40	42	28	49	35	54	20	95	22	57	70	37	85	79	69					
6	Число погашенных избирательных бюллетеней	1356	398	114	8	52	102	69	13	50	15	42	21	21	34	18	20	19	72	25	0	33	64	41	48	77					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1267	32	98	56	62	27	63	16	54	77	40	42	28	49	35	54	20	95	22	57	70	37	85	79	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8947	1670	1088	136	436	271	368	71	296	258	218	262	101	467	222	176	86	333	123	318	297	299	574	473	404					
9	Число недействительных избирательных бюллетеней	146	27	13	2	13	6	5	1	7	6	1	5	1	9	6	5	3	4	0	4	1	4	10	6	7					
10	Число действительных избирательных бюллетеней	10068	1675	1173	190	485	292	426	86	343	329	257	299	128	507	251	225	103	424	145	371	366	332	649	546	466					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1330	120	90	35	35	50	55	10	45	40	35	70	25	105	40	25	15	60	20	75	80	70	70	80	80					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1221	120	78	27	23	33	49	6	41	40	35	70	22	103	40	23	15	44	14	75	80	69	54	80	80					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	374	39	77	8	8	9	14	7	6	5	3	16	5	21	13	0	4	11	11	17	17	18	16	36	13					
14	Число погашенных неиспользованных открепительных удостоверений	109	0	12	8	12	17	6	4	4	0	0	0	3	2	0	2	0	16	6	0	0	1	16	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	168	27	11	4	10	1	0	0	2	4	2	16	3	7	4	0	0	4	3	9	13	21	6	3	18					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	168	19	11	1	8	7	8	5	6	12	5	13	0	9	1	7	1	8	0	6	12	4	13	5	7					
		1.64%	1.12%	0.93%	0.52%	1.61%	2.35%	1.86%	5.75%	1.71%	3.58%	1.94%	4.28%	0.00%	1.74%	0.39%	3.04%	0.94%	1.87%	0.00%	1.60%	3.27%	1.19%	1.97%	0.91%	1.48%					
19	2.Всероссийская политическая партия «Гражданская Сила»	29	8	3	0	0	1	2	0	1	0	0	2	1	2	0	0	0	0	3	0	1	1	4	0	0					
		0.28%	0.47%	0.25%	0.00%	0.00%	0.34%	0.46%	0.00%	0.29%	0.00%	0.00%	0.66%	0.78%	0.39%	0.00%	0.00%	0.00%	0.00%	2.07%	0.00%	0.27%	0.30%	0.61%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	24	1	2	0	2	2	1	1	0	0	0	0	1	0	0	2	0	2	0	1	3	0	4	2	0					
		0.23%	0.06%	0.17%	0.00%	0.40%	0.67%	0.23%	1.15%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.87%	0.00%	0.47%	0.00%	0.27%	0.82%	0.00%	0.61%	0.36%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1278	207	169	36	67	29	72	9	37	40	23	49	24	52	40	29	7	54	21	54	45	29	39	73	73					
		12.51%	12.16%	14.25%	18.75%	13.45%	9.73%	16.71%	10.34%	10.57%	11.94%	8.91%	16.12%	18.60%	10.08%	15.56%	12.61%	6.60%	12.62%	14.48%	14.40%	12.26%	8.63%	5.92%	13.22%	15.43%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	31	7	1	0	0	2	1	2	0	1	0	0	0	2	1	0	0	3	0	3	3	2	2	0	1					
		0.30%	0.41%	0.08%	0.00%	0.00%	0.67%	0.23%	2.30%	0.00%	0.30%	0.00%	0.00%	0.00%	0.39%	0.39%	0.00%	0.00%	0.70%	0.00%	0.80%	0.82%	0.60%	0.30%	0.00%	0.21%					
23	6.Политическая партия «Партия социальной справедливости»	15	3	1	0	1	0	0	0	2	0	0	0	3	0	0	0	1	2	1	1	0	0	0	0	0					
		0.15%	0.18%	0.08%	0.00%	0.20%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.94%	0.47%	0.69%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	762	179	97	11	47	31	27	8	33	18	13	22	4	35	17	10	3	22	11	16	31	7	48	43	29					
		7.46%	10.52%	8.18%	5.73%	9.44%	10.40%	6.26%	9.20%	9.43%	5.37%	5.04%	7.24%	3.10%	6.78%	6.61%	4.35%	2.83%	5.14%	7.59%	4.27%	8.45%	2.08%	7.28%	7.79%	6.13%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	667	156	88	19	40	12	27	2	27	9	9	9	2	18	8	7	3	19	8	25	24	55	19	38	43					
		6.53%	9.17%	7.42%	9.90%	8.03%	4.03%	6.26%	2.30%	7.71%	2.69%	3.49%	2.96%	1.55%	3.49%	3.11%	3.04%	2.83%	4.44%	5.52%	6.67%	6.54%	16.37%	2.88%	6.88%	9.09%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	85	20	4	0	7	5	2	0	3	3	2	3	1	3	2	0	1	4	1	4	4	3	5	4	4					
		0.83%	1.18%	0.34%	0.00%	1.41%	1.68%	0.46%	0.00%	0.86%	0.90%	0.78%	0.99%	0.78%	0.58%	0.78%	0.00%	0.94%	0.93%	0.69%	1.07%	1.09%	0.89%	0.76%	0.72%	0.85%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6959	1069	793	123	313	203	283	58	232	244	204	201	92	384	181	166	87	309	98	255	238	231	513	377	305					
		68.13%	62.81%	66.86%	64.06%	62.85%	68.12%	65.66%	66.67%	66.29%	72.84%	79.07%	66.12%	71.32%	74.42%	70.43%	72.17%	82.08%	72.20%	67.59%	68.00%	64.85%	68.75%	77.85%	68.30%	64.48%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	50	6	4	0	0	0	3	1	2	2	1	0	0	2	1	4	0	1	2	6	5	0	2	4	4					
		0.49%	0.35%	0.34%	0.00%	0.00%	0.00%	0.70%	1.15%	0.57%	0.60%	0.39%	0.00%	0.00%	0.39%	0.39%	1.74%	0.00%	0.23%	1.38%	1.60%	1.36%	0.00%	0.30%	0.72%	0.85%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
