Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Еланская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537					
1	"Число избирателей, внесенных в список избирателей"	26080	1236	1260	1044	1307	1288	486	1060	490	1320	1294	1179	319	735	326	85	537	90	113	206	738	1136	998	1099	1087	790	1117	208	1290	658	407	518	196	623	206	165	274	195					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25940	1200	1250	1050	1300	1300	470	1030	500	1300	1300	1150	330	720	350	88	520	92	115	210	750	1100	1000	1100	1050	800	1150	215	1300	650	400	500	205	600	205	165	275	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13827	637	591	521	687	567	254	664	279	629	575	607	185	374	249	60	417	62	82	147	433	656	503	428	443	421	579	173	780	329	174	254	140	356	107	113	180	171					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3116	105	88	51	141	108	59	104	46	167	94	105	25	119	23	17	49	18	20	23	90	182	113	257	212	97	180	7	127	73	96	116	24	62	49	33	20	16					
6	Число погашенных избирательных бюллетеней	8997	458	571	478	472	625	157	262	175	504	631	438	120	227	78	11	54	12	13	40	227	262	384	415	395	282	391	35	393	248	130	130	41	182	49	19	75	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3116	105	88	51	141	108	59	104	46	167	94	105	25	119	23	17	49	18	20	23	90	182	113	257	212	97	180	7	127	73	96	116	24	62	49	33	20	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13825	636	591	521	687	567	254	664	279	629	575	606	185	374	249	60	417	62	82	147	433	656	503	428	443	421	579	173	780	329	174	254	140	356	107	113	180	171					
9	Число недействительных избирательных бюллетеней	169	11	15	1	10	5	2	7	3	9	5	4	4	1	0	0	11	0	2	6	4	0	4	6	10	5	18	1	5	9	0	2	0	1	0	0	5	3					
10	Число действительных избирательных бюллетеней	16772	730	664	571	818	670	311	761	322	787	664	707	206	492	272	77	455	80	100	164	519	838	612	679	645	513	741	179	902	393	270	368	164	417	156	146	195	184					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	460	15	18	10	15	20	7	15	10	20	12	15	4	15	15	2	15	3	5	5	20	20	15	30	30	10	22	5	16	10	12	10	10	15	3	3	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	317	8	18	8	8	15	7	9	7	11	12	9	2	15	15	2	4	3	5	5	8	5	9	15	13	6	22	4	16	4	8	6	10	15	3	2	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	110	11	5	8	7	9	10	2	3	3	5	5	1	1	1	1	1	1	1	3	3	8	1	0	4	3	0	1	0	2	2	1	2	0	2	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	143	7	0	2	7	5	0	6	3	9	0	6	2	0	0	0	11	0	0	0	12	15	6	15	17	4	0	1	0	6	4	4	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	2	4	2	2	2	5	1	1	0	4	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2977	179	126	121	188	123	75	105	75	178	182	154	35	91	24	16	48	9	20	18	63	149	92	146	145	61	144	12	82	56	35	47	24	79	16	20	20	19					
		17.57%	24.16%	18.56%	21.15%	22.71%	18.22%	23.96%	13.67%	23.08%	22.36%	27.20%	21.66%	16.67%	18.46%	8.82%	20.78%	10.30%	11.25%	19.61%	10.59%	12.05%	17.78%	14.94%	21.31%	22.14%	11.78%	18.97%	6.67%	9.04%	13.93%	12.96%	12.70%	14.63%	18.90%	10.26%	13.70%	10.00%	10.16%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2361	79	111	94	91	91	43	91	54	100	118	133	26	60	53	13	51	14	24	33	66	102	59	85	71	80	120	19	98	100	37	52	28	66	21	28	35	15					
		13.94%	10.66%	16.35%	16.43%	10.99%	13.48%	13.74%	11.85%	16.62%	12.56%	17.64%	18.71%	12.38%	12.17%	19.49%	16.88%	10.94%	17.50%	23.53%	19.41%	12.62%	12.17%	9.58%	12.41%	10.84%	15.44%	15.81%	10.56%	10.80%	24.88%	13.70%	14.05%	17.07%	15.79%	13.46%	19.18%	17.50%	8.02%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	7	1	4	3	5	1	5	1	9	2	6	1	4	0	1	4	1	3	2	3	1	3	4	1	2	3	0	2	6	0	1	1	1	1	2	2	1					
