Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Еланская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761					
1	"Число избирателей, внесенных в списки избирателей"	25575	1304	1281	1369	1316	1387	1489	1367	1349	1348	301	657	304	89	498	91	123	209	698	1131	931	1076	1041	757	1070	184	1250	482	379	479	216	589	195	169	255	191					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26855	1300	1300	1350	1300	1400	1450	1350	1350	1350	340	750	390	100	550	100	135	230	750	1150	1050	1150	1150	800	1150	200	1300	650	440	550	240	650	200	180	270	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15402	715	632	729	709	695	785	691	650	713	229	459	241	68	355	74	100	163	466	661	697	585	653	537	687	173	845	398	234	284	181	370	133	110	214	166					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2379	55	83	51	65	104	119	38	80	63	27	99	36	16	45	16	17	17	90	188	53	250	161	76	155	5	106	84	50	85	20	43	22	31	12	17					
6	Число погашенных избирательных бюллетеней	9074	530	585	570	526	601	546	621	620	574	84	192	113	16	150	10	18	50	194	301	300	315	336	187	308	22	349	168	156	181	39	237	45	39	44	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2379	55	83	51	65	104	119	38	80	63	27	99	36	16	45	16	17	17	90	188	53	250	161	76	155	5	106	84	50	85	20	43	22	31	12	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15397	715	632	729	708	695	785	691	650	711	229	459	241	68	355	74	100	163	466	660	697	585	653	537	687	173	845	398	234	284	181	370	132	110	214	166					
9	Число недействительных избирательных бюллетеней	115	5	8	1	4	5	2	5	8	3	4	4	0	0	5	0	0	0	4	1	4	5	0	5	6	1	19	1	1	2	0	4	3	1	2	2					
10	Число действительных избирательных бюллетеней	17661	765	707	779	769	794	902	724	722	771	252	554	277	84	395	90	117	180	552	847	746	830	814	608	836	177	932	481	283	367	201	409	151	140	224	181					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	10	8	15	10	21	10	15	10	16	5	10	16	2	11	5	5	5	35	16	15	12	16	15	15	15	17	10	7	10	5	10	5	5	5	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	353	10	8	9	9	19	3	15	10	16	5	10	16	2	11	5	4	5	35	16	15	12	16	11	2	15	17	8	7	10	3	10	1	5	5	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	114	14	3	7	8	3	14	3	3	5	1	2	2	1	2	3	1	1	3	4	3	4	3	2	4	3	3	2	4	2	1	1	1	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	42	0	0	6	1	2	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	13	0	0	2	0	0	2	0	4	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	1916	52	65	65	58	70	61	61	59	58	17	61	36	7	78	28	43	54	61	57	96	48	82	116	128	61	108	111	21	45	12	45	6	15	17	14					
		10.78%	6.75%	9.09%	8.33%	7.50%	8.76%	6.75%	8.37%	8.08%	7.49%	6.64%	10.93%	12.99%	8.33%	19.50%	31.11%	36.75%	30.00%	10.97%	6.72%	12.80%	5.75%	10.07%	18.92%	15.20%	34.27%	11.36%	23.03%	7.39%	12.20%	5.97%	10.90%	3.90%	10.64%	7.52%	7.65%					
