Выборы Президента Российской Федерации																																						
																																						
"Наименование Избирательной комиссии:    Ростов-на-Дону, Железнодорожная"																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №2570					
1	"Число избирателей, внесенных в список"	66114	2421	1903	2404	2316	1923	1793	2160	1748	2149	2211	2166	2375	2283	2300	1903	2247	2464	2404	2646	2683	2402	2332	1863	1923	2010	2410	2875	2794	2250	665	91					
2	Число полученных избирательных бюллетеней	60581	2175	1775	2170	2085	1765	1640	1990	1585	2126	2010	1935	2130	2150	2165	1785	2030	2260	2185	2380	2440	2245	2150	1675	1745	1805	2160	2580	2510	2080	650	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	50406	1710	1357	1957	1806	1502	1478	1582	1440	1666	1475	1614	1692	1865	1880	1310	1633	1939	1660	1987	2025	1960	1912	1406	1400	1470	1768	2431	2091	1720	579	91					
5	"Число избирательных бюллетеней, выданных вне помещения"	6914	128	205	148	168	184	143	310	143	451	459	89	303	205	221	380	277	164	431	294	140	180	158	215	250	330	238	132	143	354	71	0					
6	Число погашенных избирательных бюллетеней	3261	337	213	65	111	79	19	98	2	9	76	232	135	80	64	95	120	157	94	99	275	105	80	54	95	5	154	17	276	6	0	109					
7	Число избирательных бюллетеней в переносных ящиках	6907	128	205	148	168	184	143	310	143	444	459	89	303	205	221	380	277	164	431	294	140	180	158	215	250	330	238	132	143	354	71	0					
8	Число бюллетеней в стационарных ящиках для голосования	50395	1710	1351	1957	1805	1502	1478	1582	1440	1666	1475	1614	1692	1865	1880	1310	1633	1939	1660	1987	2025	1956	1912	1406	1400	1470	1768	2431	2091	1720	579	91					
9	Число недействительных избирательных бюллетеней	116	6	3	0	0	4	0	4	4	7	9	0	4	0	2	8	10	0	0	9	0	3	3	1	5	11	4	7	3	9	0	0					
10	Число действительных избирательных бюллетеней	57186	1832	1553	2105	1973	1682	1621	1888	1579	2103	1925	1703	1991	2070	2099	1682	1900	2103	2091	2272	2165	2133	2067	1620	1645	1789	2002	2556	2231	2065	650	91					
