Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Оймяконская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445					
1	"Число избирателей, внесенных в списки"	6952	259	213	268	754	133	531	191	250	357	1168	966	110	417	329	542	464					
2	"Число бюллетеней, полученных участковыми комиссиями"	7640	290	300	350	800	150	590	250	250	550	1200	900	130	500	350	550	480					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	359	28	67	10	16	0	12	0	0	36	3	1	0	13	172	1	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4230	207	120	192	435	98	403	121	112	224	730	522	95	334	93	278	266					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	291	0	2	23	62	1	24	21	57	7	29	15	15	9	0	15	11					
6	Число погашенных бюллетеней	2760	55	111	125	287	51	151	108	81	283	438	362	20	144	85	256	203					
7	Число бюллетеней в переносных ящиках для голосования	650	28	69	33	78	1	36	21	57	43	32	16	15	22	172	16	11					
8	Число бюллетеней в стационарных ящиках для голосования	4230	207	120	192	435	98	403	121	112	224	730	522	95	334	93	278	266					
9	Число недействительных бюллетеней	49	0	3	0	8	0	5	2	2	2	2	9	2	0	4	8	2					
10	Число действительных бюллетеней	4831	235	186	225	505	99	434	140	167	265	760	529	108	356	261	286	275					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	147	10	10	10	15	5	10	5	10	5	14	10	8	5	20	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	64	2	3	8	7	0	6	3	1	3	13	9	1	0	5	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	16	1	2	1	4	1	4	0	1	0	2	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	83	8	7	2	8	5	4	2	9	2	1	1	7	5	15	3	4					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	121	5	5	8	27	1	23	1	3	6	11	11	0	6	4	4	6					
		2.47%	2.12%	2.64%	3.55%	5.26%	1.01%	5.23%	0.70%	1.77%	2.24%	1.44%	2.04%	0.0%	1.68%	1.50%	1.36%	2.16%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	466	67	11	16	93	20	68	4	14	23	47	31	18	3	11	27	13					
		9.54%	28.51%	5.82%	7.11%	18.12%	20.20%	15.48%	2.81%	8.28%	8.61%	6.16%	5.76%	16.36%	0.84%	4.15%	9.18%	4.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	165	2	10	6	28	3	17	5	8	7	29	10	4	9	12	10	5					
		3.38%	0.85%	5.29%	2.66%	5.45%	3.03%	3.87%	3.52%	4.73%	2.62%	3.80%	1.85%	3.63%	2.52%	4.52%	3.40%	1.80%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	140	3	5	1	3	2	1	8	7	12	28	26	4	13	12	5	10					
		2.86%	1.27%	2.64%	0.44%	0.58%	2.02%	0.22%	5.63%	4.14%	4.49%	3.67%	4.83%	3.63%	3.65%	4.52%	1.70%	3.61%					
22	"5. ""За Русь Святую"""	15	2	0	0	2	0	0	1	0	1	2	2	0	4	0	0	1					
		0.30%	0.85%	0.0%	0.0%	0.38%	0.0%	0.0%	0.70%	0.0%	0.37%	0.26%	0.37%	0.0%	1.12%	0.0%	0.0%	0.36%					
23	"6. ""Объединенная Российская партия ""Русь"""	6	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0					
		0.12%	0.0%	0.52%	0.44%	0.0%	0.0%	0.22%	0.0%	0.0%	0.37%	0.13%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	25	0	1	0	2	0	2	1	2	0	4	2	1	4	2	2	2					
		0.51%	0.0%	0.52%	0.0%	0.38%	0.0%	0.45%	0.70%	1.18%	0.0%	0.52%	0.37%	0.90%	1.12%	0.75%	0.68%	0.72%					
