Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Лесозаводская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557					
1	"Число избирателей, внесенных в список избирателей"	38138	1028	911	1713	938	1167	1449	1968	1784	1439	1602	1413	1323	1660	1295	1079	810	1466	303	1461	1518	1224	1735	1878	225	112	954	329	627	112	533	120	322	571	298	498	206	776	599	186	506					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32047	812	724	1370	743	918	1132	1473	1440	1409	1293	1129	1071	1361	1022	832	648	1378	235	1148	1201	981	1366	1496	224	104	933	323	634	107	535	116	324	568	289	501	203	779	606	184	435					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	21	0	0	0	0	0	18	0	0	0	19	0	0	138					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19169	478	390	806	367	509	689	873	1001	791	899	843	765	859	543	484	369	1002	140	674	731	518	818	929	149	85	492	178	304	67	315	75	173	334	157	247	133	332	299	119	232					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1133	17	22	38	34	35	21	128	45	29	24	26	25	13	30	50	29	12	13	53	46	45	31	40	11	7	65	16	45	4	23	8	17	18	14	29	11	30	16	6	7					
6	Число погашенных избирательных бюллетеней	11491	317	312	526	342	374	422	472	394	589	370	260	281	489	449	298	250	364	82	421	424	418	517	527	64	12	318	108	285	36	197	33	134	198	118	225	59	398	291	59	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1385	17	22	38	34	35	21	128	45	29	24	26	25	13	30	50	29	12	13	53	46	45	31	40	11	7	123	37	44	4	23	7	17	36	14	29	11	49	16	6	145					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19153	478	390	806	367	509	686	873	999	789	899	843	764	858	543	484	369	1000	140	674	731	518	815	929	149	85	492	178	304	67	315	75	173	334	157	246	133	331	299	119	232					
9	Число недействительных избирательных бюллетеней	425	14	9	13	7	12	15	21	13	9	16	9	15	15	8	16	17	17	2	21	16	16	16	19	1	0	24	5	10	1	11	0	6	7	8	6	1	8	6	1	14					
10	Число действительных избирательных бюллетеней	20113	481	403	831	394	532	692	980	1031	809	907	860	774	856	565	518	381	995	151	706	761	547	830	950	159	92	591	210	338	70	327	82	184	363	163	269	143	372	309	124	363					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	761	20	12	40	15	28	32	27	34	39	41	22	32	35	22	22	10	27	9	22	22	22	24	25	8	5	14	10	15	5	15	5	10	10	10	15	8	12	20	7	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	596	12	8	34	14	21	27	27	33	33	38	19	27	35	15	18	8	27	8	10	17	15	20	16	3	1	12	6	15	3	12	0	7	3	1	11	8	12	16	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	336	11	6	9	12	9	5	5	19	16	7	7	11	8	9	27	7	12	6	15	17	9	8	7	5	9	15	17	3	3	5	1	7	6	5	2	0	3	5	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	165	8	4	6	1	7	5	0	1	6	3	3	5	0	7	4	2	0	1	12	5	7	4	9	5	4	2	4	0	2	3	5	3	7	9	4	0	0	4	7	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	2	1	2	0	1	0	0	0	0	0	0	1	0	0	0	4	0	2	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
