Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Усолье-Сибирская городская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1913	УИК №1914									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	65525	1826	1608	1951	1444	774	1427	2614	2798	2336	2344	2050	1968	2299	2208	2333	1843	2016	1584	1381	1642	1961	1735	1735	2087	2240	1827	1302	2425	1364	1365	1557	1387	1445	1188	1568	1630	129	134									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	58525	1600	1450	1750	1300	650	1250	2400	2500	2100	2100	1800	1750	2000	2000	2100	1650	1800	1400	1250	1450	1750	1550	1500	1900	2000	1650	1150	2200	1200	1200	1400	1250	1300	1050	1400	1450	125	150									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	20431	481	473	780	489	204	299	679	960	712	576	433	537	626	763	664	621	646	488	427	569	650	629	604	657	714	614	423	736	513	417	476	452	489	434	531	537	69	59									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	485	9	4	4	6	1	23	29	29	19	25	9	5	11	10	9	14	14	17	5	14	15	14	8	18	6	7	3	12	5	5	3	11	6	6	5	6	40	58									
6	Число погашенных избирательных бюллетеней	37609	1110	973	966	805	445	928	1692	1511	1369	1499	1358	1208	1363	1227	1427	1015	1140	895	818	867	1085	907	888	1225	1280	1029	724	1452	682	778	921	787	805	610	864	907	16	33									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	485	9	4	4	6	1	23	29	29	19	25	9	5	11	10	9	14	14	17	5	14	15	14	8	18	6	7	3	12	5	5	3	11	6	6	5	6	40	58									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	20429	481	473	780	488	204	299	679	960	712	576	433	537	626	763	664	621	646	488	427	569	650	629	604	657	714	614	423	735	513	417	476	452	489	434	531	537	69	59									
9	Число недействительных избирательных бюллетеней	423	13	7	16	6	3	6	18	21	9	16	7	10	13	17	19	16	17	18	11	17	17	11	11	8	18	13	7	12	11	4	8	5	12	5	13	5	3	0									
10	Число действительных избирательных бюллетеней	20491	477	470	768	488	202	316	690	968	722	585	435	532	624	756	654	619	643	487	421	566	648	632	601	667	702	608	419	735	507	418	471	458	483	435	523	538	106	117									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	933	26	23	27	20	10	20	38	38	34	35	30	27	33	32	33	26	24	23	22	23	25	25	29	30	33	26	23	31	19	20	23	20	21	17	23	24	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	413	9	14	9	8	3	2	13	11	17	14	7	8	9	15	18	10	12	8	7	10	16	12	24	15	20	20	7	26	11	5	14	6	3	7	8	15	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	309	1	5	9	10	4	7	5	10	19	10	3	7	7	12	16	7	15	8	9	12	11	12	8	4	4	6	7	10	12	6	5	5	0	6	14	8	7	8									
14	Число погашенных неиспользованных открепительных удостоверений	520	17	9	18	12	7	18	25	27	17	21	23	19	24	17	15	16	12	15	15	13	9	13	5	15	13	6	16	5	8	15	9	14	18	10	15	9	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	2	1	1	0	0	0	1	1	4	0	0	0	2	1	3	2	2	0	3	1	1	0	1	1	4	1	3	5	4	3	0	0	3	1	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	227	0	11	8	7	2	2	8	10	9	5	3	10	6	13	8	7	6	4	2	4	7	5	10	11	6	6	4	10	4	3	4	6	4	5	6	10	1	0									
		1.09%	0.00%	2.31%	1.02%	1.42%	0.98%	0.62%	1.13%	1.01%	1.23%	0.83%	0.68%	1.85%	0.94%	1.68%	1.19%	1.10%	0.91%	0.79%	0.46%	0.69%	1.05%	0.78%	1.63%	1.63%	0.83%	0.97%	0.94%	1.34%	0.77%	0.71%	0.84%	1.30%	0.81%	1.14%	1.12%	1.84%	0.92%	0.00%									
