Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Выгоничская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273					
1	"Число избирателей, внесенных в список"	17471	3218	893	91	581	593	278	509	1873	2091	68	485	998	179	157	197	150	198	406	86	114	501	396	406	168	259	693	330	275	569	709					
2	Число полученных избирательных бюллетеней	16926	3090	855	87	560	580	260	490	1750	2100	69	470	965	180	155	198	150	188	395	83	117	490	380	390	169	260	665	320	270	550	690					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9858	1735	455	32	358	283	141	268	1148	1303	13	307	533	94	75	130	102	101	228	28	80	249	246	240	92	169	407	220	162	287	372					
5	"Число избирательных бюллетеней, выданных вне помещения"	1497	122	42	47	104	97	27	51	25	51	41	47	53	29	36	30	34	60	103	48	11	39	10	22	16	23	90	50	42	78	69					
6	Число погашенных избирательных бюллетеней	5571	1233	358	8	98	200	92	171	577	746	15	116	379	57	44	38	14	27	64	7	26	202	124	128	61	68	168	50	66	185	249					
7	Число избирательных бюллетеней в переносных ящиках	1497	122	42	47	104	97	27	51	25	51	41	47	53	29	36	30	34	60	103	48	11	39	10	22	16	23	90	50	42	78	69					
8	Число бюллетеней в стационарных ящиках для голосования	9858	1735	455	32	358	283	141	268	1148	1303	13	307	533	94	75	130	102	101	228	28	80	249	246	240	92	169	407	220	162	287	372					
9	Число недействительных избирательных бюллетеней	119	29	4	0	5	1	3	4	6	6	0	4	7	3	3	1	0	3	0	0	0	7	1	1	1	3	5	2	15	4	1					
10	Число действительных избирательных бюллетеней	11236	1828	493	79	457	379	165	315	1167	1348	54	350	579	120	108	159	136	158	331	76	91	281	255	261	107	189	492	268	189	361	440					
