Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Скопинская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855					
1	"Число избирателей, внесенных в списки избирателей"	26793	1731	1015	1497	1136	1084	1264	1022	1600	1851	1850	2774	2164	1922	2069	414	808	2592					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26100	1750	950	1450	1100	950	1200	950	1550	1700	1800	2800	2100	1950	2100	400	750	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13153	772	474	781	537	590	593	455	761	912	1015	1383	1044	863	1045	212	432	1284					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1808	155	101	54	112	50	70	107	216	153	75	51	65	87	210	41	81	180					
6	Число погашенных избирательных бюллетеней	11139	823	375	615	451	310	537	388	573	635	710	1366	991	1000	845	147	237	1136					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1808	155	101	54	112	50	70	107	216	153	75	51	65	87	210	41	81	180					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13151	772	474	781	537	590	593	455	761	912	1015	1381	1044	863	1045	212	432	1284					
9	Число недействительных избирательных бюллетеней	162	6	4	7	7	15	5	6	10	12	12	17	9	15	13	2	3	19					
10	Число действительных избирательных бюллетеней	14797	921	571	828	642	625	658	556	967	1053	1078	1415	1100	935	1242	251	510	1445					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	187	14	6	15	5	10	10	5	10	15	10	24	16	10	22	3	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	175	14	6	15	5	10	10	2	10	8	10	24	16	9	22	2	5	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	112	3	9	2	3	6	20	14	2	5	3	10	11	4	5	8	3	4					
