Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Скопинская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648					
1	"Число избирателей, внесенных в список избирателей"	25401	1605	963	1560	1200	906	1227	1035	1557	1638	1826	2480	1656	2072	1875	391	826	2584					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24500	1600	900	1500	1100	900	1200	1000	1500	1500	1800	2500	1600	2000	1800	300	800	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10613	660	356	630	404	365	457	380	571	685	860	1072	693	759	1162	163	317	1079					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1586	95	86	56	115	30	42	89	235	173	27	38	31	76	174	52	132	135					
6	Число погашенных избирательных бюллетеней	12301	845	458	814	581	505	701	531	694	642	913	1390	876	1165	464	85	351	1286					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1586	95	86	56	115	30	42	89	235	173	27	38	31	76	174	52	132	135					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10613	660	356	630	404	365	457	380	571	685	860	1072	693	759	1162	163	317	1079					
9	Число недействительных избирательных бюллетеней	232	26	9	19	4	12	4	10	0	13	17	27	16	19	25	4	2	25					
10	Число действительных избирательных бюллетеней	11967	729	433	667	515	383	495	459	806	845	870	1083	708	816	1311	211	447	1189					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	365	20	20	20	20	20	20	20	20	20	25	25	20	25	30	15	20	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	200	12	6	19	2	11	5	4	10	12	21	21	9	7	27	11	10	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	182	7	3	10	15	5	15	6	6	10	46	18	11	9	8	6	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	165	8	14	1	18	9	15	16	10	8	4	4	11	18	3	4	10	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	1	0	0	2	0	0	1	0	4	0	2	1	1	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2120	161	83	99	123	68	98	86	131	168	183	204	144	151	166	24	62	169					
		17.38%	21.32%	18.78%	14.43%	23.70%	17.22%	19.64%	18.34%	16.25%	19.58%	20.63%	18.38%	19.89%	18.08%	12.43%	11.16%	13.81%	13.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1611	122	64	106	59	69	74	65	95	123	124	151	91	115	101	28	76	148					
		13.21%	16.16%	14.48%	15.45%	11.37%	17.47%	14.83%	13.86%	11.79%	14.34%	13.98%	13.60%	12.57%	13.77%	7.56%	13.02%	16.93%	12.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	168	11	7	10	14	13	2	7	9	13	13	20	13	10	9	0	4	13					
		1.38%	1.46%	1.58%	1.46%	2.70%	3.29%	0.40%	1.49%	1.12%	1.52%	1.47%	1.80%	1.80%	1.20%	0.67%	0.00%	0.89%	1.07%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2843	200	105	177	115	97	118	110	222	187	228	258	192	238	177	32	101	286					
		23.31%	26.49%	23.76%	25.80%	22.16%	24.56%	23.65%	23.45%	27.54%	21.79%	25.70%	23.24%	26.52%	28.50%	13.25%	14.88%	22.49%	23.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	260	12	6	13	19	8	22	10	14	17	29	37	16	16	11	1	10	19					
		2.13%	1.59%	1.36%	1.90%	3.66%	2.03%	4.41%	2.13%	1.74%	1.98%	3.27%	3.33%	2.21%	1.92%	0.82%	0.47%	2.23%	1.57%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4888	221	164	253	183	125	175	180	325	331	284	405	246	282	847	125	193	549					
		40.07%	29.27%	37.10%	36.88%	35.26%	31.65%	35.07%	38.38%	40.32%	38.58%	32.02%	36.49%	33.98%	33.77%	63.40%	58.14%	42.98%	45.22%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	77	2	4	9	2	3	6	1	10	6	9	8	6	4	0	1	1	5					
		0.63%	0.26%	0.90%	1.31%	0.39%	0.76%	1.20%	0.21%	1.24%	0.70%	1.01%	0.72%	0.83%	0.48%	0.00%	0.47%	0.22%	0.41%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
