Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Советская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427					
1	"Число избирателей, внесенных в списки избирателей"	13608	2115	2523	661	190	142	804	593	351	344	583	997	174	338	449	696	130	960	1558					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11580	1800	2100	550	176	124	650	500	300	280	450	1000	150	250	400	600	100	800	1350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8228	1285	1432	423	139	110	429	350	239	227	330	729	116	213	296	457	86	499	868					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	472	58	62	21	5	9	59	22	15	10	15	43	7	4	14	41	5	30	52					
6	Число погашенных избирательных бюллетеней	2880	457	606	106	32	5	162	128	46	43	105	228	27	33	90	102	9	271	430					
7	Число избирательных бюллетеней в переносных ящиках для голосования	472	58	62	21	5	9	59	22	15	10	15	43	7	4	14	41	5	30	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8228	1285	1432	423	139	110	429	350	239	227	330	729	116	213	296	457	86	499	868					
9	Число недействительных избирательных бюллетеней	109	13	20	7	0	3	4	2	1	1	5	16	0	1	4	12	5	7	8					
10	Число действительных избирательных бюллетеней	8591	1330	1474	437	144	116	484	370	253	236	340	756	123	216	306	486	86	522	912					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	100	16	16	5	1	1	6	4	4	4	4	8	1	2	5	4	1	7	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	46	5	10	2	0	0	1	4	1	0	1	2	1	1	3	3	0	1	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	44	8	1	1	0	1	5	1	1	7	2	2	2	2	0	2	2	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	54	11	6	3	1	1	5	0	3	4	3	6	0	1	2	1	1	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	443	50	68	25	11	5	27	24	12	12	23	50	6	15	22	21	5	42	25					
		5.09%	3.72%	4.55%	5.63%	7.64%	4.20%	5.53%	6.45%	4.72%	5.06%	6.67%	6.48%	4.88%	6.91%	7.10%	4.22%	5.49%	7.94%	2.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	35	9	9	2	0	0	1	0	2	0	0	0	1	2	0	1	0	7	1					
		0.40%	0.67%	0.60%	0.45%	0.00%	0.00%	0.20%	0.00%	0.79%	0.00%	0.00%	0.00%	0.81%	0.92%	0.00%	0.20%	0.00%	1.32%	0.11%					
20	3.Политическая партия «Демократическая партия России»	8	1	1	1	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0					
		0.09%	0.07%	0.07%	0.23%	0.00%	0.00%	0.20%	0.27%	0.00%	0.42%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1345	149	165	91	30	15	86	66	22	21	29	94	5	41	33	128	15	66	289					
		15.46%	11.09%	11.04%	20.50%	20.83%	12.61%	17.62%	17.74%	8.66%	8.86%	8.41%	12.18%	4.07%	18.89%	10.65%	25.70%	16.48%	12.48%	31.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	105	34	27	4	0	0	13	1	0	1	1	6	0	1	7	3	0	0	7					
		1.21%	2.53%	1.81%	0.90%	0.00%	0.00%	2.66%	0.27%	0.00%	0.42%	0.29%	0.78%	0.00%	0.46%	2.26%	0.60%	0.00%	0.00%	0.76%					
23	6.Политическая партия «Партия социальной справедливости»	14	3	3	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	3					
		0.16%	0.22%	0.20%	0.23%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.29%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.19%	0.33%					
24	7.Политическая партия «Либерально-демократическая партия России»	1441	236	286	86	38	51	105	56	44	41	53	89	25	45	36	51	13	68	118					
		16.56%	17.57%	19.14%	19.37%	26.39%	42.86%	21.52%	15.05%	17.32%	17.30%	15.36%	11.53%	20.33%	20.74%	11.61%	10.24%	14.29%	12.85%	12.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	738	114	152	29	12	2	23	32	14	26	19	103	21	11	23	55	11	41	50					
		8.48%	8.49%	10.17%	6.53%	8.33%	1.68%	4.71%	8.60%	5.51%	10.97%	5.51%	13.34%	17.07%	5.07%	7.42%	11.04%	12.09%	7.75%	5.43%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	51	6	10	5	0	1	3	1	1	0	1	2	0	1	1	3	1	5	10					
		0.59%	0.45%	0.67%	1.13%	0.00%	0.84%	0.61%	0.27%	0.39%	0.00%	0.29%	0.26%	0.00%	0.46%	0.32%	0.60%	1.10%	0.95%	1.09%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4375	717	749	193	51	42	224	186	156	133	212	409	65	97	184	219	41	291	406					
		50.29%	53.39%	50.13%	43.47%	35.42%	35.29%	45.90%	50.00%	61.42%	56.12%	61.45%	52.98%	52.85%	44.70%	59.35%	43.98%	45.05%	55.01%	44.13%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	36	11	4	0	2	0	1	3	1	1	1	1	0	2	0	5	0	1	3					
		0.41%	0.82%	0.27%	0.00%	1.39%	0.00%	0.20%	0.81%	0.39%	0.42%	0.29%	0.13%	0.00%	0.92%	0.00%	1.00%	0.00%	0.19%	0.33%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
