Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Климовская городская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783					
1	"Число избирателей, внесенных в список избирателей"	47631	2499	2591	2930	2692	2620	2738	2766	2793	1203	2707	2808	2760	2822	2769	2673	2800	2751	2709					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43600	2500	2500	2500	2500	2500	2500	2500	2500	1100	2500	2500	2500	2500	2500	2500	2500	2500	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24031	1131	1162	1678	1352	1478	1365	1326	1442	428	1305	1346	1405	1427	1614	1354	1458	1241	1519					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	810	30	49	10	37	12	15	16	13	439	12	15	54	19	11	29	25	10	14					
6	Число погашенных избирательных бюллетеней	18757	1338	1289	812	1111	1010	1120	1158	1045	233	1183	1139	1041	1053	875	1117	1017	1249	967					
7	Число избирательных бюллетеней в переносных ящиках для голосования	809	30	49	10	37	12	15	16	13	438	12	15	54	19	11	29	25	10	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23911	1129	1160	1674	1352	1477	1360	1326	1442	427	1305	1331	1403	1385	1591	1353	1458	1238	1500					
9	Число недействительных избирательных бюллетеней	836	34	45	49	77	37	52	58	31	37	51	47	50	42	66	36	47	36	41					
10	Число действительных избирательных бюллетеней	23884	1125	1164	1635	1312	1452	1323	1284	1424	828	1266	1299	1407	1362	1536	1346	1436	1212	1473					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	845	40	65	55	40	55	50	40	40	20	55	65	40	50	40	40	55	40	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	672	27	53	44	36	37	47	37	29	8	46	51	27	40	36	34	42	31	47					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	690	28	15	37	26	22	54	22	28	81	41	48	79	20	37	27	20	81	24					
14	Число погашенных неиспользованных открепительных удостоверений	173	13	12	11	4	18	3	3	11	12	9	14	13	10	4	6	13	9	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	3	1	2	2	0	5	0	2	0	0	2	1	0	0	1	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3975	188	178	230	226	212	196	227	249	59	200	223	242	210	314	252	285	213	271					
		16.08%	16.22%	14.72%	13.66%	16.27%	14.24%	14.25%	16.92%	17.11%	6.82%	15.19%	16.57%	16.61%	14.96%	19.60%	18.23%	19.22%	17.07%	17.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3778	182	226	342	228	242	202	218	235	97	212	199	227	210	193	192	195	198	180					
		15.28%	15.70%	18.69%	20.31%	16.41%	16.25%	14.69%	16.24%	16.15%	11.21%	16.10%	14.78%	15.58%	14.96%	12.05%	13.89%	13.15%	15.87%	11.89%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	364	20	14	39	26	15	20	17	20	6	12	27	24	21	17	19	26	14	27					
		1.47%	1.73%	1.16%	2.32%	1.87%	1.01%	1.45%	1.27%	1.37%	0.69%	0.91%	2.01%	1.65%	1.50%	1.06%	1.37%	1.75%	1.12%	1.78%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7517	393	394	433	417	483	516	404	411	125	396	370	498	507	492	423	477	324	454					
		30.41%	33.91%	32.59%	25.71%	30.02%	32.44%	37.53%	30.10%	28.25%	14.45%	30.07%	27.49%	34.18%	36.11%	30.71%	30.61%	32.16%	25.96%	29.99%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1527	82	56	70	69	72	80	87	91	9	75	76	75	90	112	85	137	95	166					
		6.18%	7.08%	4.63%	4.16%	4.97%	4.84%	5.82%	6.48%	6.25%	1.04%	5.69%	5.65%	5.15%	6.41%	6.99%	6.15%	9.24%	7.61%	10.96%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6446	246	285	501	336	400	291	320	401	529	357	388	324	305	398	358	300	352	355					
		26.08%	21.23%	23.57%	29.75%	24.19%	26.86%	21.16%	23.85%	27.56%	61.16%	27.11%	28.83%	22.24%	21.72%	24.84%	25.90%	20.23%	28.21%	23.45%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	277	14	11	20	10	28	18	11	17	3	14	16	17	19	10	17	16	16	20					
		1.12%	1.21%	0.91%	1.19%	0.72%	1.88%	1.31%	0.82%	1.17%	0.35%	1.06%	1.19%	1.17%	1.35%	0.62%	1.23%	1.08%	1.28%	1.32%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
