Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Колосовская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799					
1	"Число избирателей, внесенных в списки избирателей"	10484	184	201	331	46	112	51	51	91	142	49	104	1484	1525	1423	246	505	606	409	179	148	70	130	365	83	125	60	102	589	255	279	96	399	44					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10690	187	225	368	57	141	65	65	95	150	59	114	1400	1400	1400	262	525	634	438	197	153	73	139	395	90	126	60	114	633	259	308	89	422	47					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7890	158	173	265	33	89	44	44	63	119	49	87	1055	1042	903	181	421	426	347	143	129	69	113	311	68	107	52	86	466	195	228	79	301	44					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	879	18	18	36	5	11	4	7	12	6	0	9	68	77	138	43	39	113	39	19	11	0	5	21	6	12	5	9	54	22	20	10	42	0					
6	Число погашенных избирательных бюллетеней	1921	11	34	67	19	41	17	14	20	25	10	18	277	281	359	38	65	95	52	35	13	4	21	63	16	7	3	19	113	42	60	0	79	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	879	18	18	36	5	11	4	7	12	6	0	9	68	77	138	43	39	113	39	19	11	0	5	21	6	12	5	9	54	22	20	10	42	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7889	158	173	265	33	89	44	44	63	119	49	87	1055	1042	903	181	420	426	347	143	129	69	113	311	68	107	52	86	466	195	228	79	301	44					
9	Число недействительных избирательных бюллетеней	185	6	8	5	0	0	1	3	3	0	0	1	9	11	14	5	33	21	6	2	2	2	4	7	1	1	0	0	28	2	1	1	6	2					
10	Число действительных избирательных бюллетеней	8583	170	183	296	38	100	47	48	72	125	49	95	1114	1108	1027	219	426	518	380	160	138	67	114	325	73	118	57	95	492	215	247	88	337	42					
