Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Петропавловская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921					
1	"Число избирателей, внесенных в список избирателей"	16644	859	836	451	1092	1228	1993	2538	410	858	569	586	656	555	250	688	522	375	128	917	476	657					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17020	900	850	450	1100	1250	2000	2650	400	850	550	600	700	550	250	700	550	400	120	1000	500	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9083	441	519	281	626	757	1110	1433	204	425	329	295	337	301	121	284	316	221	73	450	203	357					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3396	157	100	98	290	162	299	207	65	127	106	229	181	123	75	305	123	88	33	268	230	130					
6	Число погашенных избирательных бюллетеней	4541	302	231	71	184	331	591	1010	131	298	115	76	182	126	54	111	111	91	14	282	67	163					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3396	157	100	98	290	162	299	207	65	127	106	229	181	123	75	305	123	88	33	268	230	130					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9078	441	519	281	626	757	1105	1433	204	425	329	295	337	301	121	284	316	221	73	450	203	357					
9	Число недействительных избирательных бюллетеней	68	6	4	2	2	3	9	10	1	2	1	2	2	16	0	0	0	2	0	6	0	0					
10	Число действительных избирательных бюллетеней	12406	592	615	377	914	916	1395	1630	268	550	434	522	516	408	196	589	439	307	106	712	433	487					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	565	50	25	20	20	31	60	65	5	15	15	15	32	32	10	20	40	20	5	55	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	563	48	25	20	20	31	60	65	5	15	15	15	32	32	10	20	40	20	5	55	15	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	92	5	8	3	2	3	12	14	2	5	4	7	7	2	2	3	4	0	1	2	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	0	0	0	0	1	3	0	0	0	3	0	1	0	0	4	0	0	15	2	6					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2005	109	112	47	122	159	247	251	55	155	60	40	106	66	41	47	58	67	10	124	37	92					
		16.07%	18.23%	18.09%	12.40%	13.32%	17.30%	17.59%	15.30%	20.45%	28.08%	13.79%	7.63%	20.46%	15.57%	20.92%	7.98%	13.21%	21.68%	9.43%	17.27%	8.55%	18.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	935	44	47	26	7	54	139	170	31	37	19	9	78	59	24	3	29	20	10	74	21	34					
		7.50%	7.36%	7.59%	6.86%	0.76%	5.88%	9.90%	10.37%	11.52%	6.70%	4.37%	1.72%	15.06%	13.92%	12.24%	0.51%	6.61%	6.47%	9.43%	10.31%	4.85%	6.98%					
