Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Петропавловская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921					
1	"Число избирателей, внесенных в списки избирателей"	17810	948	886	494	1119	1285	2057	2594	435	932	518	663	719	611	297	785	608	424	154	974	564	743					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18150	950	900	500	1150	1300	2050	2650	450	950	650	650	750	600	300	800	600	450	150	1000	550	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10786	622	598	278	783	774	1209	1624	238	589	372	343	375	366	189	399	337	247	102	578	286	477					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3135	171	116	126	195	150	247	255	70	162	139	138	216	110	65	243	148	103	30	169	140	142					
6	Число погашенных избирательных бюллетеней	4229	157	186	96	172	376	594	771	142	199	139	169	159	124	46	158	115	100	18	253	124	131					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3135	171	116	126	195	150	247	255	70	162	139	138	216	110	65	243	148	103	30	169	140	142					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10785	621	598	278	783	774	1209	1624	238	589	372	343	375	366	189	399	337	247	102	578	286	477					
9	Число недействительных избирательных бюллетеней	64	1	0	1	2	2	21	18	0	4	5	3	0	2	0	2	0	2	0	1	0	0					
10	Число действительных избирательных бюллетеней	13856	791	714	403	976	922	1435	1861	308	747	506	478	591	474	254	640	485	348	132	746	426	619					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	519	35	35	19	50	25	59	90	5	22	30	10	19	15	0	25	10	10	5	35	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	519	35	35	19	50	25	59	90	5	22	30	10	19	15	0	25	10	10	5	35	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	119	5	4	3	10	3	13	34	2	6	5	3	6	3	2	3	4	3	2	3	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	3	2	0	1	4	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	408	39	15	14	20	27	56	27	6	26	19	23	20	17	7	18	16	6	0	27	10	15					
		2.93%	4.92%	2.10%	3.47%	2.04%	2.92%	3.85%	1.44%	1.95%	3.46%	3.72%	4.78%	3.38%	3.57%	2.76%	2.80%	3.30%	1.71%	0.00%	3.61%	2.35%	2.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	1	0	0	0	0	4	9	0	0	1	1	1	1	1	2	1	0	0	1	0	0					
