Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Комаричская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617					
1	"Число избирателей, внесенных в списки избирателей"	14063	1362	751	1455	768	780	711	1432	403	131	373	386	223	161	149	198	107	182	426	114	287	224	220	294	345	167	326	202	932	326	168	178	282					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13550	1300	740	1410	760	770	670	1400	380	120	360	380	220	160	140	190	100	170	410	110	280	210	210	280	340	150	310	200	880	310	160	170	260					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8367	790	430	842	475	393	433	836	271	82	224	230	126	104	76	132	65	127	217	93	217	154	134	186	182	122	182	132	573	191	59	109	180					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1361	66	29	41	45	41	34	134	68	28	59	67	37	13	38	23	25	19	92	14	41	29	21	30	80	11	41	16	81	43	38	16	41					
6	Число погашенных избирательных бюллетеней	3822	444	281	527	240	336	203	430	41	10	77	83	57	43	26	35	10	24	101	3	22	27	55	64	78	17	87	52	226	76	63	45	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1361	66	29	41	45	41	34	134	68	28	59	67	37	13	38	23	25	19	92	14	41	29	21	30	80	11	41	16	81	43	38	16	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8367	790	430	842	475	393	433	836	271	82	224	230	126	104	76	132	65	127	217	93	217	154	134	186	182	122	182	132	573	191	59	109	180					
9	Число недействительных избирательных бюллетеней	55	3	4	6	5	7	1	2	2	1	1	1	1	2	0	0	0	1	1	0	2	1	4	0	1	1	0	0	4	1	0	0	3					
10	Число действительных избирательных бюллетеней	9673	853	455	877	515	427	466	968	337	109	282	296	162	115	114	155	90	145	308	107	256	182	151	216	261	132	223	148	650	233	97	125	218					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	181	26	16	19	10	11	10	8	3	2	4	4	2	4	1	4	1	2	4	1	4	1	4	4	4	4	4	1	7	4	2	4	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	127	26	15	19	8	11	9	3	1	0	3	1	1	1	0	1	0	1	4	0	0	0	1	1	3	0	3	0	4	3	2	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	91	9	8	2	4	1	5	4	2	2	1	0	2	1	0	1	3	3	2	1	0	2	0	6	3	4	3	2	6	5	2	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	54	0	1	0	2	0	1	5	2	2	1	3	1	3	1	3	1	1	0	1	4	1	3	3	1	4	1	1	3	1	0	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	2	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
