Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
"Наименование Избирательной комиссии:    Красноярск, Центральная"																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №2298					
1	"Число избирателей, внесенных в список избирателей"	45119	1187	1344	1032	1140	1755	1673	1472	616	1437	2102	1846	1292	902	1680	1174	1071	1047	1352	1744	1327	1224	1857	1570	1722	1237	1471	2142	2525	269	484	839	2586					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	42950	1150	1300	1050	1100	1700	1300	1450	600	1400	2000	1650	1250	850	1550	1150	950	1000	1300	1750	1050	1150	1850	1550	1700	1250	1450	2150	2500	200	350	750	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	21545	731	744	542	621	901	951	824	367	745	1116	1036	579	512	1051	710	583	564	808	963	816	535	604	464	492	375	400	802	863	117	214	382	1133					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1037	25	19	14	50	31	111	28	8	26	12	131	12	7	105	118	22	18	11	10	11	51	9	23	25	18	13	23	32	0	0	8	66					
6	Число погашенных избирательных бюллетеней	20368	394	537	494	429	768	238	598	225	629	872	483	659	331	394	322	345	418	481	777	223	564	1237	1063	1183	857	1037	1325	1605	83	136	360	1301					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1037	25	19	14	50	31	111	28	8	26	12	131	12	7	105	118	22	18	11	10	11	51	9	23	25	18	13	23	32	0	0	8	66					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21517	731	744	542	620	900	951	823	367	745	1115	1036	578	511	1051	710	581	564	805	956	815	535	604	463	491	375	399	802	862	117	214	382	1128					
9	Число недействительных избирательных бюллетеней	429	20	20	13	11	18	14	13	8	7	15	21	13	18	22	17	18	10	17	17	18	12	17	5	9	9	7	19	16	0	1	8	16					
10	Число действительных избирательных бюллетеней	22125	736	743	543	659	913	1048	838	367	764	1112	1146	577	500	1134	811	585	572	799	949	808	574	596	481	507	384	405	806	878	117	213	382	1178					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1220	40	40	40	40	40	40	40	20	40	40	40	40	20	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	20	20	20	80					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	551	18	13	22	15	24	20	32	13	24	19	15	16	11	19	17	14	9	16	24	20	7	18	24	22	15	8	11	13	14	11	7	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1015	46	23	9	25	39	52	61	19	42	97	58	35	37	77	26	48	30	45	16	21	21	20	9	12	5	8	10	11	13	17	47	36					
14	Число погашенных неиспользованных открепительных удостоверений	669	22	27	18	25	16	20	8	7	16	21	25	24	9	21	23	26	31	24	16	20	33	22	16	18	25	32	29	27	6	9	13	40					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
