Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Мышкинская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471					
1	"Число избирателей, внесенных в список"	9011	270	427	167	145	424	243	254	502	271	350	216	593	180	274	2369	2326					
2	Число полученных избирательных бюллетеней	9068	282	409	166	134	424	263	253	504	267	349	216	590	173	325	2387	2326					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4862	86	131	83	93	151	144	120	224	67	143	92	181	76	121	1496	1654					
5	"Число избирательных бюллетеней, выданных вне помещения"	1944	147	199	39	39	191	99	101	110	138	117	86	258	81	153	79	107					
6	Число погашенных избирательных бюллетеней	2262	49	79	44	2	82	20	32	170	62	89	38	151	16	51	812	565					
7	Число избирательных бюллетеней в переносных ящиках	1944	147	199	39	39	191	99	101	110	138	117	86	258	81	153	79	107					
8	Число бюллетеней в стационарных ящиках для голосования	4860	86	131	83	93	151	144	120	224	67	143	92	181	76	121	1494	1654					
9	Число недействительных избирательных бюллетеней	53	0	2	3	9	4	0	0	4	0	1	1	1	3	0	11	14					
10	Число действительных избирательных бюллетеней	6751	233	328	119	123	338	243	221	330	205	259	177	438	154	274	1562	1747					
11	Число полученных открепительных  удостоверений	399	9	10	10	10	20	15	15	25	20	15	10	20	10	10	100	100					
12	Число выданных открепительных удостоверений	37	0	5	1	0	4	2	0	3	1	1	0	2	0	1	10	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	0	0	0	4	10	2	1	5	5	2	0	7	4	6	4	12					
14	Число неиспользованных открепительных удостоверений	362	9	5	9	10	16	13	15	22	19	14	10	18	10	9	90	93					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	206	5	11	3	5	6	2	7	10	6	10	3	17	5	4	48	64					
		3.03%	2.15%	3.33%	2.46%	3.79%	1.75%	0.82%	3.17%	2.99%	2.93%	3.85%	1.69%	3.87%	3.18%	1.46%	3.05%	3.63%					
19	. Малышкин Олег Александрович	172	3	13	1	4	3	10	4	13	2	22	5	8	6	9	42	27					
		2.53%	1.29%	3.94%	0.82%	3.03%	0.88%	4.12%	1.81%	3.89%	0.98%	8.46%	2.81%	1.82%	3.82%	3.28%	2.67%	1.53%					
20	. Миронов Сергей Михайлович	61	2	5	0	4	1	0	0	2	1	0	2	2	5	3	11	23					
		0.90%	0.86%	1.52%	0.00%	3.03%	0.29%	0.00%	0.00%	0.60%	0.49%	0.00%	1.12%	0.46%	3.18%	1.09%	0.70%	1.31%					
21	. Путин Владимир Владимирович	5076	196	218	96	98	254	209	174	245	163	169	130	303	116	228	1228	1249					
		74.60%	84.12%	66.06%	78.69%	74.24%	74.27%	86.01%	78.73%	73.35%	79.51%	65.00%	73.03%	69.02%	73.89%	83.21%	78.07%	70.93%					
22	. Хакамада Ирина Муцуовна	127	2	1	3	4	4	3	3	5	2	4	2	5	7	3	32	47					
		1.87%	0.86%	0.30%	2.46%	3.03%	1.17%	1.23%	1.36%	1.50%	0.98%	1.54%	1.12%	1.14%	4.46%	1.09%	2.03%	2.67%					
23	. Харитонов Николай Михайлович	859	25	73	13	8	56	17	29	51	27	51	27	96	11	23	169	183					
		12.62%	10.73%	22.12%	10.66%	6.06%	16.37%	7.00%	13.12%	15.27%	13.17%	19.62%	15.17%	21.87%	7.01%	8.39%	10.74%	10.39%					
																							
24	Против всех	250	0	7	3	0	14	2	4	4	4	3	8	7	4	4	32	154					
		3.67%	0.00%	2.12%	2.46%	0.00%	4.09%	0.82%	1.81%	1.20%	1.95%	1.15%	4.49%	1.59%	2.55%	1.46%	2.03%	8.75%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
