Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Новобурасская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12696	192	438	423	195	670	648	284	165	390	385	447	439	887	907	954	622	734	794	522	914	106	318	273	339	650									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12580	210	440	450	200	660	620	290	170	390	390	450	430	910	870	920	640	740	790	500	900	100	300	260	310	640									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6100	128	213	226	39	246	240	165	62	207	223	187	273	431	422	443	303	306	365	203	477	58	194	160	222	307									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1061	16	25	45	33	50	35	15	4	91	38	66	81	45	41	36	20	61	37	67	96	19	23	34	31	52									
6	Число погашенных избирательных бюллетеней	5419	66	202	179	128	364	345	110	104	92	129	197	76	434	407	441	317	373	388	230	327	23	83	66	57	281									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1061	16	25	45	33	50	35	15	4	91	38	66	81	45	41	36	20	61	37	67	96	19	23	34	31	52									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6098	128	213	226	39	246	240	165	62	207	223	187	273	430	422	443	303	306	364	203	477	58	194	160	222	307									
9	Число недействительных избирательных бюллетеней	113	4	4	3	3	5	6	2	2	3	4	3	0	10	8	11	4	6	9	9	5	2	0	2	2	6									
10	Число действительных избирательных бюллетеней	7046	140	234	268	69	291	269	178	64	295	257	250	354	465	455	468	319	361	392	261	568	75	217	192	251	353									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	447	17	22	32	15	20	15	20	12	20	25	25	7	45	19	15	25	20	15	3	20	2	5	15	7	26									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	409	17	22	32	15	20	15	20	12	20	25	21	7	45	19	14	25	14	8	1	19	0	5	0	7	26									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	164	50	1	55	1	2	3	4	2	2	5	4	2	4	3	3	1	2	2	1	5	2	2	2	3	3									
14	Число погашенных неиспользованных открепительных удостоверений	38	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	6	7	2	1	2	0	15	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	0	1	1	0	0	0	0	0	3	0	0	0	2	1	2	9	4	1	1	2	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	73	0	5	7	4	2	2	0	4	1	0	1	0	8	6	3	4	7	5	2	6	0	0	0	2	4									
		1.02%	0.00%	2.10%	2.58%	5.56%	0.68%	0.73%	0.00%	6.06%	0.34%	0.00%	0.40%	0.00%	1.68%	1.30%	0.63%	1.24%	1.91%	1.25%	0.74%	1.05%	0.00%	0.00%	0.00%	0.79%	1.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	247	7	12	15	5	12	6	9	2	5	6	10	6	23	16	18	21	10	17	6	11	2	3	5	8	12									
		3.45%	4.86%	5.04%	5.54%	6.94%	4.05%	2.18%	5.00%	3.03%	1.68%	2.30%	3.95%	1.69%	4.84%	3.46%	3.76%	6.50%	2.72%	4.24%	2.22%	1.92%	2.60%	1.38%	2.58%	3.16%	3.34%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	116	0	0	2	1	7	10	4	0	8	1	3	5	15	12	7	4	10	13	0	5	0	1	1	2	5									
		1.62%	0.00%	0.00%	0.74%	1.39%	2.36%	3.64%	2.22%	0.00%	2.68%	0.38%	1.19%	1.41%	3.16%	2.59%	1.46%	1.24%	2.72%	3.24%	0.00%	0.87%	0.00%	0.46%	0.52%	0.79%	1.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4296	82	129	181	35	146	139	103	39	205	197	163	273	216	256	252	165	164	194	176	413	56	182	144	180	206									
		60.01%	56.94%	54.20%	66.79%	48.61%	49.32%	50.55%	57.22%	59.09%	68.79%	75.48%	64.43%	77.12%	45.47%	55.29%	52.61%	51.08%	44.69%	48.38%	65.19%	72.08%	72.73%	83.87%	74.23%	71.15%	57.38%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	1	0	2	2	5	1	1	0	1	0	1	2	3	6	6	2	5	2	2	3	0	1	0	0	2									
		0.67%	0.69%	0.00%	0.74%	2.78%	1.69%	0.36%	0.56%	0.00%	0.34%	0.00%	0.40%	0.56%	0.63%	1.30%	1.25%	0.62%	1.36%	0.50%	0.74%	0.52%	0.00%	0.46%	0.00%	0.00%	0.56%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	1	1	1	0	0	3	0	0	0	0	0	1	0	0	2	0	2	0	0	2	0	0	0	0	0									
		0.18%	0.69%	0.42%	0.37%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.42%	0.00%	0.54%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	930	14	23	26	9	40	50	28	4	39	20	29	20	93	66	75	44	82	71	35	47	11	6	21	26	51									
		12.99%	9.72%	9.66%	9.59%	12.50%	13.51%	18.18%	15.56%	6.06%	13.09%	7.66%	11.46%	5.65%	19.58%	14.25%	15.66%	13.62%	22.34%	17.71%	12.96%	8.20%	14.29%	2.76%	10.82%	10.28%	14.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	0	0	1	0	0	0	0	0	0	1	0	0	2	2	2	0	2	5	1	4	0	0	1	0	1									
		0.31%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.42%	0.43%	0.42%	0.00%	0.54%	1.25%	0.37%	0.70%	0.00%	0.00%	0.52%	0.00%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	1	0	2	1	1	0	2	0	2	0	1	0	5	7	7	3	4	1	2	2	0	0	0	0	0									
		0.57%	0.69%	0.00%	0.74%	1.39%	0.34%	0.00%	1.11%	0.00%	0.67%	0.00%	0.40%	0.00%	1.05%	1.51%	1.46%	0.93%	1.09%	0.25%	0.74%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	2	0	2	0	0	0	0	0	0	1									
		0.14%	0.00%	0.00%	0.00%	1.39%	0.34%	0.00%	0.00%	1.52%	0.00%	0.00%	0.40%	0.00%	0.00%	0.22%	0.00%	0.62%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	2	3	3	0	1	1	1	0	1	0	4	7	3	2	7	5	1	9	2	1	1	0	1	2	0									
		0.80%	1.39%	1.26%	1.11%	0.00%	0.34%	0.36%	0.56%	0.00%	0.34%	0.00%	1.58%	1.98%	0.63%	0.43%	1.46%	1.55%	0.27%	2.24%	0.74%	0.17%	1.30%	0.00%	0.52%	0.79%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	998	22	55	23	8	72	44	20	14	30	25	29	36	84	63	72	60	65	60	34	48	5	22	19	28	60									
		13.94%	15.28%	23.11%	8.49%	11.11%	24.32%	16.00%	11.11%	21.21%	10.07%	9.58%	11.46%	10.17%	17.68%	13.61%	15.03%	18.58%	17.71%	14.96%	12.59%	8.38%	6.49%	10.14%	9.79%	11.07%	16.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	1	1	2	0	0	1	1	0	0	1	1	1	3	5	1	1	1	3	1	2	0	0	0	2	2									
		0.42%	0.69%	0.42%	0.74%	0.00%	0.00%	0.36%	0.56%	0.00%	0.00%	0.38%	0.40%	0.28%	0.63%	1.08%	0.21%	0.31%	0.27%	0.75%	0.37%	0.35%	0.00%	0.00%	0.00%	0.79%	0.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	165	9	5	3	3	4	12	9	0	3	6	7	3	10	13	16	8	8	10	0	24	0	2	0	1	9									
		2.30%	6.25%	2.10%	1.11%	4.17%	1.35%	4.36%	5.00%	0.00%	1.01%	2.30%	2.77%	0.85%	2.11%	2.81%	3.34%	2.48%	2.18%	2.49%	0.00%	4.19%	0.00%	0.92%	0.00%	0.40%	2.51%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
