Выборы Президента Российской Федерации																																																																														
Дата голосования: 04.03.2012																																																																														
																																																																														
Наименование Избирательной комиссии:    Дюртюлинская																																																																														
																																																																														
Сводная таблица итогов голосования																																																																														
																																																																														
	Число участковых избирательных комиссий	67																																																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	67																																																																												
																																																																														
		Сумма	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868									
1	Число избирателей, включенных в список избирателей	48546	1327	1416	1898	2092	1183	2044	1036	2107	1572	1634	1501	1567	1244	1832	946	634	63	645	702	802	740	702	788	790	176	101	455	117	519	333	205	492	282	506	293	604	720	286	885	1284	833	436	412	430	432	361	125	567	214	299	462	818	372	530	127	1389	319	229	454	473	467	476	134	521	263	413	467									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	50752	1395	1453	1965	2166	1213	2097	1077	2172	1616	1687	1530	1608	1289	1883	977	636	64	645	738	829	783	722	830	837	186	105	476	124	610	351	216	595	310	523	311	660	738	313	917	1332	865	449	430	445	465	406	134	657	224	319	479	879	399	638	132	1417	332	242	483	491	497	478	134	543	273	455	507									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	36559	936	1058	1479	1441	846	1413	724	1559	1038	1280	893	1174	830	1281	727	433	0	645	559	584	578	530	675	664	146	81	375	109	421	270	167	381	227	333	234	509	632	231	694	959	601	373	334	346	308	306	105	430	184	241	367	646	290	445	110	1089	258	170	381	361	363	417	121	326	166	329	376									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3190	10	27	79	26	7	118	63	21	58	36	86	43	27	43	18	59	63	0	66	66	62	87	54	56	15	16	50	5	55	40	30	66	35	103	36	62	47	33	20	37	24	47	40	33	111	42	17	62	22	51	43	97	47	64	14	48	30	47	42	66	92	47	13	119	44	46	57									
6	Число погашенных избирательных бюллетеней	11003	449	368	407	699	360	566	290	592	520	371	551	391	432	559	232	144	1	0	113	179	143	105	101	117	25	8	51	10	134	41	19	148	48	87	41	89	59	49	203	336	240	29	56	66	46	58	12	165	18	27	69	136	62	129	8	280	44	25	60	64	42	14	0	98	63	80	74									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3190	10	27	79	26	7	118	63	21	58	36	86	43	27	43	18	59	63	0	66	66	62	87	54	56	15	16	50	5	55	40	30	66	35	103	36	62	47	33	20	37	24	47	40	33	111	42	17	62	22	51	43	97	47	64	14	48	30	47	42	66	92	47	13	119	44	46	57									
