Выборы Президента Российской Федерации																																																																											
Дата голосования: 02.03.2008																																																																											
																																																																											
Наименование Избирательной комиссии:    Дюртюлинская																																																																											
																																																																											
Сводная таблица результатов выборов																																																																											
																																																																											
	Число участковых избирательных комиссий	68																																																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	68																																																																									
																																																																											
		Сумма	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900					
1	"Число избирателей, включенных в списки избирателей"	46981	1876	1438	1897	1145	2064	1374	1158	1783	1138	1607	1366	1304	1565	2355	844	64	810	740	758	639	597	140	432	786	752	181	111	499	239	335	471	292	515	297	462	761	303	414	420	405	561	293	884	932	1175	449	384	129	569	232	282	816	397	533	134	1063	281	222	402	417	75	367	460	128	381	485	463	130					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	46850	1850	1450	1850	1100	2000	1300	1100	1750	1050	1600	1350	1250	1550	2300	850	65	820	740	760	640	600	145	435	800	765	190	110	514	245	340	465	295	520	295	550	770	300	425	430	405	558	295	920	970	1190	470	390	130	580	235	285	850	400	560	135	1080	285	220	398	420	75	365	465	130	395	480	465	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	44389	1693	1349	1823	1035	1944	1257	1064	1663	1020	1461	1231	1218	1422	2177	774	64	810	726	727	630	585	134	412	784	745	181	110	493	234	335	417	283	455	269	458	739	283	382	401	381	546	293	850	904	1152	339	384	116	564	219	279	797	384	516	129	1045	267	206	398	416	75	352	440	128	372	466	453	130					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	856	5	17	21	6	16	11	8	0	25	16	31	8	24	61	8	0	0	12	28	7	10	5	19	0	0	0	0	5	5	0	48	6	54	26	0	6	17	31	18	22	12	0	0	0	0	110	0	13	5	12	2	11	12	16	5	0	13	11	0	0	0	13	19	0	3	14	9	0					
6	Число погашенных избирательных бюллетеней	1605	152	84	6	59	40	32	28	87	5	123	88	24	104	62	68	1	10	2	5	3	5	6	4	16	20	9	0	16	6	5	0	6	11	0	92	25	0	12	11	2	0	2	70	66	38	21	6	1	11	4	4	42	4	28	1	35	5	3	0	4	0	0	6	2	20	0	3	0					
