Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Лениногорская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858					
1	"Число избирателей, внесенных в списки избирателей"	17237	518	699	606	115	277	1110	938	503	960	387	253	673	800	807	820	567	159	541	536	222	741	359	738	776	352	107	662	216	250	311	482	383	369					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16596	462	599	572	113	283	937	807	483	876	355	244	640	767	772	770	560	162	549	542	218	739	577	718	764	337	108	646	217	246	310	480	377	366					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15399	431	413	548	109	258	913	790	446	868	321	222	631	759	765	731	524	121	487	481	204	661	359	708	687	309	90	602	215	246	293	477	364	366					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	796	31	163	0	0	5	24	17	3	8	32	16	9	8	7	39	36	31	27	52	14	78	0	5	77	28	15	43	0	0	15	0	13	0					
6	Число погашенных избирательных бюллетеней	401	0	23	24	4	20	0	0	34	0	2	6	0	0	0	0	0	10	35	9	0	0	218	5	0	0	3	1	2	0	2	3	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	796	31	163	0	0	5	24	17	3	8	32	16	9	8	7	39	36	31	27	52	14	78	0	5	77	28	15	43	0	0	15	0	13	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15399	431	413	548	109	258	913	790	446	868	321	222	631	759	765	731	524	121	487	481	204	661	359	708	687	309	90	602	215	246	293	477	364	366					
9	Число недействительных избирательных бюллетеней	83	21	5	0	1	3	2	20	0	9	0	0	6	4	0	0	3	0	3	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	16112	441	571	548	108	260	935	787	449	867	353	238	634	763	772	770	557	152	511	533	216	737	359	713	764	337	103	645	215	246	308	477	377	366					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	348	5	25	10	10	5	13	13	5	8	8	3	5	33	33	13	5	11	44	8	3	20	3	5	8	5	3	8	5	8	5	5	5	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	337	5	25	10	10	5	12	13	5	8	8	3	5	33	33	13	3	11	44	8	3	20	3	2	8	5	3	8	5	3	5	5	5	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	369	5	4	17	3	2	2	2	0	21	14	3	5	8	3	9	8	4	6	1	6	6	139	20	12	18	2	8	2	5	5	9	11	9					
14	Число погашенных неиспользованных открепительных удостоверений	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	100	0	6	6	5	0	15	4	0	14	1	0	1	0	7	11	1	1	6	1	5	0	1	2	4	0	0	2	0	0	2	0	4	1					
		0.62%	0.00%	1.04%	1.09%	4.59%	0.00%	1.60%	0.50%	0.00%	1.60%	0.28%	0.00%	0.16%	0.00%	0.91%	1.43%	0.18%	0.66%	1.17%	0.19%	2.29%	0.00%	0.28%	0.28%	0.52%	0.00%	0.00%	0.31%	0.00%	0.00%	0.65%	0.00%	1.06%	0.27%					
