Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Лениногорская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851					
1	"Число избирателей, внесенных в список избирателей"	17442	314	913	545	148	615	125	666	340	361	714	239	249	255	754	522	506	776	548	464	765	294	714	846	409	268	974	1076	564	407	338	106	832	795					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17735	318	925	595	158	622	128	660	348	365	710	242	254	250	756	538	514	791	553	473	774	326	715	857	414	269	983	1084	566	408	342	107	860	830					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16273	295	884	475	119	581	117	640	333	332	689	239	249	231	667	474	498	541	512	457	713	290	660	799	364	244	897	1015	561	393	315	99	814	776					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	817	10	11	55	27	12	3	19	7	22	10	0	0	19	74	40	2	219	26	0	52	0	40	38	30	18	21	18	3	11	15	6	7	2					
6	Число погашенных избирательных бюллетеней	645	13	30	65	12	29	8	1	8	11	11	3	5	0	15	24	14	31	15	16	9	36	15	20	20	7	65	51	2	4	12	2	39	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	817	10	11	55	27	12	3	19	7	22	10	0	0	19	74	40	2	219	26	0	52	0	40	38	30	18	21	18	3	11	15	6	7	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16271	295	884	475	119	581	117	640	333	332	689	239	249	231	667	474	498	541	512	457	713	290	660	799	364	244	897	1015	559	393	315	99	814	776					
9	Число недействительных избирательных бюллетеней	17	2	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	2	1	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	17071	303	890	530	146	593	120	659	340	354	699	238	249	250	741	514	500	760	538	457	763	286	700	837	392	261	918	1033	562	404	330	105	821	778					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	334	5	8	50	10	10	10	5	5	5	6	5	7	3	8	8	5	20	5	5	18	3	8	11	7	3	12	12	5	8	5	3	30	29					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	234	1	8	50	10	8	0	1	0	5	1	0	1	0	6	6	2	20	5	5	7	2	1	11	2	1	9	7	0	4	2	0	30	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	197	0	7	8	2	3	3	7	0	9	10	0	2	7	6	1	0	4	3	2	3	73	8	6	6	2	0	4	7	6	2	1	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	100	4	0	0	0	2	10	4	5	0	5	5	6	3	2	2	3	0	0	0	11	1	7	0	5	2	3	5	5	4	3	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	179	1	9	16	2	6	0	0	7	2	5	3	1	2	6	4	2	3	3	8	9	2	9	8	4	1	18	21	1	2	8	0	8	8					
		1.05%	0.33%	1.01%	3.02%	1.37%	1.01%	0.00%	0.00%	2.06%	0.56%	0.72%	1.26%	0.40%	0.80%	0.81%	0.78%	0.40%	0.39%	0.56%	1.75%	1.18%	0.69%	1.29%	0.96%	1.02%	0.38%	1.96%	2.03%	0.18%	0.50%	2.42%	0.00%	0.97%	1.03%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	157	2	3	4	0	14	2	4	5	1	5	3	7	2	1	4	1	7	6	2	1	2	8	13	7	4	5	10	0	0	10	1	8	15					
		0.92%	0.66%	0.34%	0.75%	0.00%	2.36%	1.67%	0.61%	1.47%	0.28%	0.72%	1.26%	2.81%	0.80%	0.13%	0.78%	0.20%	0.92%	1.12%	0.44%	0.13%	0.69%	1.14%	1.55%	1.78%	1.53%	0.54%	0.97%	0.00%	0.00%	3.03%	0.95%	0.97%	1.93%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	2	0	0	3	0	0	3	5	0	1	1	0	1	2					
		0.14%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.42%	0.00%	0.40%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.36%	0.00%	0.00%	0.33%	0.48%	0.00%	0.25%	0.30%	0.00%	0.12%	0.26%					
