Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Намская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360					
1	"Число избирателей, внесенных в списки"	11550	338	225	170	389	226	126	333	189	226	702	177	124	98	429	814	757	752	859	808	408	412	723	136	295	347	108	268	267	89	197	177	313	68					
2	"Число бюллетеней, полученных участковыми комиссиями"	11494	340	220	170	375	215	126	338	195	225	700	185	125	100	435	765	810	710	825	790	400	430	730	140	290	335	110	260	270	90	220	170	310	90					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7627	235	158	128	241	131	108	255	156	130	459	167	95	79	285	501	497	382	480	428	213	278	501	95	234	238	73	201	181	71	179	140	241	67					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	624	17	19	5	29	13	7	13	16	22	48	1	0	6	55	28	30	78	29	23	18	18	33	5	12	12	9	12	8	4	18	10	25	1					
6	Число погашенных бюллетеней	3243	88	43	37	105	71	11	70	23	73	193	17	30	15	95	236	283	250	316	339	169	134	196	40	44	85	28	47	81	15	23	20	44	22					
7	Число бюллетеней в переносных ящиках для голосования	624	17	19	5	29	13	7	13	16	22	48	1	0	6	55	28	30	78	29	23	18	18	33	5	12	12	9	12	8	4	18	10	25	1					
8	Число бюллетеней в стационарных ящиках для голосования	7627	235	158	128	241	131	108	255	156	130	459	167	95	79	285	501	497	382	480	428	213	278	501	95	234	238	73	201	181	71	179	140	241	67					
9	Число недействительных бюллетеней	99	2	2	3	2	3	3	4	2	4	2	1	2	3	5	1	8	8	4	6	2	2	4	2	3	2	1	7	4	2	0	2	3	0					
10	Число действительных бюллетеней	8152	250	175	130	268	141	112	264	170	148	505	167	93	82	335	528	519	452	505	445	229	294	530	98	243	248	81	206	185	73	197	148	263	68					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	372	15	8	6	15	8	4	8	6	10	15	10	8	5	15	60	15	15	15	15	5	20	15	5	5	10	5	8	8	5	8	12	8	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	187	6	3	1	6	2	0	2	0	0	12	10	8	0	6	31	11	6	9	8	3	20	10	0	1	1	0	3	3	0	0	12	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	114	2	2	3	10	4	0	0	1	0	5	3	0	3	6	6	9	6	9	2	2	4	5	0	2	4	2	4	1	2	0	11	5	1					
14	Число погашенных открепительных удостоверений	185	9	5	5	9	6	4	6	6	10	3	0	0	5	9	29	4	9	6	7	2	0	5	5	4	9	5	5	5	5	8	0	0	0					
