Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Юрьев-Польская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292					
1	"Число избирателей, внесенных в список избирателей"	28799	1175	1936	1052	1054	1988	1958	1940	2195	648	410	974	1244	280	234	269	279	218	639	317	291	613	329	353	328	286	711	672	699	635	260	336	854	431	1282	904	513	169	323					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29583	1200	1980	1067	1100	2020	1980	1980	2230	650	450	1000	1280	300	300	286	300	250	650	330	300	620	340	350	340	300	730	680	720	650	270	350	890	450	1290	910	530	180	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12094	403	935	464	566	940	851	912	973	217	183	453	450	135	155	125	80	26	256	134	118	242	90	163	180	126	286	253	238	204	133	123	365	146	493	317	159	76	124					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2512	57	98	87	32	53	66	59	61	42	36	30	142	21	16	27	70	98	59	72	39	57	87	49	23	17	52	108	115	214	49	115	64	49	112	95	76	14	51					
6	Число погашенных избирательных бюллетеней	14977	740	947	516	502	1027	1063	1009	1196	391	231	517	688	144	129	134	150	126	335	124	143	321	163	138	137	157	392	319	367	232	88	112	461	255	685	498	295	90	155					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2512	57	98	87	32	53	66	59	61	42	36	30	142	21	16	27	70	98	59	72	39	57	87	49	23	17	52	108	115	214	49	115	64	49	112	95	76	14	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12092	403	935	464	566	940	849	912	973	217	183	453	450	135	155	125	80	26	256	134	118	242	90	163	180	126	286	253	238	204	133	123	365	146	493	317	159	76	124					
9	Число недействительных избирательных бюллетеней	215	8	11	13	8	18	8	14	18	0	0	7	23	2	1	0	2	2	1	1	1	8	1	0	0	3	4	4	6	15	1	0	6	4	12	1	4	4	4					
10	Число действительных избирательных бюллетеней	14389	452	1022	538	590	975	907	957	1016	259	219	476	569	154	170	152	148	122	314	205	156	291	176	212	203	140	334	357	347	403	181	238	423	191	593	411	231	86	171					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	295	5	20	10	8	11	10	8	7	5	5	5	20	5	33	3	3	3	12	5	3	5	3	3	5	5	11	5	5	8	5	5	10	5	10	7	6	6	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	278	5	20	10	8	11	10	8	7	3	2	5	20	5	33	3	3	3	12	5	3	5	0	1	5	0	9	5	5	8	5	5	10	5	10	7	6	6	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	109	5	4	3	4	6	2	12	6	0	0	2	9	3	0	3	2	1	3	3	2	4	0	3	0	1	1	2	0	2	2	2	1	1	7	6	2	0	5					
14	Число погашенных неиспользованных открепительных удостоверений	17	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2465	71	188	81	111	205	191	149	189	49	47	83	119	6	21	14	14	18	45	24	16	48	16	41	25	15	41	66	30	45	24	26	93	41	155	100	25	15	18					
		16.88%	15.43%	18.20%	14.70%	18.56%	20.64%	20.87%	15.35%	18.28%	18.92%	21.46%	17.18%	20.10%	3.85%	12.28%	9.21%	9.33%	14.52%	14.29%	11.65%	10.19%	16.05%	9.04%	19.34%	12.32%	10.49%	12.13%	18.28%	8.50%	10.77%	13.19%	10.92%	21.68%	21.03%	25.62%	24.27%	10.64%	16.67%	10.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2624	83	152	83	74	148	148	157	208	53	41	109	109	32	37	20	25	25	80	33	21	71	41	46	55	30	107	68	85	55	30	60	70	36	93	67	40	14	18					
		17.97%	18.04%	14.71%	15.06%	12.37%	14.90%	16.17%	16.17%	20.12%	20.46%	18.72%	22.57%	18.41%	20.51%	21.64%	13.16%	16.67%	20.16%	25.40%	16.02%	13.38%	23.75%	23.16%	21.70%	27.09%	20.98%	31.66%	18.84%	24.08%	13.16%	16.48%	25.21%	16.32%	18.46%	15.37%	16.26%	17.02%	15.56%	10.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	144	3	11	7	8	17	5	5	6	2	0	7	3	0	1	3	2	3	2	0	4	4	1	1	4	0	3	7	8	2	2	4	4	1	9	3	0	1	1					
		0.99%	0.65%	1.06%	1.27%	1.34%	1.71%	0.55%	0.51%	0.58%	0.77%	0.00%	1.45%	0.51%	0.00%	0.58%	1.97%	1.33%	2.42%	0.63%	0.00%	2.55%	1.34%	0.56%	0.47%	1.97%	0.00%	0.89%	1.94%	2.27%	0.48%	1.10%	1.68%	0.93%	0.51%	1.49%	0.73%	0.00%	1.11%	0.57%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3802	117	339	180	206	289	260	333	276	71	51	139	157	64	57	43	31	24	56	46	34	48	25	65	25	39	40	81	88	74	39	68	62	44	132	83	52	16	48					
		26.03%	25.43%	32.82%	32.67%	34.45%	29.10%	28.42%	34.29%	26.69%	27.41%	23.29%	28.78%	26.52%	41.03%	33.33%	28.29%	20.67%	19.35%	17.78%	22.33%	21.66%	16.05%	14.12%	30.66%	12.32%	27.27%	11.83%	22.44%	24.93%	17.70%	21.43%	28.57%	14.45%	22.56%	21.82%	20.15%	22.13%	17.78%	27.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	239	10	20	10	8	37	17	15	23	3	9	2	10	4	1	3	0	1	4	5	1	3	1	1	2	1	1	8	1	0	2	4	10	2	12	3	2	0	3					
		1.64%	2.17%	1.94%	1.81%	1.34%	3.73%	1.86%	1.54%	2.22%	1.16%	4.11%	0.41%	1.69%	2.56%	0.58%	1.97%	0.00%	0.81%	1.27%	2.43%	0.64%	1.00%	0.56%	0.47%	0.99%	0.70%	0.30%	2.22%	0.28%	0.00%	1.10%	1.68%	2.33%	1.03%	1.98%	0.73%	0.85%	0.00%	1.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5043	163	306	175	178	275	278	292	308	81	71	133	168	48	53	69	76	51	125	96	78	116	92	57	92	55	141	127	132	225	84	74	183	67	191	152	110	38	83					
		34.53%	35.43%	29.62%	31.76%	29.77%	27.69%	30.38%	30.07%	29.79%	31.27%	32.42%	27.54%	28.38%	30.77%	30.99%	45.39%	50.67%	41.13%	39.68%	46.60%	49.68%	38.80%	51.98%	26.89%	45.32%	38.46%	41.72%	35.18%	37.39%	53.83%	46.15%	31.09%	42.66%	34.36%	31.57%	36.89%	46.81%	42.22%	47.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	72	5	6	2	5	4	8	6	6	0	0	3	3	0	0	0	0	0	2	1	2	1	0	1	0	0	1	0	3	2	0	2	1	0	1	3	2	2	0					
		0.49%	1.09%	0.58%	0.36%	0.84%	0.40%	0.87%	0.62%	0.58%	0.00%	0.00%	0.62%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.49%	1.27%	0.33%	0.00%	0.47%	0.00%	0.00%	0.30%	0.00%	0.85%	0.48%	0.00%	0.84%	0.23%	0.00%	0.17%	0.73%	0.85%	2.22%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
