Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Добровская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392					
1	"Число избирателей, внесенных в списки избирателей"	20424	257	912	718	294	209	253	857	218	668	751	733	508	897	994	624	529	473	729	728	620	1319	363	636	533	891	182	879	820	836	885	1108					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20160	250	890	690	280	200	240	850	220	660	760	730	500	890	1000	630	520	460	730	730	610	1300	360	630	510	890	180	850	810	810	880	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13841	151	660	279	130	133	130	646	115	428	434	435	411	676	660	459	300	287	497	490	384	912	282	446	407	566	134	604	645	609	646	885					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4133	99	214	180	84	64	87	149	68	122	199	226	82	203	140	101	88	153	108	220	189	238	66	168	74	305	31	72	97	129	61	116					
6	Число погашенных избирательных бюллетеней	2186	0	16	231	66	3	23	55	37	110	127	69	7	11	200	70	132	20	125	20	37	150	12	16	29	19	15	174	68	72	173	99					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4133	99	214	180	84	64	87	149	68	122	199	226	82	203	140	101	88	153	108	220	189	238	66	168	74	305	31	72	97	129	61	116					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13840	151	660	279	130	133	130	646	115	428	434	435	411	676	660	459	300	287	497	490	384	912	282	446	407	565	134	604	645	609	646	885					
9	Число недействительных избирательных бюллетеней	158	2	4	0	4	2	1	3	1	4	6	3	0	4	2	21	5	1	4	0	2	4	0	3	10	35	0	8	7	9	7	6					
10	Число действительных избирательных бюллетеней	17815	248	870	459	210	195	216	792	182	546	627	658	493	875	798	539	383	439	601	710	571	1146	348	611	471	835	165	668	735	729	700	995					
