Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Новоуральская городская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2614					
1	"Число избирателей, внесенных в список избирателей"	79635	1497	1806	2033	2163	2008	1816	2448	1649	1669	2093	1766	624	1325	1581	1333	2225	1972	1583	1987	1701	1712	1991	2139	2162	1725	1407	2276	1702	1686	1787	1819	2773	1841	2651	2711	2863	1823	445	1329	236	1047	2356	1560	2315					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	68000	1100	1800	1800	1800	1800	1700	2000	1500	1200	1800	1700	700	1200	1500	1200	1800	1700	1500	1700	1600	1600	1600	1800	1800	1400	1300	1900	1600	1600	1500	1700	2100	1400	2000	2000	2100	1500	600	1000	200	900	1900	1500	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	46183	862	1070	1107	1293	1138	1122	1393	1090	922	1069	987	276	812	936	795	1230	1049	794	1191	986	999	1248	1339	1295	1090	769	1346	1064	1030	1000	1054	1544	1137	1678	1664	1715	1079	274	590	82	476	1467	973	1148					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1802	16	14	8	79	15	22	86	32	130	61	44	336	56	59	31	49	52	30	16	10	33	24	33	33	27	28	33	31	21	29	32	75	42	23	30	20	11	3	66	9	7	18	7	21					
6	Число погашенных избирательных бюллетеней	20015	222	716	685	428	647	556	521	378	148	670	669	88	332	505	374	521	599	676	493	604	568	328	428	472	283	503	521	505	549	471	614	481	221	299	306	365	410	323	344	109	417	415	520	731					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1802	16	14	8	79	15	22	86	32	130	61	44	336	56	59	31	49	52	30	16	10	33	24	33	33	27	28	33	31	21	29	32	75	42	23	30	20	11	3	66	9	7	18	7	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46154	862	1070	1107	1293	1138	1100	1393	1090	922	1067	987	276	812	936	795	1230	1049	794	1191	986	999	1246	1339	1295	1090	769	1346	1062	1030	1000	1054	1544	1136	1678	1664	1715	1079	274	590	82	476	1467	973	1148					
9	Число недействительных избирательных бюллетеней	1232	34	15	30	31	45	25	31	30	26	58	18	14	16	32	24	29	40	12	37	17	26	35	32	43	23	25	40	37	26	27	27	54	27	27	34	41	17	9	22	3	18	23	28	24					
10	Число действительных избирательных бюллетеней	46724	844	1069	1085	1341	1108	1097	1448	1092	1026	1070	1013	598	852	963	802	1250	1061	812	1170	979	1006	1235	1340	1285	1094	772	1339	1056	1025	1002	1059	1565	1151	1674	1660	1694	1073	268	634	88	465	1462	952	1145					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2280	55	70	50	60	50	50	70	50	50	70	50	0	50	50	50	70	90	50	80	50	60	60	50	50	50	50	50	50	50	50	50	50	50	60	75	70	40	5	40	30	25	50	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1815	48	64	48	60	38	40	60	28	47	63	33	0	39	27	17	57	61	45	62	39	47	50	41	49	33	43	47	44	44	39	48	47	27	60	66	58	31	5	34	0	25	31	26	44					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	551	5	10	18	15	11	7	11	19	8	8	11	32	4	8	15	13	4	16	17	17	5	11	19	8	7	5	6	10	9	12	13	10	6	16	9	8	6	44	22	10	31	11	8	16					
14	Число погашенных неиспользованных открепительных удостоверений	465	7	6	2	0	12	10	10	22	3	7	17	0	11	23	33	13	29	5	18	11	13	10	9	1	17	7	3	6	6	11	2	3	23	0	9	12	9	0	6	30	0	19	24	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	1	1	1	0	1	2	0	2	0	0	0	0	0	0	0	1	0	2	1	0	1	0	4	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12301	287	292	265	314	311	359	361	142	237	296	254	167	246	216	203	304	339	257	341	287	323	369	405	355	370	232	410	295	296	219	251	333	277	423	387	376	253	57	144	24	138	370	213	303					
		25.65%	32.69%	26.94%	23.77%	22.89%	26.97%	31.99%	24.41%	12.66%	22.53%	26.24%	24.64%	27.29%	28.34%	21.71%	24.58%	23.77%	30.79%	31.19%	28.25%	28.82%	31.30%	29.06%	29.52%	26.73%	33.12%	29.11%	29.73%	26.99%	28.16%	21.28%	23.11%	20.57%	23.51%	24.87%	22.85%	21.67%	23.21%	20.58%	21.95%	26.37%	28.57%	24.92%	21.73%	25.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8038	136	208	224	244	176	200	262	197	144	143	148	118	88	153	115	242	162	143	210	188	148	208	256	208	168	118	227	162	186	186	160	288	164	288	283	320	189	64	135	18	82	249	188	242					
		16.76%	15.49%	19.19%	20.09%	17.78%	15.26%	17.83%	17.71%	17.56%	13.69%	12.68%	14.35%	19.28%	10.14%	15.38%	13.92%	18.92%	14.71%	17.35%	17.40%	18.88%	14.34%	16.38%	18.66%	15.66%	15.04%	14.81%	16.46%	14.82%	17.70%	18.08%	14.73%	17.79%	13.92%	16.93%	16.71%	18.44%	17.34%	23.10%	20.58%	19.78%	16.98%	16.77%	19.18%	20.70%					
