Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Заволжская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453					
1	"Число избирателей, внесенных в списки избирателей"	16994	973	1856	2494	1413	1980	1493	894	392	151	109	219	129	607	260	301	129	625	408	124	216	123	652	1073	373					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16525	900	1750	2250	1200	1800	1400	1250	380	150	100	240	150	600	280	320	150	640	400	120	220	115	680	1050	380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8757	453	901	1418	756	942	754	355	228	54	56	120	75	302	67	135	53	383	248	51	90	71	359	682	204					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1581	53	153	84	33	88	62	82	51	69	28	39	27	140	80	89	48	81	42	38	62	22	82	70	58					
6	Число погашенных избирательных бюллетеней	6187	394	696	748	411	770	584	813	101	27	16	81	48	158	133	96	49	176	110	31	68	22	239	298	118					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1581	53	153	84	33	88	62	82	51	69	28	39	27	140	80	89	48	81	42	38	62	22	82	70	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8755	453	901	1418	756	942	754	355	228	54	56	120	75	302	67	135	53	383	248	51	90	71	359	680	204					
9	Число недействительных избирательных бюллетеней	74	2	11	12	6	7	8	0	4	0	0	1	0	0	1	1	0	4	1	0	0	0	6	6	4					
10	Число действительных избирательных бюллетеней	10262	504	1043	1490	783	1023	808	437	275	123	84	158	102	442	146	223	101	460	289	89	152	93	435	744	258					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	449	16	22	47	33	23	22	18	13	6	6	38	26	39	28	15	6	12	10	6	8	6	14	25	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	332	11	15	38	23	17	14	16	8	4	0	30	17	39	28	12	0	9	10	0	7	5	2	21	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	166	5	39	9	17	14	10	15	10	1	1	8	6	2	4	1	1	0	2	2	2	1	5	10	1					
14	Число погашенных неиспользованных открепительных удостоверений	117	5	7	9	10	6	8	2	5	2	6	8	9	0	0	3	6	3	0	6	1	1	12	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	468	17	46	43	28	38	20	17	18	4	1	15	2	25	7	6	8	27	67	5	10	4	22	19	19					
		4.53%	3.36%	4.36%	2.86%	3.55%	3.69%	2.45%	3.89%	6.45%	3.25%	1.19%	9.43%	1.96%	5.66%	4.76%	2.68%	7.92%	5.82%	23.10%	5.62%	6.58%	4.30%	4.99%	2.53%	7.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	81	4	13	11	12	4	6	10	1	0	0	1	1	4	1	0	0	1	5	1	2	0	2	2	0					
		0.78%	0.79%	1.23%	0.73%	1.52%	0.39%	0.74%	2.29%	0.36%	0.00%	0.00%	0.63%	0.98%	0.90%	0.68%	0.00%	0.00%	0.22%	1.72%	1.12%	1.32%	0.00%	0.45%	0.27%	0.00%					
20	3.Политическая партия «Демократическая партия России»	14	0	2	2	0	3	0	0	0	0	1	0	0	2	1	0	0	1	1	0	1	0	0	0	0					
		0.14%	0.00%	0.19%	0.13%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.45%	0.68%	0.00%	0.00%	0.22%	0.34%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1150	89	169	239	97	107	79	37	29	3	4	17	13	12	10	15	7	38	15	14	10	18	63	39	26					
		11.13%	17.59%	16.03%	15.91%	12.29%	10.39%	9.68%	8.47%	10.39%	2.44%	4.76%	10.69%	12.75%	2.71%	6.80%	6.70%	6.93%	8.19%	5.17%	15.73%	6.58%	19.35%	14.29%	5.20%	9.92%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	33	3	7	4	5	3	1	2	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	3	0					
		0.32%	0.59%	0.66%	0.27%	0.63%	0.29%	0.12%	0.46%	0.36%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.45%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	0	1	3	2	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	3	2	0					
		0.17%	0.00%	0.09%	0.20%	0.25%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.66%	0.00%	0.68%	0.27%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	956	38	84	141	72	116	102	41	30	4	8	8	10	18	21	28	7	54	24	12	11	8	49	48	22					
		9.25%	7.51%	7.97%	9.39%	9.13%	11.26%	12.50%	9.38%	10.75%	3.25%	9.52%	5.03%	9.80%	4.07%	14.29%	12.50%	6.93%	11.64%	8.28%	13.48%	7.24%	8.60%	11.11%	6.40%	8.40%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	918	56	101	182	83	105	83	23	32	3	7	12	4	27	6	14	6	33	16	15	9	2	22	62	15					
		8.88%	11.07%	9.58%	12.12%	10.52%	10.19%	10.17%	5.26%	11.47%	2.44%	8.33%	7.55%	3.92%	6.11%	4.08%	6.25%	5.94%	7.11%	5.52%	16.85%	5.92%	2.15%	4.99%	8.27%	5.73%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	108	4	8	30	8	15	7	1	0	1	2	0	0	7	3	0	0	3	2	0	1	0	5	11	0					
		1.04%	0.79%	0.76%	1.99%	1.01%	1.46%	0.86%	0.23%	0.00%	0.81%	2.38%	0.00%	0.00%	1.58%	2.04%	0.00%	0.00%	0.65%	0.69%	0.00%	0.66%	0.00%	1.13%	1.47%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6470	293	610	825	470	621	506	303	163	107	61	105	70	344	97	157	72	299	158	42	107	61	268	558	173					
		62.60%	57.91%	57.87%	54.93%	59.57%	60.29%	62.01%	69.34%	58.42%	86.99%	72.62%	66.04%	68.63%	77.83%	65.99%	70.09%	71.29%	64.44%	54.48%	47.19%	70.39%	65.59%	60.77%	74.40%	66.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	46	0	2	10	6	7	4	3	1	1	0	0	1	2	0	2	1	1	1	0	0	0	1	0	3					
		0.45%	0.00%	0.19%	0.67%	0.76%	0.68%	0.49%	0.69%	0.36%	0.81%	0.00%	0.00%	0.98%	0.45%	0.00%	0.89%	0.99%	0.22%	0.34%	0.00%	0.00%	0.00%	0.23%	0.00%	1.15%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
