Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Заволжская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446					
1	"Число избирателей, внесенных в список избирателей"	15851	2709	2349	2593	2180	847	565	596	290	357	590	221	890	366	101	289	580	328					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15650	2500	2300	2500	2200	800	600	600	350	400	600	200	950	350	100	300	550	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7118	1257	1206	1176	917	288	224	293	86	116	258	24	494	249	10	75	255	190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1584	146	74	62	108	57	161	70	92	138	112	118	91	56	64	114	74	47					
6	Число погашенных избирательных бюллетеней	6948	1097	1020	1262	1175	455	215	237	172	146	230	58	365	45	26	111	221	113					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1584	146	74	62	108	57	161	70	92	138	112	118	91	56	64	114	74	47					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7117	1256	1206	1176	917	288	224	293	86	116	258	24	494	249	10	75	255	190					
9	Число недействительных избирательных бюллетеней	118	24	28	18	18	2	2	2	0	3	5	0	7	5	0	0	2	2					
10	Число действительных избирательных бюллетеней	8583	1378	1252	1220	1007	343	383	361	178	251	365	142	578	300	74	189	327	235					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	483	40	40	25	30	20	40	26	38	30	35	30	35	16	11	25	17	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	456	30	34	25	27	14	38	26	38	30	35	30	35	16	11	25	17	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	119	26	18	12	4	9	3	4	0	6	7	3	12	4	1	3	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	27	10	6	0	3	6	2	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	6	3	2	1	0	1	0	2	0	0	0	2	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1452	248	248	212	182	55	68	73	34	25	49	20	79	37	9	23	47	43					
		16.69%	17.69%	19.38%	17.12%	17.76%	15.94%	17.66%	20.11%	19.10%	9.84%	13.24%	14.08%	13.50%	12.13%	12.16%	12.17%	14.29%	18.14%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1404	227	186	217	148	53	79	67	25	70	53	23	70	62	11	25	45	43					
		16.14%	16.19%	14.53%	17.53%	14.44%	15.36%	20.52%	18.46%	14.04%	27.56%	14.32%	16.20%	11.97%	20.33%	14.86%	13.23%	13.68%	18.14%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	96	12	13	21	12	8	7	4	4	2	1	2	2	0	2	0	3	3					
		1.10%	0.86%	1.02%	1.70%	1.17%	2.32%	1.82%	1.10%	2.25%	0.79%	0.27%	1.41%	0.34%	0.00%	2.70%	0.00%	0.91%	1.27%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1889	324	355	323	253	93	62	46	30	42	36	16	98	33	13	28	79	58					
		21.71%	23.11%	27.73%	26.09%	24.68%	26.96%	16.10%	12.67%	16.85%	16.54%	9.73%	11.27%	16.75%	10.82%	17.57%	14.81%	24.01%	24.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	186	34	26	40	22	10	5	2	0	3	4	7	4	5	2	5	5	12					
		2.14%	2.43%	2.03%	3.23%	2.15%	2.90%	1.30%	0.55%	0.00%	1.18%	1.08%	4.93%	0.68%	1.64%	2.70%	2.65%	1.52%	5.06%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3494	517	412	397	385	122	161	167	84	108	222	72	324	162	36	106	144	75					
		40.16%	36.88%	32.19%	32.07%	37.56%	35.36%	41.82%	46.01%	47.19%	42.52%	60.00%	50.70%	55.38%	53.11%	48.65%	56.08%	43.77%	31.65%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	62	16	12	10	5	2	1	2	1	1	0	2	1	1	1	2	4	1					
		0.71%	1.14%	0.94%	0.81%	0.49%	0.58%	0.26%	0.55%	0.56%	0.39%	0.00%	1.41%	0.17%	0.33%	1.35%	1.06%	1.22%	0.42%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
