Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Николаевская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339					
1	"Число избирателей, внесенных в список избирателей"	21780	1232	2068	357	548	1783	1267	728	749	101	113	387	457	373	106	122	336	455	207	246	1688	709	1909	296	396	166	578	233	1068	230	220	437	1171	309	470	265					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21840	1200	2000	360	540	1800	1300	720	760	105	110	400	460	380	110	120	335	450	200	240	1690	700	1930	295	400	180	570	230	1080	230	225	440	1200	320	470	290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16313	842	1186	275	411	922	1121	534	665	89	94	279	345	244	64	78	219	314	142	184	1355	579	1887	247	315	137	492	192	686	165	167	308	905	231	415	224					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2314	106	199	62	59	146	65	93	40	10	16	44	46	32	33	35	76	83	28	24	275	102	12	22	73	15	56	8	206	38	21	52	125	56	36	20					
6	Число погашенных избирательных бюллетеней	3213	252	615	23	70	732	114	93	55	6	0	77	69	104	13	7	40	53	30	32	60	19	31	26	12	28	22	30	188	27	37	80	170	33	19	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2314	106	199	62	59	146	65	93	40	10	16	44	46	32	33	35	76	83	28	24	275	102	12	22	73	15	56	8	206	38	21	52	125	56	36	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16313	842	1186	275	411	922	1121	534	665	89	94	279	345	244	64	78	219	314	142	184	1355	579	1887	247	315	137	492	192	686	165	167	308	905	231	415	224					
9	Число недействительных избирательных бюллетеней	138	0	15	0	0	12	5	2	0	0	0	4	4	9	0	2	1	12	0	0	14	0	13	3	5	2	13	6	3	0	0	0	10	0	3	0					
10	Число действительных избирательных бюллетеней	18489	948	1370	337	470	1056	1181	625	705	99	110	319	387	267	97	111	294	385	170	208	1616	681	1886	266	383	150	535	194	889	203	188	360	1020	287	448	244					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	934	35	75	15	15	50	40	45	35	10	5	60	24	35	20	5	20	10	5	10	35	15	35	10	40	30	15	5	15	0	10	0	75	40	30	65					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	889	35	75	11	15	50	40	45	24	10	4	60	24	35	20	5	20	8	1	7	24	12	35	10	40	30	15	5	15	0	4	0	75	40	30	65					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	183	6	14	3	11	14	10	10	4	1	2	4	5	4	3	1	3	5	4	9	5	12	3	2	5	5	4	5	3	1	1	0	10	0	3	11					
14	Число погашенных неиспользованных открепительных удостоверений	45	0	0	4	0	0	0	0	11	0	1	0	0	0	0	0	0	2	4	3	11	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	66	7	17	0	5	13	4	3	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	1	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1072	98	165	9	44	143	79	39	8	5	4	15	30	25	5	5	29	19	15	18	70	38	34	24	8	11	3	6	21	23	9	30	18	9	6	7					
		5.76%	10.34%	11.91%	2.67%	9.36%	13.39%	6.66%	6.22%	1.13%	5.05%	3.64%	4.64%	7.67%	9.06%	5.15%	4.42%	9.83%	4.79%	8.82%	8.65%	4.29%	5.58%	1.79%	8.92%	2.06%	7.24%	0.55%	3.00%	2.35%	11.33%	4.79%	8.33%	1.75%	3.14%	1.33%	2.87%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1230	129	185	13	59	143	100	77	25	5	2	15	64	18	9	10	27	38	16	27	50	30	9	19	11	9	4	3	8	17	14	21	48	12	8	5					
		6.60%	13.61%	13.36%	3.86%	12.55%	13.39%	8.43%	12.28%	3.55%	5.05%	1.82%	4.64%	16.37%	6.52%	9.28%	8.85%	9.15%	9.57%	9.41%	12.98%	3.07%	4.41%	0.47%	7.06%	2.84%	5.92%	0.73%	1.50%	0.90%	8.37%	7.45%	5.83%	4.66%	4.18%	1.77%	2.05%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	0	13	1	4	9	3	7	0	2	1	6	2	2	4	0	0	2	0	1	3	2	3	2	2	0	1	0	2	0	0	1	1	2	0	0					
