Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Еткульская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №2241	УИК №2242	УИК №2243	УИК №2244					
1	"Число избирателей, внесенных в список избирателей"	21834	619	338	881	267	123	133	380	197	186	167	198	1340	1431	245	1385	1578	117	1012	194	121	296	321	1167	297	386	78	533	158	463	278	199	286	127	478	193	60	137	1046	104	80	1620	450	1591	574					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22000	650	350	920	270	120	130	400	200	200	180	220	1300	1500	250	1400	1500	120	1000	180	130	280	330	1100	300	400	80	560	180	500	280	200	300	130	500	200	90	180	1000	120	100	1500	450	1600	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12583	342	158	472	121	88	57	279	147	115	82	161	656	569	110	708	868	88	719	109	86	235	251	661	178	235	70	337	113	258	159	141	173	93	348	122	60	91	595	74	55	866	260	970	303					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1245	85	24	39	16	11	10	20	16	11	14	7	84	160	36	39	124	0	55	9	0	0	10	25	7	15	8	10	30	10	21	3	12	18	42	10	0	7	100	9	11	41	31	33	32					
6	Число погашенных избирательных бюллетеней	8172	223	168	409	133	21	63	101	37	74	84	52	560	771	104	653	508	32	226	62	44	45	69	414	115	150	2	213	37	232	100	56	115	19	110	68	30	82	305	37	34	593	159	597	265					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1245	85	24	39	16	11	10	20	16	11	14	7	84	160	36	39	124	0	55	9	0	0	10	25	7	15	8	10	30	10	21	3	12	18	42	10	0	7	100	9	11	41	31	33	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12578	342	158	472	121	88	57	279	147	115	82	161	656	569	110	708	863	88	719	109	86	235	251	661	178	235	70	337	113	258	159	141	173	93	348	122	60	91	595	74	55	866	260	970	303					
9	Число недействительных избирательных бюллетеней	198	4	1	16	2	1	2	5	0	1	1	0	12	6	6	11	10	2	2	2	1	1	7	10	8	1	1	3	1	8	2	1	3	0	9	3	0	0	15	0	0	13	5	20	2					
10	Число действительных избирательных бюллетеней	13625	423	181	495	135	98	65	294	163	125	95	168	728	723	140	736	977	86	772	116	85	234	254	676	177	249	77	344	142	260	178	143	182	111	381	129	60	98	680	83	66	894	286	983	333					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	573	13	10	22	3	1	1	15	4	3	3	10	20	22	3	25	35	1	30	3	4	4	9	10	3	20	3	12	19	14	5	17	13	1	30	9	1	25	40	6	11	43	8	32	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	573	13	10	22	3	1	1	15	4	3	3	10	20	22	3	25	35	1	30	3	4	4	9	10	3	20	3	12	19	14	5	17	13	1	30	9	1	25	40	6	11	43	8	32	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	172	3	3	3	2	2	0	7	2	2	2	2	3	6	7	4	8	1	4	3	4	2	5	2	3	5	3	8	4	6	3	9	3	2	4	6	2	3	10	3	3	8	0	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	0	0	1	0	0	0	0	0	0	0	0	0	2	2	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	7	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
