Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Еткульская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887					
1	"Число избирателей, внесенных в списки избирателей"	21623	643	357	891	257	116	126	344	177	164	146	195	2668	798	239	1720	3078	120	974	185	121	269	291	2647	287	377	85	581	168	524	270	213	273	134	512	172	98	171	1043	105	84					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19810	630	360	890	250	110	120	340	170	150	150	180	2400	700	270	1400	2500	110	950	170	120	250	280	2430	280	350	80	560	170	450	270	200	280	140	490	160	90	170	1000	100	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14606	428	247	643	178	98	82	286	110	127	83	135	1619	356	135	958	2017	110	753	157	119	250	227	1826	240	257	75	449	110	329	170	156	200	116	383	124	81	123	709	79	61					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	944	37	14	30	9	0	8	14	39	13	11	6	83	46	43	48	159	0	60	3	0	0	12	87	0	11	1	9	21	27	25	7	9	0	34	10	0	7	50	5	6					
6	Число погашенных избирательных бюллетеней	4260	165	99	217	63	12	30	40	21	10	56	39	698	298	92	394	324	0	137	10	1	0	41	517	40	82	4	102	39	94	75	37	71	24	73	26	9	40	241	16	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	945	37	14	30	9	0	8	14	39	13	11	6	83	47	43	48	159	0	60	3	0	0	12	87	0	11	1	9	21	27	25	7	9	0	34	10	0	7	50	5	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14596	428	246	643	178	98	82	286	110	127	83	135	1619	355	135	958	2017	110	753	157	119	250	227	1820	240	257	75	448	110	329	169	156	200	116	383	124	81	123	709	79	61					
9	Число недействительных избирательных бюллетеней	133	2	1	0	1	0	0	3	1	0	1	0	32	13	1	7	5	1	3	0	2	2	1	21	4	3	2	0	0	4	3	3	0	0	0	2	0	0	15	0	0					
10	Число действительных избирательных бюллетеней	15408	463	259	673	186	98	90	297	148	140	93	141	1670	389	177	999	2171	109	810	160	117	248	238	1886	236	265	74	457	131	352	191	160	209	116	417	132	81	130	744	84	67					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	482	11	8	14	5	2	5	11	3	3	5	5	50	20	5	30	62	5	30	5	5	5	20	45	5	10	5	15	5	10	5	5	5	5	15	5	5	5	20	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	359	11	5	10	4	2	1	11	3	0	5	5	29	6	5	25	58	5	30	5	5	5	8	24	4	10	5	13	4	4	2	2	5	1	15	4	1	3	17	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	294	4	5	5	1	4	2	2	1	1	4	1	15	3	2	13	35	2	7	6	0	4	2	46	1	11	6	23	2	37	2	14	2	4	5	3	4	1	9	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	123	0	3	4	1	0	4	0	0	3	0	0	21	14	0	5	4	0	0	0	0	0	12	21	1	0	0	2	1	6	3	3	0	4	0	1	4	2	3	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	1	1	0	0	0	0	0	0	0	0	2	1	0	1	2	2	0	1	1	0	0	0	1	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	302	7	9	13	1	3	2	13	6	3	1	2	26	1	3	23	43	2	14	2	1	1	4	28	5	9	4	13	0	5	2	4	0	7	17	7	2	4	11	1	3					
		1.94%	1.51%	3.46%	1.93%	0.53%	3.06%	2.22%	4.33%	4.03%	2.14%	1.06%	1.42%	1.53%	0.25%	1.69%	2.29%	1.98%	1.82%	1.72%	1.25%	0.84%	0.40%	1.67%	1.47%	2.08%	3.36%	5.26%	2.84%	0.00%	1.40%	1.03%	2.45%	0.00%	6.03%	4.08%	5.22%	2.47%	3.08%	1.45%	1.19%	4.48%					
19	2.Всероссийская политическая партия «Гражданская Сила»	53	2	0	3	0	0	1	0	0	0	0	0	2	1	0	7	16	0	1	0	0	0	0	5	0	0	1	3	0	2	1	0	2	1	0	0	0	0	5	0	0					
		0.34%	0.43%	0.00%	0.45%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.25%	0.00%	0.70%	0.74%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	1.32%	0.66%	0.00%	0.56%	0.52%	0.00%	0.96%	0.86%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.08%	0.22%	0.00%	0.15%	0.00%	0.00%	1.11%	0.00%	0.67%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.42%	0.00%	1.32%	0.22%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1248	36	6	66	11	4	15	23	10	15	4	2	164	26	8	119	219	3	39	13	3	10	11	159	8	24	2	34	8	31	5	7	22	6	30	18	2	5	69	6	5					
		8.03%	7.74%	2.31%	9.81%	5.88%	4.08%	16.67%	7.67%	6.71%	10.71%	4.26%	1.42%	9.64%	6.47%	4.49%	11.83%	10.06%	2.73%	4.80%	8.13%	2.52%	4.00%	4.60%	8.34%	3.33%	8.96%	2.63%	7.44%	6.11%	8.71%	2.58%	4.29%	10.53%	5.17%	7.19%	13.43%	2.47%	3.85%	9.09%	7.14%	7.46%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	49	4	0	0	0	0	0	0	0	0	0	0	5	0	0	5	16	0	1	0	0	0	0	7	0	0	0	1	0	2	0	0	0	1	2	0	0	0	2	0	3					
		0.32%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.50%	0.74%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.22%	0.00%	0.56%	0.00%	0.00%	0.00%	0.86%	0.48%	0.00%	0.00%	0.00%	0.26%	0.00%	4.48%					
23	6.Политическая партия «Партия социальной справедливости»	26	0	0	2	0	0	0	1	0	0	1	0	1	1	0	1	9	0	2	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0					
		0.17%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	1.06%	0.00%	0.06%	0.25%	0.00%	0.10%	0.41%	0.00%	0.25%	0.63%	0.00%	0.00%	0.42%	0.10%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	1.19%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1342	41	11	44	18	9	5	16	13	16	7	17	137	42	10	95	194	1	45	8	4	18	27	279	33	8	6	60	7	33	12	9	8	5	41	8	3	2	43	7	0					
		8.64%	8.82%	4.23%	6.54%	9.63%	9.18%	5.56%	5.33%	8.72%	11.43%	7.45%	12.06%	8.05%	10.45%	5.62%	9.44%	8.92%	0.91%	5.54%	5.00%	3.36%	7.20%	11.30%	14.63%	13.75%	2.99%	7.89%	13.13%	5.34%	9.27%	6.19%	5.52%	3.83%	4.31%	9.83%	5.97%	3.70%	1.54%	5.67%	8.33%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1190	21	14	19	3	2	2	27	10	4	6	9	196	35	13	78	206	6	43	6	5	8	15	163	6	28	2	20	11	40	12	8	6	7	17	12	5	3	114	6	2					
		7.66%	4.52%	5.38%	2.82%	1.60%	2.04%	2.22%	9.00%	6.71%	2.86%	6.38%	6.38%	11.52%	8.71%	7.30%	7.75%	9.47%	5.45%	5.29%	3.75%	4.20%	3.20%	6.28%	8.55%	2.50%	10.45%	2.63%	4.38%	8.40%	11.24%	6.19%	4.91%	2.87%	6.03%	4.08%	8.96%	6.17%	2.31%	15.02%	7.14%	2.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	106	1	0	9	1	0	0	0	2	1	0	0	9	3	3	8	17	0	1	0	0	1	4	18	3	1	2	3	0	3	5	0	3	0	1	1	1	0	4	1	0					
		0.68%	0.22%	0.00%	1.34%	0.53%	0.00%	0.00%	0.00%	1.34%	0.71%	0.00%	0.00%	0.53%	0.75%	1.69%	0.80%	0.78%	0.00%	0.12%	0.00%	0.00%	0.40%	1.67%	0.94%	1.25%	0.37%	2.63%	0.66%	0.00%	0.84%	2.58%	0.00%	1.44%	0.00%	0.24%	0.75%	1.23%	0.00%	0.53%	1.19%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10964	347	219	510	152	79	64	214	106	95	74	110	1115	278	140	652	1434	97	659	129	104	209	172	1215	180	195	55	312	105	227	151	129	166	87	308	86	68	116	491	62	52					
		70.55%	74.62%	84.23%	75.78%	81.28%	80.61%	71.11%	71.33%	71.14%	67.86%	78.72%	78.01%	65.51%	69.15%	78.65%	64.81%	65.90%	88.18%	81.06%	80.63%	87.39%	83.60%	71.97%	63.71%	75.00%	72.76%	72.37%	68.27%	80.15%	63.76%	77.84%	79.14%	79.43%	75.00%	73.86%	64.18%	83.95%	89.23%	64.69%	73.81%	77.61%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	116	3	0	6	0	1	0	3	0	6	0	1	14	2	0	10	17	0	5	1	0	1	4	8	0	0	1	9	0	9	3	3	1	2	1	0	0	0	3	0	2					
		0.75%	0.65%	0.00%	0.89%	0.00%	1.02%	0.00%	1.00%	0.00%	4.29%	0.00%	0.71%	0.82%	0.50%	0.00%	0.99%	0.78%	0.00%	0.62%	0.63%	0.00%	0.40%	1.67%	0.42%	0.00%	0.00%	1.32%	1.97%	0.00%	2.53%	1.55%	1.84%	0.48%	1.72%	0.24%	0.00%	0.00%	0.00%	0.40%	0.00%	2.99%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
