Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Никифоровская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №286	УИК №287	УИК №288	УИК №289	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316					
1	"Число избирателей, внесенных в список"	16911	1942	1851	1510	749	1193	327	381	394	406	795	308	132	361	117	260	263	268	965	1025	114	745	295	464	189	519	199	130	379	340	290					
2	Число полученных избирательных бюллетеней	15644	1900	1710	1400	680	1150	300	335	350	350	750	280	129	320	130	245	250	240	850	950	107	670	260	420	182	450	190	126	350	310	260					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10052	1104	1218	777	352	560	204	256	289	240	637	198	71	245	72	176	188	170	538	485	84	533	185	295	107	304	106	86	176	211	185					
5	"Число избирательных бюллетеней, выданных вне помещения"	2669	196	91	188	94	187	87	65	61	110	102	75	51	56	34	66	40	48	181	153	14	117	57	84	56	133	72	33	76	80	62					
6	Число погашенных избирательных бюллетеней	2923	600	401	435	234	403	9	14	0	0	11	7	7	19	24	3	22	22	131	312	9	20	18	41	19	13	12	7	98	19	13					
7	Число избирательных бюллетеней в переносных ящиках	2669	196	91	188	94	187	87	65	61	110	102	75	51	56	34	66	40	48	181	153	14	117	57	84	56	133	72	33	76	80	62					
8	Число бюллетеней в стационарных ящиках для голосования	10052	1104	1218	777	352	560	204	256	289	240	637	198	71	245	72	176	188	170	538	485	84	533	185	295	107	304	106	86	176	211	185					
9	Число недействительных избирательных бюллетеней	133	35	12	7	2	2	1	1	3	4	4	2	1	3	2	1	4	3	4	3	1	15	4	4	0	5	2	2	2	2	2					
10	Число действительных избирательных бюллетеней	12588	1265	1297	958	444	745	290	320	347	346	735	271	121	298	104	241	224	215	715	635	97	635	238	375	163	432	176	117	250	289	245					
11	Число полученных открепительных  удостоверений	200	16	16	12	6	14	6	6	6	6	6	6	4	4	4	4	4	4	10	10	4	8	6	6	4	6	4	4	6	4	4					
12	Число выданных открепительных удостоверений	70	10	16	12	1	6	0	0	3	3	6	0	0	2	0	0	3	0	2	3	0	0	0	0	0	1	0	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	53	4	5	3	2	1	1	2	0	1	8	3	1	3	0	0	0	2	1	4	2	0	0	0	1	1	0	3	2	1	2					
14	Число неиспользованных открепительных удостоверений	130	6	0	0	5	8	6	6	3	3	0	6	4	2	4	4	1	4	8	7	4	8	6	6	4	5	4	4	6	3	3					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	279	29	44	22	9	21	5	0	5	3	22	4	1	1	6	3	4	5	16	19	3	14	9	5	0	3	5	3	8	9	1					
		2.19%	2.23%	3.36%	2.28%	2.02%	2.81%	1.72%	0.00%	1.43%	0.86%	2.98%	1.47%	0.82%	0.33%	5.66%	1.24%	1.75%	2.29%	2.23%	2.98%	3.06%	2.15%	3.72%	1.32%	0.00%	0.69%	2.81%	2.52%	3.17%	3.09%	0.40%					
19	. Малышкин Олег Александрович	321	27	18	15	15	16	11	7	9	8	8	8	3	4	1	11	18	6	18	27	6	16	5	14	0	12	8	3	8	15	4					
		2.52%	2.08%	1.38%	1.55%	3.36%	2.14%	3.78%	2.18%	2.57%	2.29%	1.08%	2.93%	2.46%	1.33%	0.94%	4.55%	7.89%	2.75%	2.50%	4.23%	6.12%	2.46%	2.07%	3.69%	0.00%	2.75%	4.49%	2.52%	3.17%	5.15%	1.62%					
20	. Миронов Сергей Михайлович	66	7	6	4	2	2	3	3	6	1	2	1	2	1	0	3	4	2	5	4	0	1	2	0	0	1	0	0	1	2	1					
		0.52%	0.54%	0.46%	0.41%	0.45%	0.27%	1.03%	0.93%	1.71%	0.29%	0.27%	0.37%	1.64%	0.33%	0.00%	1.24%	1.75%	0.92%	0.70%	0.63%	0.00%	0.15%	0.83%	0.00%	0.00%	0.23%	0.00%	0.00%	0.40%	0.69%	0.40%					
21	. Путин Владимир Владимирович	7872	686	798	575	283	438	197	188	260	250	438	171	59	137	61	146	115	112	550	420	66	347	159	250	139	284	130	94	146	189	184					
