Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Елабужская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445					
1	"Число избирателей, внесенных в списки"	7455	340	500	180	201	186	185	385	504	157	241	196	692	340	136	391	72	371	445	1054	116	168	224	371					
2	"Число бюллетеней, полученных участковыми комиссиями"	7511	342	506	172	202	186	181	371	515	153	245	202	704	346	132	396	71	367	455	1060	115	166	224	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6236	312	404	135	190	135	162	359	429	135	208	179	555	271	130	325	59	301	425	738	110	158	192	324					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	612	28	27	19	10	11	16	10	20	12	33	14	68	37	0	26	8	37	18	144	4	8	15	47					
6	Число погашенных бюллетеней	663	2	75	18	2	40	3	2	66	6	4	9	81	38	2	45	4	29	12	178	1	0	17	29					
7	Число бюллетеней в переносных ящиках для голосования	612	28	27	19	10	11	16	10	20	12	33	14	68	37	0	26	8	37	18	144	4	8	15	47					
8	Число бюллетеней в стационарных ящиках для голосования	6234	312	404	135	190	135	162	359	429	135	208	179	555	270	130	325	59	301	424	738	110	158	192	324					
9	Число недействительных бюллетеней	113	0	3	1	3	5	5	3	11	0	1	8	29	1	3	12	2	5	3	0	5	1	4	8					
10	Число действительных бюллетеней	6733	340	428	153	197	141	173	366	438	147	240	185	594	306	127	339	65	333	439	882	109	165	203	363					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	4	13	4	5	5	5	11	13	4	6	5	23	8	3	11	2	10	12	29	4	5	6	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	108	1	13	4	4	4	1	2	11	1	0	5	23	7	0	10	0	0	0	13	0	5	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	138	8	3	8	2	4	5	8	5	7	5	1	6	6	6	5	6	10	6	3	8	7	2	17					
14	Число погашенных открепительных удостоверений	90	3	0	0	1	1	4	9	2	3	6	0	0	1	3	1	2	10	12	16	4	0	6	6					
15	Число открепительных удостоверений выданных ТИК	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	80	5	0	0	4	4	0	2	9	1	8	0	8	4	0	4	2	2	6	6	1	6	5	3					
		1.16%	1.47%	0.0%	0.0%	2.0%	2.73%	0.0%	0.54%	2.00%	0.68%	3.31%	0.0%	1.28%	1.30%	0.0%	1.13%	2.98%	0.59%	1.35%	0.68%	0.87%	3.61%	2.41%	0.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	27	0	0	3	1	2	1	1	2	0	0	1	1	0	0	3	0	3	1	4	0	1	0	3					
		0.39%	0.0%	0.0%	1.94%	0.5%	1.36%	0.56%	0.27%	0.44%	0.0%	0.0%	0.51%	0.16%	0.0%	0.0%	0.85%	0.0%	0.88%	0.22%	0.45%	0.0%	0.60%	0.0%	0.80%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	53	0	0	1	3	1	1	3	4	0	4	0	6	7	2	3	0	1	3	8	1	2	0	3					
		0.77%	0.0%	0.0%	0.64%	1.5%	0.68%	0.56%	0.81%	0.89%	0.0%	1.65%	0.0%	0.96%	2.28%	1.53%	0.85%	0.0%	0.29%	0.67%	0.90%	0.87%	1.20%	0.0%	0.80%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	47	2	1	5	0	0	0	3	1	2	4	0	6	0	1	3	1	1	0	13	1	2	1	0					
		0.68%	0.58%	0.23%	3.24%	0.0%	0.0%	0.0%	0.81%	0.22%	1.36%	1.65%	0.0%	0.96%	0.0%	0.76%	0.85%	1.49%	0.29%	0.0%	1.47%	0.87%	1.20%	0.48%	0.0%					
22	"5. ""За Русь Святую"""	27	0	0	1	1	0	0	0	3	0	0	0	1	3	0	7	0	1	0	9	0	0	0	1					
		0.39%	0.0%	0.0%	0.64%	0.5%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.16%	0.97%	0.0%	1.99%	0.0%	0.29%	0.0%	1.02%	0.0%	0.0%	0.0%	0.26%					
23	"6. ""Объединенная Российская партия ""Русь"""	8	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	1	1	0	0	1					
