Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Ленинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539					
1	"Число избирателей, внесенных в список избирателей"	50213	1190	1276	1097	1280	1156	1122	1085	1091	1747	692	1602	1380	1190	1090	609	474	379	658	317	707	363	2368	647	93	378	662	465	2662	1369	863	1244	1673	1118	1087	1408	978	895	674	1126	992	232	533	1695	1197	954	1543	694	553	245	538	173	649					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50600	1300	1350	1190	1350	1260	1230	1120	1000	1800	680	1650	1350	1250	1100	590	480	390	670	340	680	350	2250	620	85	380	615	420	2600	1350	920	1200	1600	1120	1100	1400	1170	900	650	1130	1000	205	470	1650	1150	950	1560	710	580	270	570	180	665					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	33270	597	609	556	563	510	574	448	675	1564	643	1289	1013	1056	934	285	223	155	525	195	482	115	1712	532	46	358	305	62	2439	1036	471	857	1223	733	847	1146	811	617	434	802	730	129	375	936	813	674	892	433	137	38	278	173	220					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	7541	146	185	44	218	263	50	119	129	64	29	130	174	84	94	112	145	146	67	75	131	235	375	88	38	20	303	354	141	154	245	265	81	77	120	162	167	146	139	206	140	76	74	197	182	154	37	54	163	158	156	0	429					
6	Число погашенных избирательных бюллетеней	9789	557	556	590	569	487	606	553	196	172	8	231	163	110	72	193	112	89	78	70	67	0	163	0	1	2	7	4	20	160	204	78	296	310	133	92	192	137	77	122	130	0	21	517	155	122	631	223	280	74	136	7	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7541	146	185	44	218	263	50	119	129	64	29	130	174	84	94	112	145	146	67	75	131	235	375	88	38	20	303	354	141	154	245	265	81	77	120	162	167	146	139	206	140	76	74	197	182	154	37	54	163	158	156	0	429					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33262	597	609	556	563	510	574	448	675	1564	643	1289	1013	1056	934	285	223	155	525	195	474	115	1712	532	46	358	305	62	2439	1036	471	857	1223	733	847	1146	811	617	434	802	730	129	375	936	813	674	892	433	137	38	278	173	220					
9	Число недействительных избирательных бюллетеней	321	6	10	3	9	17	6	9	13	20	2	7	6	10	8	8	2	3	19	3	0	0	5	11	0	5	0	0	3	10	2	13	17	2	5	10	0	5	3	0	1	1	2	9	7	7	14	19	3	0	2	0	4					
10	Число действительных избирательных бюллетеней	40482	737	784	597	772	756	618	558	791	1608	670	1412	1181	1130	1020	389	366	298	573	267	605	350	2082	609	84	373	608	416	2577	1180	714	1109	1287	808	962	1298	978	758	570	1008	869	204	447	1124	988	821	915	468	297	196	432	173	645					
