Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Вожегодская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218					
1	"Число избирателей, внесенных в списки избирателей"	13370	2457	1832	1201	121	495	119	100	1695	157	139	62	123	164	134	412	129	217	201	579	120	154	133	288	118	534	730	494	462					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13230	2300	1755	1200	125	515	130	95	1700	170	135	65	125	155	145	430	135	240	210	550	120	150	140	285	125	530	740	500	460					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7167	1386	1015	645	81	237	53	68	981	67	77	30	90	101	77	168	60	94	122	223	87	46	62	172	66	260	399	253	247					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2123	128	137	85	6	141	49	10	184	43	41	28	18	41	36	121	42	91	39	212	13	74	40	62	22	145	149	98	68					
6	Число погашенных избирательных бюллетеней	3940	786	603	470	38	137	28	17	535	60	17	7	17	13	32	141	33	55	49	115	20	30	38	51	37	125	192	149	145					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2123	128	137	85	6	141	49	10	184	43	41	28	18	41	36	121	42	91	39	212	13	74	40	62	22	145	149	98	68					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7167	1386	1015	645	81	237	53	68	981	67	77	30	90	101	77	168	60	94	122	223	87	46	62	172	66	260	399	253	247					
9	Число недействительных избирательных бюллетеней	49	2	6	5	1	0	0	1	11	0	1	0	1	0	0	2	1	2	0	3	2	1	0	1	1	2	2	1	3					
10	Число действительных избирательных бюллетеней	9241	1512	1146	725	86	378	102	77	1154	110	117	58	107	142	113	287	101	183	161	432	98	119	102	233	87	403	546	350	312					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	485	45	30	10	5	12	13	10	60	10	15	10	10	10	20	30	10	15	10	20	10	10	10	10	10	30	30	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	313	40	17	6	4	12	12	6	55	7	11	6	9	5	15	2	4	15	8	12	10	4	4	9	5	7	6	14	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	124	21	15	7	1	3	1	2	14	0	2	0	5	6	4	5	1	1	2	8	1	6	0	2	1	4	6	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	172	5	13	4	1	0	1	4	5	3	4	4	1	5	5	28	6	0	2	8	0	6	6	1	5	23	24	6	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	3	2	0	0	1	0	0	2	0	0	1	1	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	775	151	102	38	14	30	18	0	22	1	6	2	6	9	21	52	24	51	12	37	2	11	5	28	5	77	14	20	17					
		8.34%	9.97%	8.85%	5.21%	16.09%	7.94%	17.65%	0.00%	1.89%	0.91%	5.08%	3.45%	5.56%	6.34%	18.58%	17.99%	23.53%	27.57%	7.45%	8.51%	2.00%	9.17%	4.90%	11.97%	5.68%	19.01%	2.55%	5.70%	5.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	27	6	3	3	0	1	0	0	4	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	3	1	1	0					
		0.29%	0.40%	0.26%	0.41%	0.00%	0.26%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.35%	0.00%	0.00%	0.62%	0.23%	0.00%	0.00%	0.00%	0.43%	0.00%	0.74%	0.18%	0.28%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.03%	0.00%	0.09%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	895	237	138	75	8	47	12	0	76	3	13	0	8	4	7	28	3	12	6	27	12	10	8	12	13	25	51	37	23					
		9.63%	15.65%	11.98%	10.27%	9.20%	12.43%	11.76%	0.00%	6.52%	2.73%	11.02%	0.00%	7.41%	2.82%	6.19%	9.69%	2.94%	6.49%	3.73%	6.21%	12.00%	8.33%	7.84%	5.13%	14.77%	6.17%	9.31%	10.54%	7.30%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	29	10	5	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	4					
		0.31%	0.66%	0.43%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	1.27%					
23	6.Политическая партия «Партия социальной справедливости»	19	2	3	1	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	1	3	1	0					
		0.20%	0.13%	0.26%	0.14%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.25%	0.55%	0.28%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	955	179	131	85	6	27	7	8	152	11	12	1	8	9	8	18	2	10	20	35	7	13	16	26	6	40	57	32	29					
		10.28%	11.82%	11.37%	11.64%	6.90%	7.14%	6.86%	10.26%	13.05%	10.00%	10.17%	1.72%	7.41%	6.34%	7.08%	6.23%	1.96%	5.41%	12.42%	8.05%	7.00%	10.83%	15.69%	11.11%	6.82%	9.88%	10.40%	9.12%	9.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1059	189	140	78	3	51	8	6	140	13	13	9	26	25	12	25	8	14	20	37	12	5	12	26	6	27	55	60	39					
		11.40%	12.48%	12.15%	10.68%	3.45%	13.49%	7.84%	7.69%	12.02%	11.82%	11.02%	15.52%	24.07%	17.61%	10.62%	8.65%	7.84%	7.57%	12.42%	8.51%	12.00%	4.17%	11.76%	11.11%	6.82%	6.67%	10.04%	17.09%	12.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	37	6	2	5	0	1	0	0	2	0	2	0	0	1	1	2	1	0	0	1	0	0	1	0	0	1	4	3	4					
		0.40%	0.40%	0.17%	0.68%	0.00%	0.26%	0.00%	0.00%	0.17%	0.00%	1.69%	0.00%	0.00%	0.70%	0.88%	0.69%	0.98%	0.00%	0.00%	0.23%	0.00%	0.00%	0.98%	0.00%	0.00%	0.25%	0.73%	0.85%	1.27%					
