Выборы Президента Российской Федерации																																																				
																																																				
Наименование Избирательной комиссии:    Глазовская городская																																																				
																																																				
Итоги голосования 																																																				
																																																				
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745					
1	"Число избирателей, внесенных в список"	79905	2072	1933	1851	1940	1694	1653	1877	1769	2039	1978	1829	1962	1915	1971	1905	1622	1874	1678	1878	1823	1797	2092	1772	1817	2048	1832	1937	1950	1809	1880	2110	2292	2078	2201	1965	1820	1774	279	2281	2012	2040	2389	157	166	144					
2	Число полученных избирательных бюллетеней	74785	1900	1800	1650	1750	1600	1550	1750	1650	1850	1850	1750	1850	1750	1800	1750	1500	1700	1800	1750	1750	1750	2100	1800	1700	1900	1700	1800	1750	1700	1700	1950	2100	1950	2000	1850	1700	1600	290	2200	1850	1900	2200	200	200	145					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	52392	1501	1300	1115	1130	1094	1064	1221	1120	1264	1289	1285	1313	1283	1226	1194	1114	1207	1246	1262	1186	1119	1385	1235	1165	1330	1244	1244	1223	1219	1261	1415	1568	1498	1503	1339	1269	1043	275	1375	1115	1218	1468	157	166	144					
5	"Число избирательных бюллетеней, выданных вне помещения"	971	8	36	13	26	31	34	28	23	54	24	30	32	40	23	51	8	44	32	45	30	30	13	7	16	30	16	21	15	27	12	3	11	18	10	14	5	15	0	9	29	39	19	0	0	0					
6	Число погашенных избирательных бюллетеней	21422	391	464	522	594	475	452	501	507	532	537	435	505	427	551	505	378	449	522	443	534	601	702	558	519	540	440	535	512	454	427	532	521	434	487	497	426	542	15	816	706	643	713	43	34	1					
7	Число избирательных бюллетеней в переносных ящиках	971	8	36	13	26	31	34	28	23	54	24	30	32	40	23	51	8	44	32	45	30	30	13	7	16	30	16	21	15	27	12	3	11	18	10	14	5	15	0	9	29	39	19	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	52353	1500	1300	1114	1130	1093	1064	1220	1120	1259	1289	1282	1312	1283	1226	1194	1112	1207	1246	1262	1183	1110	1385	1235	1164	1330	1240	1244	1223	1218	1261	1415	1565	1498	1503	1339	1269	1042	275	1375	1115	1218	1467	157	166	143					
9	Число недействительных избирательных бюллетеней	673	21	23	17	12	17	16	14	13	6	20	9	10	20	16	11	10	26	28	18	20	12	18	7	9	10	13	20	13	20	8	22	26	15	12	19	5	17	17	16	36	18	8	2	1	2					
10	Число действительных избирательных бюллетеней	52651	1487	1313	1110	1144	1107	1082	1234	1130	1307	1293	1303	1334	1303	1233	1234	1110	1225	1250	1289	1193	1128	1380	1235	1171	1350	1243	1245	1225	1225	1265	1396	1550	1501	1501	1334	1269	1040	258	1368	1108	1239	1478	155	165	141					
11	Число полученных открепительных  удостоверений	1352	25	20	20	30	20	20	10	20	30	20	25	20	20	20	20	20	20	20	20	25	105	210	190	20	22	20	20	25	20	20	20	20	20	20	20	20	20	0	60	20	20	35	0	0	0					
12	Число выданных открепительных удостоверений	1082	21	18	13	24	9	18	7	8	18	13	19	19	17	15	12	14	9	18	14	24	94	202	157	13	21	12	11	22	16	7	16	3	16	17	18	16	10	0	54	13	20	34	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	490	18	16	8	15	1	7	5	4	2	8	2	9	10	4	4	13	19	6	7	17	6	22	7	8	6	11	7	2	5	7	7	10	12	8	7	6	2	7	13	12	8	19	4	18	101					
