Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Сарапульская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729					
1	"Число избирателей, внесенных в список избирателей"	19286	816	243	337	616	217	411	333	1503	444	947	162	1396	160	408	184	622	996	454	111	805	545	700	111	575	1619	1278	323	1422	1548					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19500	820	240	340	620	210	400	330	1490	440	940	160	1420	170	400	190	620	1020	420	110	810	530	710	130	600	1640	1300	320	1520	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10491	483	128	117	274	74	252	189	566	182	571	77	811	101	247	95	294	603	254	73	437	315	366	65	293	953	731	149	818	973					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	955	27	32	66	28	27	21	11	124	34	36	12	70	5	44	15	44	20	71	7	42	25	40	2	39	12	17	35	32	17					
6	Число погашенных избирательных бюллетеней	8054	310	80	157	318	109	127	130	800	224	333	71	539	64	109	80	282	397	95	30	331	190	304	63	268	675	552	136	670	610					
7	Число избирательных бюллетеней в переносных ящиках для голосования	955	27	32	66	28	27	21	11	124	34	36	12	70	5	44	15	44	20	71	7	42	25	40	2	39	12	17	35	32	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10489	483	128	117	274	74	252	189	566	182	571	76	811	101	247	95	294	603	254	73	437	315	366	65	293	953	731	149	817	973					
9	Число недействительных избирательных бюллетеней	190	10	3	4	5	2	2	1	10	7	15	2	13	1	3	1	6	8	3	1	8	7	9	2	4	15	8	5	18	17					
10	Число действительных избирательных бюллетеней	11254	500	157	179	297	99	271	199	680	209	592	86	868	105	288	109	332	615	322	79	471	333	397	65	328	950	740	179	831	973					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	297	7	3	7	5	1	5	3	7	6	10	2	13	8	10	8	7	20	5	0	10	5	9	24	20	28	23	2	20	29					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	278	5	0	6	5	1	5	3	5	5	10	2	13	8	8	8	5	20	4	0	10	4	8	24	20	28	22	1	19	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	157	7	8	2	0	3	7	7	5	7	4	2	4	3	3	1	1	6	5	2	0	24	4	5	7	10	11	3	12	4					
