Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Сарапульская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728					
1	"Число избирателей, внесенных в списки избирателей"	19160	782	265	229	562	241	506	949	998	904	1001	757	1438	158	393	529	207	1083	560	692	793	530	551	1115	716	1079	1342	421	359					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19000	770	260	230	585	235	475	930	1000	905	1020	770	1400	160	400	530	200	1100	560	720	780	530	580	1100	730	1060	1230	400	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11384	509	162	129	340	105	269	462	451	585	610	423	884	105	279	317	129	632	318	451	456	345	356	639	458	679	846	212	233					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1294	55	35	45	32	51	59	120	147	26	18	20	148	12	43	28	31	78	49	36	61	25	19	37	20	12	28	39	20					
6	Число погашенных избирательных бюллетеней	6322	206	63	56	213	79	147	348	402	294	392	327	368	43	78	185	40	390	193	233	263	160	205	424	252	369	356	149	87					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1293	55	35	45	32	51	59	120	147	26	18	20	148	12	43	28	31	78	49	36	61	25	19	37	20	12	28	38	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11371	509	162	129	340	105	269	461	451	585	610	423	884	105	279	317	129	632	318	451	456	345	356	639	458	679	834	212	233					
9	Число недействительных избирательных бюллетеней	208	16	3	5	5	1	4	15	11	10	6	5	13	1	2	10	1	14	4	14	13	10	4	9	8	8	13	2	1					
10	Число действительных избирательных бюллетеней	12456	548	194	169	367	155	324	566	587	601	622	438	1019	116	320	335	159	696	363	473	504	360	371	667	470	683	849	248	252					
