Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Анучинская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26					
1	"Число избирателей, внесенных в список"	11188	2231	1167	411	173	50	119	482	158	192	178	422	97	300	153	295	156	287	1152	810	293	163	329	88	860	583	39					
2	Число полученных избирательных бюллетеней	11540	2310	1211	460	167	51	119	490	139	220	179	416	97	318	161	320	160	321	1201	789	307	160	345	93	885	582	39					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7596	1331	675	219	125	42	95	356	121	154	126	366	85	252	114	185	155	243	774	552	233	108	273	61	561	362	28					
5	"Число избирательных бюллетеней, выданных вне помещения"	885	86	33	77	18	4	7	63	15	13	25	15	5	7	28	81	0	24	66	37	5	30	12	19	115	96	4					
6	Число погашенных избирательных бюллетеней	3059	893	503	164	24	5	17	71	3	53	28	35	7	59	19	54	5	54	361	200	69	22	60	13	209	124	7					
7	Число избирательных бюллетеней в переносных ящиках	885	86	33	77	18	4	7	63	15	13	25	15	5	7	28	81	0	24	66	37	5	30	12	19	115	96	4					
8	Число бюллетеней в стационарных ящиках для голосования	7594	1331	675	219	125	42	95	355	121	154	126	366	85	252	113	185	155	243	774	552	233	108	273	61	561	362	28					
9	Число недействительных избирательных бюллетеней	72	5	8	1	0	3	1	4	1	2	3	6	0	4	0	0	1	1	7	5	2	2	2	0	10	4	0					
10	Число действительных избирательных бюллетеней	8407	1412	700	295	143	43	101	414	135	165	148	375	90	255	141	266	154	266	833	584	236	136	283	80	666	454	32					
11	Число полученных открепительных  удостоверений	196	24	14	5	3	5	5	10	5	5	5	15	10	5	5	5	5	5	10	10	5	5	10	5	10	5	5					
12	Число выданных открепительных удостоверений	144	24	11	4	3	4	2	10	0	1	0	15	4	4	1	5	0	5	10	10	5	2	10	0	9	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	143	30	2	3	5	1	5	8	10	2	9	5	2	3	3	0	2	3	9	11	6	4	3	1	10	4	2					
14	Число неиспользованных открепительных удостоверений	52	0	3	1	0	1	3	0	5	4	5	0	6	1	4	0	5	0	0	0	0	3	0	5	1	0	5					
15	"Число открепительных удостоверений, выданных в ТИК"	4	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																	
18	. Глазьев Сергей Юрьевич	381	64	45	13	4	0	1	30	9	6	5	20	6	6	5	8	1	10	57	29	8	4	14	6	25	5	0					
		4.49%	4.52%	6.36%	4.39%	2.80%	0.00%	0.98%	7.18%	6.62%	3.59%	3.31%	5.25%	6.67%	2.32%	3.55%	3.01%	0.65%	3.75%	6.79%	4.92%	3.36%	2.90%	4.91%	7.50%	3.70%	1.09%	0.00%					
19	. Малышкин Олег Александрович	563	94	52	11	7	1	10	30	10	9	14	25	2	15	6	11	6	10	72	56	19	4	21	5	41	29	3					
		6.64%	6.63%	7.34%	3.72%	4.90%	2.17%	9.80%	7.18%	7.35%	5.39%	9.27%	6.56%	2.22%	5.79%	4.26%	4.14%	3.87%	3.75%	8.57%	9.51%	7.98%	2.90%	7.37%	6.25%	6.07%	6.33%	9.38%					
20	. Миронов Сергей Михайлович	103	23	16	1	0	0	1	4	2	4	1	5	0	1	1	5	3	3	8	5	1	1	4	1	10	3	0					
		1.21%	1.62%	2.26%	0.34%	0.00%	0.00%	0.98%	0.96%	1.47%	2.40%	0.66%	1.31%	0.00%	0.39%	0.71%	1.88%	1.94%	1.12%	0.95%	0.85%	0.42%	0.72%	1.40%	1.25%	1.48%	0.66%	0.00%					
21	. Путин Владимир Владимирович	4650	686	346	180	87	34	50	219	67	103	74	167	32	178	116	198	118	201	407	319	117	74	167	43	394	250	23					
		54.84%	48.41%	48.87%	60.81%	60.84%	73.91%	49.02%	52.39%	49.26%	61.68%	49.01%	43.83%	35.56%	68.73%	82.27%	74.44%	76.13%	75.28%	48.45%	54.16%	49.16%	53.62%	58.60%	53.75%	58.28%	54.59%	71.88%					
22	. Хакамада Ирина Муцуовна	350	74	16	6	5	0	6	13	8	2	12	21	2	13	2	8	6	1	41	34	9	8	7	2	33	20	1					
		4.13%	5.22%	2.26%	2.03%	3.50%	0.00%	5.88%	3.11%	5.88%	1.20%	7.95%	5.51%	2.22%	5.02%	1.42%	3.01%	3.87%	0.37%	4.88%	5.77%	3.78%	5.80%	2.46%	2.50%	4.88%	4.37%	3.12%					
23	. Харитонов Николай Михайлович	1990	400	183	74	35	8	32	107	38	38	33	128	43	34	3	32	16	30	209	104	74	36	52	15	135	128	3					
		23.47%	28.23%	25.85%	25.00%	24.48%	17.39%	31.37%	25.60%	27.94%	22.75%	21.85%	33.60%	47.78%	13.13%	2.13%	12.03%	10.32%	11.24%	24.88%	17.66%	31.09%	26.09%	18.25%	18.75%	19.97%	27.95%	9.38%					
																																	
24	Против всех	370	71	42	10	5	0	1	11	1	3	9	9	5	8	8	4	4	11	39	37	8	9	18	8	28	19	2					
		4.36%	5.01%	5.93%	3.38%	3.50%	0.00%	0.98%	2.63%	0.74%	1.80%	5.96%	2.36%	5.56%	3.09%	5.67%	1.50%	2.58%	4.12%	4.64%	6.28%	3.36%	6.52%	6.32%	10.00%	4.14%	4.15%	6.25%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
