Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Солнцевская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12415	1859	1791	261	98	364	164	167	209	321	324	222	854	240	1039	427	336	175	348	167	412	501	649	232	529	726									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10030	1517	1442	210	78	291	132	142	166	259	269	180	692	191	840	343	265	146	284	138	334	392	520	182	422	595									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5231	833	886	164	48	139	54	77	87	102	109	77	362	88	505	176	164	69	119	60	142	182	223	79	214	272									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1374	76	66	45	17	46	31	31	46	62	67	40	74	42	85	48	21	20	74	45	70	53	102	52	87	74									
6	Число погашенных избирательных бюллетеней	3425	608	490	1	13	106	47	34	33	95	93	63	256	61	250	119	80	57	91	33	122	157	195	51	121	249									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1374	76	66	45	17	46	31	31	46	62	67	40	74	42	85	48	21	20	74	45	70	53	102	52	87	74									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5231	833	886	164	48	139	54	77	87	102	109	77	362	88	505	176	164	69	119	60	142	182	223	79	214	272									
9	Число недействительных избирательных бюллетеней	137	24	7	0	0	10	5	3	4	2	1	1	11	1	15	3	6	0	5	6	7	5	1	2	9	9									
10	Число действительных избирательных бюллетеней	6468	885	945	209	65	175	80	105	129	162	175	116	425	129	575	221	179	89	188	99	205	230	324	129	292	337									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	290	30	30	7	3	10	3	7	8	8	15	5	25	8	25	8	8	5	10	5	12	12	15	5	10	16									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	146	18	23	2	1	4	3	6	4	0	1	2	19	1	17	1	1	5	0	5	10	4	3	0	1	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	89	8	4	2	1	5	1	1	2	1	1	1	3	1	8	3	6	5	2	2	4	5	8	5	3	7									
14	Число погашенных неиспользованных открепительных удостоверений	144	12	7	5	2	6	0	1	4	8	14	3	6	7	8	7	7	0	10	0	2	8	12	5	9	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	14	9	0	0	2	0	0	0	1	4	1	6	0	5	3	1	0	1	0	0	0	4	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	44	6	9	0	0	0	0	0	0	0	3	0	5	4	1	0	1	0	1	0	1	4	2	0	3	4									
		0.67%	0.66%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.70%	0.00%	1.15%	3.08%	0.17%	0.00%	0.54%	0.00%	0.52%	0.00%	0.47%	1.70%	0.62%	0.00%	0.99%	1.16%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	179	27	33	1	1	5	3	1	2	3	5	7	10	2	13	9	6	4	3	1	2	6	10	2	15	8									
		2.71%	2.97%	3.47%	0.48%	1.54%	2.70%	3.53%	0.93%	1.50%	1.83%	2.84%	5.98%	2.29%	1.54%	2.20%	4.02%	3.24%	4.49%	1.55%	0.95%	0.94%	2.55%	3.08%	1.53%	4.98%	2.31%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	73	11	11	0	2	2	0	0	1	2	3	4	1	1	11	5	3	0	2	1	0	3	2	1	3	4									
