Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Красноуфимская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508					
1	"Число избирателей, внесенных в списки"	23071	150	1035	381	228	89	420	102	577	188	473	406	368	440	1661	81	365	150	662	350	452	103	337	115	1812	132	295	167	332	372	1128	1032	72	1576	933	441	293	340	523	335	93	245	207	322	224	782	403	562	355	501	461					
2	"Число бюллетеней, полученных участковыми комиссиями"	22894	152	1023	375	225	82	409	104	548	191	449	406	368	460	1643	82	373	160	671	347	444	108	326	107	1773	131	326	169	301	370	1177	995	84	1512	930	426	300	363	495	334	93	258	195	323	226	782	410	573	350	510	435					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11753	122	511	202	107	57	275	48	293	112	242	216	190	216	758	50	158	93	392	212	329	73	223	92	802	72	136	106	176	171	573	465	53	724	392	228	203	184	257	178	58	137	103	165	101	373	274	239	174	252	186					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	854	5	32	28	18	5	17	25	32	20	23	3	15	24	9	4	25	4	36	20	10	10	26	7	11	9	56	8	7	29	32	79	0	28	38	6	13	10	6	9	1	6	9	4	12	14	15	6	7	8	33					
6	Число погашенных бюллетеней	10287	25	480	145	100	20	117	31	223	59	184	187	163	220	876	28	190	63	243	115	105	25	77	8	960	50	134	55	118	170	572	451	31	760	500	192	84	169	232	147	34	115	83	154	113	395	121	328	169	250	216					
7	Число бюллетеней в переносных ящиках для голосования	854	5	32	28	18	5	17	25	32	20	23	3	15	24	9	4	25	4	36	20	10	10	26	7	11	9	56	8	7	29	32	79	0	28	38	6	13	10	6	9	1	6	9	4	12	14	15	6	7	8	33					
8	Число бюллетеней в стационарных ящиках для голосования	11751	122	511	202	107	57	275	48	293	112	242	216	190	216	758	50	158	93	392	212	329	73	223	92	802	72	136	106	176	171	573	464	53	724	392	228	203	184	257	178	58	137	102	165	101	373	274	239	174	252	186					
9	Число недействительных бюллетеней	248	4	8	3	4	1	4	3	10	0	2	2	6	0	15	1	1	1	9	13	11	5	3	2	9	0	4	1	2	2	16	7	0	23	2	4	7	7	0	8	1	1	5	5	3	10	2	4	5	2	10					
10	Число действительных бюллетеней	12357	123	535	227	121	61	288	70	315	132	263	217	199	240	752	53	182	96	419	219	328	78	246	97	804	81	188	113	181	198	589	536	53	729	428	230	209	187	263	179	58	142	106	164	110	377	287	241	176	258	209					
