Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Грачевская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454					
1	"Число избирателей, внесенных в списки"	12158	539	82	101	609	1413	1632	2067	66	438	470	112	327	96	203	360	591	107	520	122	511	178	730	160	292	432					
2	"Число бюллетеней, полученных участковыми комиссиями"	12413	558	106	101	631	1413	1670	2133	65	445	477	118	333	97	209	366	583	104	530	126	527	183	741	163	292	442					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7422	450	82	91	367	683	812	1078	48	274	366	87	267	77	153	254	405	90	269	86	358	147	394	121	204	259					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	436	8	0	0	11	60	39	51	9	49	25	5	0	0	0	9	0	0	37	17	0	0	76	0	19	21					
6	Число погашенных бюллетеней	4555	100	24	10	253	670	819	1004	8	122	86	26	66	20	56	103	178	14	224	23	169	36	271	42	69	162					
7	Число бюллетеней в переносных ящиках для голосования	436	8	0	0	11	60	39	51	9	49	25	5	0	0	0	9	0	0	37	17	0	0	76	0	19	21					
8	Число бюллетеней в стационарных ящиках для голосования	7417	450	82	91	367	678	812	1078	48	274	366	87	267	77	153	254	405	90	269	86	358	147	394	121	204	259					
9	Число недействительных бюллетеней	152	11	4	2	10	12	14	11	2	7	8	2	5	5	1	6	9	1	3	4	4	0	11	4	12	4					
10	Число действительных бюллетеней	7701	447	78	89	368	726	837	1118	55	316	383	90	262	72	152	257	396	89	303	99	354	147	459	117	211	276					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	146	10	5	5	5	10	10	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	0	0	0	1	6	9	10	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	2	2	2	1	5	3	2	1	2	0	0	1	1	1	2	2	3	1	0	1	1	0	1	1	0					
14	Число погашенных открепительных удостоверений	114	10	5	5	4	4	1	0	5	5	3	5	5	5	5	2	5	5	5	5	5	5	5	5	4	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	118	14	2	2	0	6	13	11	2	1	6	4	8	2	3	2	6	3	3	3	3	6	4	2	0	12					
		1.50%	3.05%	2.43%	2.19%	0.0%	0.81%	1.52%	0.97%	3.50%	0.30%	1.53%	4.34%	2.99%	2.59%	1.96%	0.76%	1.48%	3.33%	0.98%	2.91%	0.83%	4.08%	0.85%	1.65%	0.0%	4.28%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	185	23	3	5	5	9	23	48	3	1	5	0	3	3	4	9	4	3	6	3	4	4	7	1	8	1					
		2.35%	5.02%	3.65%	5.49%	1.32%	1.21%	2.70%	4.25%	5.26%	0.30%	1.27%	0.0%	1.12%	3.89%	2.61%	3.42%	0.98%	3.33%	1.96%	2.91%	1.11%	2.72%	1.48%	0.82%	3.58%	0.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	133	5	2	1	3	13	16	14	0	5	4	3	7	3	2	8	7	3	2	1	10	3	14	5	2	0					
		1.69%	1.09%	2.43%	1.09%	0.79%	1.76%	1.88%	1.24%	0.0%	1.54%	1.02%	3.26%	2.62%	3.89%	1.30%	3.04%	1.72%	3.33%	0.65%	0.97%	2.79%	2.04%	2.97%	4.13%	0.89%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	76	1	0	3	4	11	11	14	0	1	3	0	2	0	1	1	6	1	2	0	3	1	3	0	3	5					
		0.96%	0.21%	0.0%	3.29%	1.05%	1.49%	1.29%	1.24%	0.0%	0.30%	0.76%	0.0%	0.74%	0.0%	0.65%	0.38%	1.48%	1.11%	0.65%	0.0%	0.83%	0.68%	0.63%	0.0%	1.34%	1.78%					
22	"5. ""За Русь Святую"""	30	3	0	0	0	2	2	6	1	0	0	0	1	1	0	0	1	0	2	2	2	2	1	2	2	0					
		0.38%	0.65%	0.0%	0.0%	0.0%	0.27%	0.23%	0.53%	1.75%	0.0%	0.0%	0.0%	0.37%	1.29%	0.0%	0.0%	0.24%	0.0%	0.65%	1.94%	0.55%	1.36%	0.21%	1.65%	0.89%	0.0%					
