Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Мамонтовская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1874					
1	"Число избирателей, внесенных в списки избирателей"	20439	893	786	403	693	1122	1042	996	1120	1346	1391	1239	1662	1281	713	1065	888	659	709	426	364	852	789					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16250	700	650	350	600	900	800	800	900	1000	1000	1000	1300	1000	600	800	700	550	600	400	350	650	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12514	517	387	260	369	719	643	558	703	865	844	715	1021	786	447	694	508	457	452	270	278	531	490					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	953	64	75	18	48	53	40	54	42	64	50	70	89	16	22	58	44	17	27	34	19	29	20					
6	Число погашенных избирательных бюллетеней	2783	119	188	72	183	128	117	188	155	71	106	215	190	198	131	48	148	76	121	96	53	90	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	953	64	75	18	48	53	40	54	42	64	50	70	89	16	22	58	44	17	27	34	19	29	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12512	517	387	260	369	719	643	558	703	865	844	715	1019	786	447	694	508	457	452	270	278	531	490					
9	Число недействительных избирательных бюллетеней	126	7	7	3	4	13	8	6	11	0	9	8	4	7	3	8	3	5	7	3	3	2	5					
10	Число действительных избирательных бюллетеней	13339	574	455	275	413	759	675	606	734	929	885	777	1104	795	466	744	549	469	472	301	294	558	505					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	186	5	10	5	5	10	10	10	10	10	11	10	10	10	5	10	5	5	5	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	115	2	2	0	3	6	2	8	4	8	11	10	9	5	0	8	5	5	1	6	10	7	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	68	5	1	1	1	2	0	3	3	5	2	1	20	2	2	2	3	5	1	1	1	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	71	3	8	5	2	4	8	2	6	2	0	0	1	5	5	2	0	0	4	4	0	3	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	800	27	37	44	23	31	47	16	77	39	57	41	47	25	24	69	41	35	45	11	17	18	29					
		5.94%	4.65%	8.01%	15.83%	5.52%	4.02%	6.88%	2.61%	10.34%	4.20%	6.38%	5.22%	4.24%	3.12%	5.12%	9.18%	7.43%	7.38%	9.39%	3.62%	5.72%	3.21%	5.69%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	1	0	0	0	1	3	5	2	8	1	5	7	2	0	6	0	0	1	0	0	0	1					
		0.32%	0.17%	0.00%	0.00%	0.00%	0.13%	0.44%	0.82%	0.27%	0.86%	0.11%	0.64%	0.63%	0.25%	0.00%	0.80%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.20%					
20	3.Политическая партия «Демократическая партия России»	13	1	0	0	1	0	1	0	0	1	1	0	2	0	0	1	1	2	0	0	2	0	0					
		0.10%	0.17%	0.00%	0.00%	0.24%	0.00%	0.15%	0.00%	0.00%	0.11%	0.11%	0.00%	0.18%	0.00%	0.00%	0.13%	0.18%	0.42%	0.00%	0.00%	0.67%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2925	141	94	40	62	98	82	179	151	258	199	210	196	158	85	102	255	73	95	94	67	165	121					
		21.72%	24.27%	20.35%	14.39%	14.87%	12.69%	12.01%	29.25%	20.27%	27.77%	22.26%	26.75%	17.69%	19.70%	18.12%	13.56%	46.20%	15.40%	19.83%	30.92%	22.56%	29.46%	23.73%					
