Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
Наименование Избирательной комиссии:    Зубово-Полянская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248					
1	"Число избирателей, включенных в списки избирателей"	33683	1578	1899	1372	1274	973	254	303	460	647	394	461	288	268	131	153	544	445	570	250	300	184	180	420	912	441	340	481	796	450	713	316	536	488	116	153	2118	163	935	439	492	117	825	428	1008	1181	1593	1040	895	968	877	389	476	649					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33850	1610	1895	1390	1275	980	255	305	450	640	400	455	290	270	130	155	550	450	570	250	300	185	180	410	910	445	340	485	800	470	710	310	535	490	115	155	2150	165	945	450	490	120	835	430	1020	1190	1590	1045	910	960	870	400	480	640					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	29981	1363	1684	1232	1111	785	229	257	450	610	334	400	287	218	119	130	418	357	470	230	278	183	180	293	838	416	339	378	721	384	635	284	482	396	112	111	1877	127	870	425	387	72	757	328	890	1089	1373	961	870	913	850	375	474	629					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2389	170	139	112	80	132	20	31	0	20	44	51	0	42	10	18	91	86	65	17	22	0	0	117	27	8	0	80	20	59	29	11	29	88	0	40	113	34	15	4	103	39	20	70	49	58	109	21	10	41	20	14	0	11					
6	Число погашенных избирательных бюллетеней	1480	77	72	46	84	63	6	17	0	10	22	4	3	10	1	7	41	7	35	3	0	2	0	0	45	21	1	27	59	27	46	15	24	6	3	4	160	4	60	21	0	9	58	32	81	43	108	63	30	6	0	11	6	0					
