Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Аликовская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14067	897	632	739	643	394	216	144	352	291	521	491	676	314	307	382	285	310	119	154	223	611	159	530	303	354	226	387	315	203	195	246	251	320	286	321	277	465	258	270									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14470	890	635	755	655	415	220	155	365	290	545	495	700	345	325	395	285	310	115	160	230	650	160	540	320	380	240	395	325	205	190	260	245	330	290	330	290	480	275	280									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8957	552	444	478	390	235	153	105	235	193	286	321	408	199	214	245	179	185	90	102	130	431	114	325	188	256	146	251	194	142	122	158	177	205	177	189	171	242	173	152									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1221	12	12	16	54	46	14	12	32	17	82	25	85	50	42	56	41	26	10	27	28	70	13	54	28	30	25	29	32	10	29	8	20	27	23	21	40	42	9	24									
6	Число погашенных избирательных бюллетеней	4292	326	179	261	211	134	53	38	98	80	177	149	207	96	69	94	65	99	15	31	72	149	33	161	104	94	69	115	99	53	39	94	48	98	90	120	79	196	93	104									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1221	12	12	16	54	46	14	12	32	17	82	25	85	50	42	56	41	26	10	27	28	70	13	54	28	30	25	29	32	10	29	8	20	27	23	21	40	42	9	24									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8957	552	444	478	390	235	153	105	235	193	286	321	408	199	214	245	179	185	90	102	130	431	114	325	188	256	146	251	194	142	122	158	177	205	177	189	171	242	173	152									
9	Число недействительных избирательных бюллетеней	361	15	17	13	14	23	9	1	8	6	12	25	19	6	6	5	6	8	0	3	12	4	4	22	6	11	10	16	8	4	12	10	5	5	8	6	1	13	4	4									
10	Число действительных избирательных бюллетеней	9817	549	439	481	430	258	158	116	259	204	356	321	474	243	250	296	214	203	100	126	146	497	123	357	210	275	161	264	218	148	139	156	192	227	192	204	210	271	178	172									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	210	5	3	12	3	5	5	5	7	5	5	5	5	7	5	5	1	5	0	5	5	10	5	10	1	5	5	5	5	5	5	5	5	5	5	5	11	5	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	208	5	3	12	3	5	5	5	7	4	5	5	5	7	5	5	0	5	0	5	5	10	5	10	1	5	5	5	5	5	5	5	5	5	5	5	11	5	10	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	81	3	3	3	1	0	4	1	2	4	2	6	4	0	0	1	1	4	4	0	0	6	0	0	3	4	0	5	1	0	9	1	3	1	1	0	1	2	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	275	9	6	11	7	13	9	7	10	2	14	5	16	24	16	6	2	5	2	1	2	19	0	1	12	25	11	3	1	1	1	10	1	4	3	1	2	3	5	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	78	4	2	3	10	3	2	1	0	3	6	3	4	0	1	0	2	1	0	0	1	1	1	4	1	0	1	2	2	1	5	0	1	2	1	2	1	1	3	3									
		0.77%	0.71%	0.44%	0.61%	2.25%	1.07%	1.20%	0.85%	0.00%	1.43%	1.63%	0.87%	0.81%	0.00%	0.39%	0.00%	0.91%	0.47%	0.00%	0.00%	0.63%	0.20%	0.79%	1.06%	0.46%	0.00%	0.58%	0.71%	0.88%	0.66%	3.31%	0.00%	0.51%	0.86%	0.50%	0.95%	0.47%	0.35%	1.65%	1.70%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	195	8	13	14	14	0	2	0	9	6	10	5	8	6	1	5	1	6	0	0	2	10	5	6	5	7	6	4	4	3	3	3	3	5	8	3	1	5	2	2									
		1.92%	1.42%	2.85%	2.83%	3.15%	0.00%	1.20%	0.00%	3.37%	2.86%	2.72%	1.45%	1.62%	2.41%	0.39%	1.66%	0.45%	2.84%	0.00%	0.00%	1.27%	1.99%	3.94%	1.58%	2.31%	2.45%	3.51%	1.43%	1.77%	1.97%	1.99%	1.81%	1.52%	2.16%	4.00%	1.43%	0.47%	1.76%	1.10%	1.14%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	158	13	11	15	9	1	6	2	5	4	7	4	3	4	10	0	1	4	2	0	3	1	0	7	5	3	2	7	4	4	3	4	2	3	2	1	0	2	0	4									
		1.55%	2.30%	2.41%	3.04%	2.03%	0.36%	3.59%	1.71%	1.87%	1.90%	1.90%	1.16%	0.61%	1.61%	3.91%	0.00%	0.45%	1.90%	2.00%	0.00%	1.90%	0.20%	0.00%	1.85%	2.31%	1.05%	1.17%	2.50%	1.77%	2.63%	1.99%	2.41%	1.02%	1.29%	1.00%	0.48%	0.00%	0.70%	0.00%	2.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6571	305	259	261	247	192	108	95	150	129	239	203	323	164	183	232	162	154	83	106	95	379	83	251	144	199	121	170	149	106	89	88	136	125	92	150	187	169	112	131									
		64.56%	54.08%	56.80%	52.83%	55.63%	68.33%	64.67%	81.20%	56.18%	61.43%	64.95%	58.67%	65.52%	65.86%	71.48%	77.08%	73.64%	72.99%	83.00%	82.17%	60.13%	75.65%	65.35%	66.23%	66.67%	69.58%	70.76%	60.71%	65.93%	69.74%	58.94%	53.01%	69.04%	53.88%	46.00%	71.43%	88.63%	59.51%	61.54%	74.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	4	1	0	0	1	2	0	1	0	2	1	0	1	2	1	1	1	1	1	0	0	0	0	1	2	0	0	2	0	0	2	0	2	0	0	0	3	2	0									
		0.33%	0.71%	0.22%	0.00%	0.00%	0.36%	1.20%	0.00%	0.37%	0.00%	0.54%	0.29%	0.00%	0.40%	0.78%	0.33%	0.45%	0.47%	1.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.46%	0.70%	0.00%	0.00%	0.88%	0.00%	0.00%	1.20%	0.00%	0.86%	0.00%	0.00%	0.00%	1.06%	1.10%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	3	0	5	1	0	0	0	1	0	4	0	4	6	0	1	0	0	0	0	2	0	1	0	1	1	0	0	1	1	2	0	0	1	0	1	0	0	0	0									
		0.35%	0.53%	0.00%	1.01%	0.23%	0.00%	0.00%	0.00%	0.37%	0.00%	1.09%	0.00%	0.81%	2.41%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.79%	0.00%	0.46%	0.35%	0.00%	0.00%	0.44%	0.66%	1.32%	0.00%	0.00%	0.43%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	674	54	39	31	38	6	7	7	25	13	21	22	41	9	17	17	14	11	4	6	13	20	7	17	17	18	8	19	10	5	11	8	15	28	29	20	3	22	13	9									
		6.62%	9.57%	8.55%	6.28%	8.56%	2.14%	4.19%	5.98%	9.36%	6.19%	5.71%	6.36%	8.32%	3.61%	6.64%	5.65%	6.36%	5.21%	4.00%	4.65%	8.23%	3.99%	5.51%	4.49%	7.87%	6.29%	4.68%	6.79%	4.42%	3.29%	7.28%	4.82%	7.61%	12.07%	14.50%	9.52%	1.42%	7.75%	7.14%	5.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	40	4	0	5	1	1	0	0	1	0	1	1	1	0	0	0	0	2	1	2	0	0	0	4	0	1	0	1	2	3	0	0	1	3	0	3	0	1	1	0									
		0.39%	0.71%	0.00%	1.01%	0.23%	0.36%	0.00%	0.00%	0.37%	0.00%	0.27%	0.29%	0.20%	0.00%	0.00%	0.00%	0.00%	0.95%	1.00%	1.55%	0.00%	0.00%	0.00%	1.06%	0.00%	0.35%	0.00%	0.36%	0.88%	1.97%	0.00%	0.00%	0.51%	1.29%	0.00%	1.43%	0.00%	0.35%	0.55%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	2	0	6	1	1	0	1	2	0	3	1	3	0	0	0	0	1	0	1	0	1	0	2	1	0	1	1	0	1	0	0	1	0	2	2	0	1	1	0									
		0.35%	0.35%	0.00%	1.21%	0.23%	0.36%	0.00%	0.85%	0.75%	0.00%	0.82%	0.29%	0.61%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.78%	0.00%	0.20%	0.00%	0.53%	0.46%	0.00%	0.58%	0.36%	0.00%	0.66%	0.00%	0.00%	0.51%	0.00%	1.00%	0.95%	0.00%	0.35%	0.55%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	2	0	4	2	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	2	1	0	0	1	2	0	0	2	1	0	0									
