Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Елабужская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441					
1	"Число избирателей, внесенных в список избирателей"	8316	302	481	234	247	236	217	413	527	190	287	219	687	353	132	375	89	374	484	1327	167	325	218	432					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8373	305	486	237	250	239	219	413	536	192	285	220	693	356	129	386	88	374	484	1333	167	324	225	432					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7702	253	463	217	234	221	195	398	518	190	237	192	637	337	129	358	74	355	474	1181	156	307	203	373					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	471	49	11	9	11	14	18	15	7	0	44	23	35	14	0	17	13	12	8	81	9	10	15	56					
6	Число погашенных избирательных бюллетеней	200	3	12	11	5	4	6	0	11	2	4	5	21	5	0	11	1	7	2	71	2	7	7	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	470	48	11	9	11	14	18	15	7	0	44	23	35	14	0	17	13	12	8	81	9	10	15	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7702	253	463	217	234	221	195	398	518	190	237	192	637	337	129	358	74	355	474	1181	156	307	203	373					
9	Число недействительных избирательных бюллетеней	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0					
10	Число действительных избирательных бюллетеней	8166	301	474	226	245	234	213	412	525	190	281	215	672	351	129	375	87	367	482	1262	165	317	214	429					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	195	5	15	10	5	3	3	3	15	3	3	3	30	10	3	15	3	5	3	25	3	10	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	68	0	1	3	3	3	0	1	5	3	2	0	17	4	0	6	2	2	1	8	0	0	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	9	2	3	4	2	1	3	5	3	8	2	14	3	4	0	5	2	3	11	1	4	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	127	5	14	7	2	0	3	2	10	0	1	3	13	6	3	9	1	3	2	17	3	10	0	13					
