Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Болотнинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144					
1	"Число избирателей, внесенных в список избирателей"	23364	367	268	364	634	167	554	248	557	100	504	184	505	106	443	81	88	95	207	383	107	353	81	729	380	444	661	151	444	611	100	2620	1708	1230	1507	978	1454	937	1692	1322					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23500	390	270	370	650	170	580	250	560	100	500	190	500	100	460	80	95	95	200	390	110	370	80	760	400	450	660	150	450	650	110	2500	1720	1220	1520	1000	1500	900	1700	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11896	182	200	207	345	127	311	120	247	57	364	137	250	73	290	64	63	62	144	229	61	223	67	379	160	204	339	69	244	365	55	1366	841	597	731	426	615	402	726	554					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1422	88	3	32	62	28	75	21	47	2	25	7	20	7	30	0	2	5	26	26	17	63	5	47	56	32	37	20	36	85	12	100	51	53	72	16	46	10	100	58					
6	Число погашенных избирательных бюллетеней	10182	120	67	131	243	15	194	109	266	41	111	46	230	20	140	16	30	28	30	135	32	84	8	334	184	214	284	61	170	200	43	1034	828	570	717	558	839	488	874	688					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1422	88	3	32	62	28	75	21	47	2	25	7	20	7	30	0	2	5	26	26	17	63	5	47	56	32	37	20	36	85	12	100	51	53	72	16	46	10	100	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11895	182	200	207	345	127	311	120	247	57	364	137	250	73	290	64	63	62	144	229	61	223	67	379	160	204	339	69	244	364	55	1366	841	597	731	426	615	402	726	554					
9	Число недействительных избирательных бюллетеней	252	6	0	1	4	1	7	2	5	0	7	3	6	0	3	0	0	0	0	14	1	8	3	5	5	3	7	0	1	10	0	34	14	11	21	9	13	10	24	14					
10	Число действительных избирательных бюллетеней	13065	264	203	238	403	154	379	139	289	59	382	141	264	80	317	64	65	67	170	241	77	278	69	421	211	233	369	89	279	439	67	1432	878	639	782	433	648	402	802	598					
