Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Краснинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №800									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10959	1824	1035	222	234	138	138	289	193	553	1296	567	269	192	605	174	215	484	558	126	114	133	199	331	1070									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10782	1700	1045	224	242	139	136	293	187	554	1308	572	266	188	597	174	214	486	559	129	118	128	198	325	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3677	623	375	66	89	55	58	76	45	160	469	173	80	53	179	47	96	137	184	50	50	60	85	103	364									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	856	20	38	71	44	16	24	51	18	14	6	21	32	22	40	27	34	129	49	22	23	40	27	71	17									
6	Число погашенных избирательных бюллетеней	6249	1057	632	87	109	68	54	166	124	380	833	378	154	113	378	100	84	220	326	57	45	28	86	151	619									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	856	20	38	71	44	16	24	51	18	14	6	21	32	22	40	27	34	129	49	22	23	40	27	71	17									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3675	623	373	66	89	55	58	76	45	160	469	173	80	53	179	47	96	137	184	50	50	60	85	103	364									
9	Число недействительных избирательных бюллетеней	76	16	5	1	1	0	2	2	0	2	17	3	6	3	6	0	2	2	2	2	0	0	1	2	1									
10	Число действительных избирательных бюллетеней	4455	627	406	136	132	71	80	125	63	172	458	191	106	72	213	74	128	264	231	70	73	100	111	172	380									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	129	21	7	3	8	3	3	3	2	7	8	7	3	3	7	3	3	5	5	6	3	2	3	0	14									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	84	21	7	1	8	1	0	2	1	4	7	4	0	0	0	0	0	0	4	6	3	0	1	0	14									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	83	4	4	1	0	2	2	1	7	1	6	1	0	4	10	5	2	6	3	4	0	5	3	2	10									
14	Число погашенных неиспользованных открепительных удостоверений	45	0	0	2	0	2	3	1	1	3	1	3	3	3	7	3	3	5	1	0	0	2	2	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	7	2	2	0	0	0	1	0	0	2	1	0	0	1	0	0	0	2	1	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	40	6	1	0	4	0	0	2	1	2	4	2	1	1	4	1	1	4	0	0	1	0	0	1	4									
		0.88%	0.93%	0.24%	0.00%	3.01%	0.00%	0.00%	1.57%	1.59%	1.15%	0.84%	1.03%	0.89%	1.33%	1.83%	1.35%	0.77%	1.50%	0.00%	0.00%	1.37%	0.00%	0.00%	0.57%	1.05%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	107	13	10	5	2	2	4	2	1	6	11	2	3	3	3	2	3	5	3	3	4	2	2	3	13									
		2.36%	2.02%	2.43%	3.65%	1.50%	2.82%	4.88%	1.57%	1.59%	3.45%	2.32%	1.03%	2.68%	4.00%	1.37%	2.70%	2.31%	1.88%	1.29%	4.17%	5.48%	2.00%	1.79%	1.72%	3.41%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	169	20	8	2	7	2	11	3	1	18	17	5	6	3	19	12	1	5	5	3	1	2	4	3	11									
		3.73%	3.11%	1.95%	1.46%	5.26%	2.82%	13.41%	2.36%	1.59%	10.34%	3.58%	2.58%	5.36%	4.00%	8.68%	16.22%	0.77%	1.88%	2.15%	4.17%	1.37%	2.00%	3.57%	1.72%	2.89%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2379	325	208	78	71	43	49	51	26	72	224	97	47	35	105	30	83	167	148	36	46	84	70	99	185									
		52.50%	50.54%	50.61%	56.93%	53.38%	60.56%	59.76%	40.16%	41.27%	41.38%	47.16%	50.00%	41.96%	46.67%	47.95%	40.54%	63.85%	62.78%	63.52%	50.00%	63.01%	84.00%	62.50%	56.90%	48.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	3	1	1	1	0	1	0	0	1	2	1	0	0	0	1	1	1	1	1	2	0	0	1	3									
		0.49%	0.47%	0.24%	0.73%	0.75%	0.00%	1.22%	0.00%	0.00%	0.57%	0.42%	0.52%	0.00%	0.00%	0.00%	1.35%	0.77%	0.38%	0.43%	1.39%	2.74%	0.00%	0.00%	0.57%	0.79%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	2	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0									
		0.18%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.42%	0.00%	0.00%	1.33%	0.46%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	895	137	100	31	28	14	8	27	15	34	98	45	29	16	42	14	25	52	30	11	7	6	23	24	79									
		19.75%	21.31%	24.33%	22.63%	21.05%	19.72%	9.76%	21.26%	23.81%	19.54%	20.63%	23.20%	25.89%	21.33%	19.18%	18.92%	19.23%	19.55%	12.88%	15.28%	9.59%	6.00%	20.54%	13.79%	20.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	2	2	0	0	0	0	0	0	2	2	1	0	0	1	2	0	1	0	0	2	0	0	0	4									
		0.42%	0.31%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.42%	0.52%	0.00%	0.00%	0.46%	2.70%	0.00%	0.38%	0.00%	0.00%	2.74%	0.00%	0.00%	0.00%	1.05%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	2	1	0	1	0	0	0	0	2	4	0	1	0	4	0	0	0	2	1	0	0	0	1	3									
		0.49%	0.31%	0.24%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	1.15%	0.84%	0.00%	0.89%	0.00%	1.83%	0.00%	0.00%	0.00%	0.86%	1.39%	0.00%	0.00%	0.00%	0.57%	0.79%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	3	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0									
