Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Красноармейская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031					
1	"Число избирателей, внесенных в список избирателей"	34641	1441	1100	1295	1240	1276	1191	1443	765	1365	1199	943	763	1198	1230	1236	1201	651	768	268	326	591	228	334	431	350	684	706	442	306	210	430	417	676	383	712	664	680	325	604	620	227	509	316	806	649	678	637	127					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35130	1450	1100	1300	1250	1310	1200	1450	790	1390	1210	960	770	1210	1250	1270	1220	670	790	265	340	620	230	340	440	353	695	710	450	310	225	445	420	660	380	710	680	690	325	610	630	225	520	325	815	650	690	660	127					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17137	621	539	580	549	530	543	589	301	513	474	392	281	546	558	513	584	366	408	235	212	300	113	173	264	144	362	331	337	195	127	267	255	573	226	546	336	312	200	287	302	118	348	166	460	336	372	353	0					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2911	68	51	120	98	118	62	114	29	58	65	38	73	57	72	119	85	42	39	7	30	93	17	13	19	116	102	106	49	25	32	66	90	40	40	70	33	50	13	54	56	34	18	15	115	54	80	39	127					
6	Число погашенных избирательных бюллетеней	15080	761	510	600	603	662	595	747	460	819	671	530	416	607	620	638	551	262	343	23	98	227	100	154	157	93	231	273	64	90	66	112	75	47	114	94	311	327	112	269	272	73	153	144	240	260	238	268	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2911	68	51	120	98	118	62	114	29	58	65	38	73	57	72	119	85	42	39	7	30	93	17	13	19	116	102	106	49	25	32	66	90	40	40	70	33	50	13	54	56	34	18	15	115	54	80	39	127					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17130	621	539	580	549	530	543	589	301	513	474	392	281	546	558	513	584	366	408	235	212	300	113	173	264	144	362	331	337	195	127	267	255	573	226	546	336	312	200	287	302	118	348	166	460	336	372	346	0					
9	Число недействительных избирательных бюллетеней	260	4	8	5	6	11	8	9	1	10	6	7	9	11	4	16	11	5	5	6	2	8	1	3	3	2	4	5	0	1	0	10	2	6	4	3	8	5	3	8	5	3	4	3	10	6	8	0	1					
10	Число действительных избирательных бюллетеней	19781	685	582	695	641	637	597	694	329	561	533	423	345	592	626	616	658	403	442	236	240	385	129	183	280	258	460	432	386	219	159	323	343	607	262	613	361	357	210	333	353	149	362	178	565	384	444	385	126					
