Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Сергокалинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	21554	482	529	503	404	634	657	569	1300	306	470	793	1145	861	886	1040	743	645	460	1098	1089	833	1030	827	784	1036	675	582	577	596									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21100	480	520	500	415	625	650	560	1290	295	460	775	1125	830	850	1000	740	625	450	1080	1070	800	1000	820	760	1000	655	555	570	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19452	447	476	459	393	556	607	513	1194	277	414	736	1021	791	777	940	676	592	422	990	982	749	912	748	687	921	586	519	528	539									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	1638	33	44	41	22	59	43	47	96	18	46	39	104	39	73	60	64	33	28	90	88	51	88	72	73	79	69	36	42	61									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	19452	447	476	459	393	556	607	513	1194	277	414	736	1021	791	777	940	676	592	422	990	982	749	912	748	687	921	586	519	528	539									
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	19462	447	476	459	393	566	607	513	1194	277	414	736	1021	791	777	940	676	592	422	990	982	749	912	748	687	921	586	519	528	539									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	75	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	4	4	4	4	4	4	4	4	2	2	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	74	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	4	4	4	4	4	4	4	4	1	2	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	1	0	5	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	2	3	2	1	4	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	56	0	4	0	5	2	0	0	0	0	0	9	1	0	0	0	0	4	0	8	8	0	13	2	0	0	0	0	0	0									
		0.29%	0.00%	0.84%	0.00%	1.27%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.10%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.81%	0.81%	0.00%	1.43%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
