Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Чернская ТИК																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818					
1	"Число избирателей, внесенных в списки"	16418	474	272	812	415	512	297	460	200	237	227	258	159	182	327	412	296	386	265	260	311	308	338	684	364	251	1265	300	304	327	409	2528	2578					
2	"Число бюллетеней, полученных участковыми комиссиями"	16508	469	283	822	415	505	302	453	194	237	220	263	159	174	323	406	304	388	266	256	314	308	342	682	357	262	1283	311	309	329	401	2568	2603					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9058	306	147	424	206	215	283	218	119	138	107	189	15	103	167	236	184	233	148	161	145	178	162	427	180	148	771	180	185	150	245	1311	1377					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1936	35	59	80	76	115	0	105	35	35	37	19	82	43	46	70	56	19	72	52	53	56	75	93	76	46	92	67	38	76	25	127	76					
6	Число погашенных бюллетеней	5514	128	77	318	133	175	19	130	40	64	76	55	62	28	110	100	64	136	46	43	116	74	105	162	101	68	420	64	86	103	131	1130	1150					
7	Число бюллетеней в переносных ящиках для голосования	1936	35	59	80	76	115	0	105	35	35	37	19	82	43	46	70	56	19	72	52	53	56	75	93	76	46	92	67	38	76	25	127	76					
8	Число бюллетеней в стационарных ящиках для голосования	9058	306	147	424	206	215	283	218	119	138	107	189	15	103	167	236	184	233	148	161	145	178	162	427	180	148	771	180	185	150	245	1311	1377					
9	Число недействительных бюллетеней	132	5	3	4	0	0	14	2	1	0	2	1	0	0	5	2	2	7	3	0	4	4	8	5	0	4	29	6	2	4	7	8	0					
10	Число действительных бюллетеней	10862	336	203	500	282	330	269	321	153	173	142	207	97	146	208	304	238	245	217	213	194	230	229	515	256	190	834	241	221	222	263	1430	1453					
