Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Подпорожская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771					
1	"Число избирателей, внесенных в список избирателей"	26449	813	1064	700	1435	1224	1766	1448	1796	2220	1473	1342	707	117	173	71	1243	1159	1125	1090	203	83	194	88	1310	494	238	210	1056	392	233	249	87	273	76	226	71					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26340	800	1000	700	1500	1200	1800	1500	1800	2100	1400	1200	700	100	150	100	1200	1200	1400	1100	200	70	200	70	1300	500	230	200	1050	400	250	250	80	250	70	200	70					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11761	299	522	311	736	559	839	718	852	1007	649	430	230	38	67	38	477	492	552	516	67	34	81	40	517	245	108	88	564	194	69	84	37	122	40	94	45					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1169	25	19	10	27	30	32	22	40	21	35	35	23	31	16	33	60	27	63	42	14	11	13	14	170	38	23	17	61	33	58	47	10	19	8	37	5					
6	Число погашенных избирательных бюллетеней	13399	476	459	379	737	600	929	760	908	1072	716	735	447	31	67	29	663	681	785	542	119	25	106	16	613	217	99	95	425	173	123	119	33	109	22	69	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1169	25	19	10	27	30	32	22	40	21	35	35	23	31	16	33	60	27	63	42	14	11	13	14	170	38	23	17	61	33	58	47	10	19	8	37	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11759	299	522	310	736	559	839	718	852	1007	649	430	230	38	67	38	477	492	552	516	67	34	81	40	516	245	108	88	564	194	69	84	37	122	40	94	45					
9	Число недействительных избирательных бюллетеней	341	6	8	13	15	11	17	10	27	29	18	13	6	0	3	5	13	20	20	15	2	2	3	2	20	3	3	6	24	3	8	10	2	1	2	1	0					
10	Число действительных избирательных бюллетеней	12587	318	533	307	748	578	854	730	865	999	666	452	247	69	80	66	524	499	595	543	79	43	91	52	666	280	128	99	601	224	119	121	45	140	46	130	50					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	750	30	30	30	30	30	40	40	40	50	30	20	20	10	10	0	30	20	30	20	10	10	10	10	40	20	10	10	40	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	322	6	15	6	23	11	20	31	24	21	6	3	4	0	9	0	26	15	8	7	1	2	6	0	33	13	7	3	10	4	0	2	2	3	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	214	4	5	7	6	8	8	9	10	14	7	7	2	2	8	0	6	5	12	8	4	10	3	12	10	3	8	11	8	1	1	2	7	1	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	428	24	15	24	7	19	20	9	16	29	24	17	16	10	1	0	4	5	22	13	9	8	4	10	7	7	3	7	30	6	10	8	8	7	9	10	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3703	89	196	88	261	181	282	232	296	287	187	121	65	19	14	12	173	160	148	177	26	13	32	14	156	63	35	15	127	61	27	38	7	37	15	40	9					
		28.64%	27.47%	36.23%	27.50%	34.21%	30.73%	32.38%	31.35%	33.18%	27.92%	27.34%	26.02%	25.69%	27.54%	16.87%	16.90%	32.22%	30.83%	24.07%	31.72%	32.10%	28.89%	34.04%	25.93%	22.74%	22.26%	26.72%	14.29%	20.32%	26.87%	21.26%	29.01%	14.89%	26.24%	31.25%	30.53%	18.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1943	47	70	45	95	76	131	81	124	164	101	98	49	5	11	13	76	66	130	76	8	8	14	9	112	58	23	16	102	38	14	14	9	30	3	17	10					
		15.03%	14.51%	12.94%	14.06%	12.45%	12.90%	15.04%	10.95%	13.90%	15.95%	14.77%	21.08%	19.37%	7.25%	13.25%	18.31%	14.15%	12.72%	21.14%	13.62%	9.88%	17.78%	14.89%	16.67%	16.33%	20.49%	17.56%	15.24%	16.32%	16.74%	11.02%	10.69%	19.15%	21.28%	6.25%	12.98%	20.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	131	4	6	1	6	9	8	7	3	21	5	4	1	0	3	0	3	4	5	3	1	0	0	1	11	3	2	0	3	5	3	1	1	2	1	2	2					
		1.01%	1.23%	1.11%	0.31%	0.79%	1.53%	0.92%	0.95%	0.34%	2.04%	0.73%	0.86%	0.40%	0.00%	3.61%	0.00%	0.56%	0.77%	0.81%	0.54%	1.23%	0.00%	0.00%	1.85%	1.60%	1.06%	1.53%	0.00%	0.48%	2.20%	2.36%	0.76%	2.13%	1.42%	2.08%	1.53%	4.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2085	44	90	62	141	85	132	127	156	199	125	70	38	16	16	10	48	65	78	68	8	5	6	6	97	50	28	16	160	42	20	10	4	21	11	22	9					
		16.13%	13.58%	16.64%	19.38%	18.48%	14.43%	15.15%	17.16%	17.49%	19.36%	18.27%	15.05%	15.02%	23.19%	19.28%	14.08%	8.94%	12.52%	12.68%	12.19%	9.88%	11.11%	6.38%	11.11%	14.14%	17.67%	21.37%	15.24%	25.60%	18.50%	15.75%	7.63%	8.51%	14.89%	22.92%	16.79%	18.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	284	5	10	10	16	14	15	29	29	27	9	4	6	0	2	0	21	20	17	6	3	0	0	3	13	12	2	0	5	2	1	0	1	1	0	1	0					
