Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Надымская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в список"	60439	2711	2859	2626	2643	2560	2625	2615	2356	2478	2788	2629	2866	2642	703	900	1196	1007	2175	3035	1740	1731	848	1273	216	522	3286	2429	2083	1044	1098	755					
2	Число полученных избирательных бюллетеней	59000	2600	2600	2400	2200	2600	2400	2400	2200	2500	2500	2400	2600	2400	670	830	1010	1000	2100	2750	1800	1560	770	1200	210	500	4000	3000	3000	1000	1100	700					
3	"Число избирательных бюллетеней, выданных  досрочно"	2771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	432	0	0	0	188	32	81	0	374	1028	0	50	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	43356	1813	1896	1675	1646	1912	1841	1814	1635	1727	1941	1813	1970	1859	318	482	682	864	1245	2224	1495	1414	740	886	129	329	3285	2046	1050	880	1048	697					
5	"Число избирательных бюллетеней, выданных вне помещения"	666	11	13	9	204	10	11	12	11	21	12	14	7	13	166	3	34	4	2	65	3	1	0	21	11	8	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	12207	776	691	716	350	678	548	574	554	752	547	573	623	528	186	345	294	132	267	29	302	145	30	105	38	82	715	580	922	120	2	3					
7	Число избирательных бюллетеней в переносных ящиках	3437	11	13	9	204	10	11	12	11	21	12	14	7	13	166	3	34	4	588	497	3	1	0	209	43	89	0	374	1028	0	50	0					
8	Число бюллетеней в стационарных ящиках для голосования	43330	1808	1896	1675	1646	1907	1841	1813	1635	1727	1928	1813	1970	1859	318	482	682	864	1245	2222	1495	1414	740	886	129	329	3285	2046	1050	880	1048	697					
9	Число недействительных избирательных бюллетеней	417	0	5	6	8	7	7	3	8	10	12	2	13	6	3	1	1	3	19	14	4	16	0	6	1	6	12	149	89	1	5	0					
10	Число действительных избирательных бюллетеней	46350	1819	1904	1678	1842	1910	1845	1822	1638	1738	1928	1825	1964	1866	481	484	715	865	1814	2705	1494	1399	740	1089	171	412	3273	2271	1989	879	1093	697					
11	Число полученных открепительных  удостоверений	537	30	35	15	15	27	23	30	36	30	25	30	20	20	3	8	5	15	21	41	16	22	15	10	0	5	0	0	0	15	15	10					
