Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
"Наименование Избирательной комиссии:    Калининград, Московская"																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273					
1	"Число избирателей, внесенных в списки"	67115	2459	2468	2131	2091	2230	2295	2479	2723	2383	2547	2740	2869	1644	1868	2384	1995	2479	2141	2743	2731	2800	2767	2902	2176	2688	2542	1685	2155					
2	"Число бюллетеней, полученных участковыми комиссиями"	60800	2300	2300	2000	1900	2100	2100	2300	2500	2200	2300	2500	2600	1500	1700	2200	1100	2300	2000	2500	2500	2600	2500	2600	2000	2500	2300	1400	2000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	28072	1269	1083	1035	992	1000	976	967	1157	937	998	1081	1068	542	518	877	736	1090	909	1037	1084	1082	1193	1228	713	998	1701	881	920					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	336	15	19	13	21	15	9	3	22	17	8	16	17	11	13	9	19	9	6	8	12	10	2	8	25	7	5	4	13					
6	Число погашенных бюллетеней	32392	1016	1198	952	887	1085	1115	1330	1321	1246	1294	1403	1515	947	1169	1314	345	1201	1085	1455	1404	1508	1305	1364	1262	1495	594	515	1067					
7	Число бюллетеней в переносных ящиках для голосования	336	15	19	13	21	15	9	3	22	17	8	16	17	11	13	9	19	9	6	8	12	10	2	8	25	7	5	4	13					
8	Число бюллетеней в стационарных ящиках для голосования	28042	1269	1083	1035	992	1000	976	967	1155	936	998	1080	1068	542	517	877	735	1083	909	1037	1084	1077	1190	1228	713	996	1695	880	920					
9	Число недействительных бюллетеней	281	5	8	15	12	11	7	8	9	5	16	10	12	2	14	9	15	18	12	12	11	12	9	5	9	11	13	3	8					
10	Число действительных бюллетеней	28097	1279	1094	1033	1001	1004	978	962	1168	948	990	1086	1073	551	516	877	739	1074	903	1033	1085	1075	1183	1231	729	992	1687	881	925					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	15	10	10	10	10	10	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	121	5	5	5	5	2	7	1	4	4	2	0	1	3	1	4	4	11	5	4	3	2	11	7	3	6	3	2	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	121	4	7	7	4	2	5	6	3	6	4	6	2	6	2	3	6	8	5	6	6	2	4	7	5	2	0	1	2					
14	Число погашенных открепительных удостоверений	179	5	5	5	5	8	3	9	6	6	8	10	9	7	9	6	6	4	5	6	7	8	4	3	7	4	7	8	9					
15	Число открепительных удостоверений выданных ТИК	49	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	220	4	6	5	8	6	4	7	13	3	15	6	5	9	3	4	9	7	9	7	7	5	9	5	9	9	34	8	4					
		0.77%	0.31%	0.54%	0.47%	0.78%	0.59%	0.40%	0.72%	1.10%	0.31%	1.49%	0.54%	0.46%	1.62%	0.56%	0.45%	1.19%	0.64%	0.98%	0.66%	0.63%	0.45%	0.75%	0.40%	1.21%	0.89%	2.0%	0.90%	0.42%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1469	72	44	56	56	58	48	46	57	63	45	56	54	23	31	35	35	57	47	65	63	55	87	98	38	38	62	42	38					
		5.17%	5.60%	3.99%	5.34%	5.52%	5.71%	4.87%	4.74%	4.84%	6.61%	4.47%	5.10%	4.97%	4.15%	5.84%	3.95%	4.64%	5.21%	5.13%	6.22%	5.74%	5.05%	7.29%	7.92%	5.14%	3.78%	3.64%	4.75%	4.07%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	793	37	38	40	29	33	10	8	35	43	40	33	55	17	8	32	43	34	31	23	50	28	25	25	11	18	8	15	24					
		2.79%	2.88%	3.44%	3.81%	2.86%	3.25%	1.01%	0.82%	2.97%	4.51%	3.97%	3.01%	5.06%	3.07%	1.50%	3.61%	5.70%	3.11%	3.38%	2.20%	4.56%	2.57%	2.09%	2.02%	1.49%	1.79%	0.47%	1.69%	2.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1826	104	82	67	70	77	67	97	89	72	59	65	63	41	42	68	32	74	47	86	65	76	91	81	41	52	37	40	41					
		6.43%	8.09%	7.44%	6.39%	6.91%	7.58%	6.80%	9.99%	7.56%	7.55%	5.86%	5.93%	5.80%	7.41%	7.92%	7.67%	4.24%	6.77%	5.13%	8.22%	5.93%	6.99%	7.63%	6.55%	5.55%	5.18%	2.17%	4.52%	4.39%					
22	"5. ""За Русь Святую"""	89	2	2	2	0	3	2	1	1	1	4	6	9	4	5	3	4	4	2	3	2	2	6	2	3	8	4	1	3					
		0.31%	0.15%	0.18%	0.19%	0.0%	0.29%	0.20%	0.10%	0.08%	0.10%	0.39%	0.54%	0.82%	0.72%	0.94%	0.33%	0.53%	0.36%	0.21%	0.28%	0.18%	0.18%	0.50%	0.16%	0.40%	0.79%	0.23%	0.11%	0.32%					
23	"6. ""Объединенная Российская партия ""Русь"""	49	3	1	0	1	1	0	2	0	2	1	2	2	1	1	2	1	0	2	0	2	2	1	2	3	7	4	5	1					
		0.17%	0.23%	0.09%	0.0%	0.09%	0.09%	0.0%	0.20%	0.0%	0.20%	0.09%	0.18%	0.18%	0.18%	0.18%	0.22%	0.13%	0.0%	0.21%	0.0%	0.18%	0.18%	0.08%	0.16%	0.40%	0.69%	0.23%	0.56%	0.10%					
24	"7. ""Новый курс - Автомобильная Россия"""	484	18	14	15	13	16	21	11	14	20	10	17	16	18	9	10	8	21	19	15	18	18	18	23	29	24	18	33	18					
		1.70%	1.40%	1.27%	1.43%	1.28%	1.57%	2.13%	1.13%	1.18%	2.09%	0.99%	1.55%	1.47%	3.25%	1.69%	1.12%	1.06%	1.92%	2.07%	1.43%	1.64%	1.65%	1.51%	1.86%	3.92%	2.39%	1.05%	3.73%	1.92%					
25	"8. ""Народно-республиканская партия России"""	22	5	0	1	1	1	0	0	0	1	1	1	1	2	0	1	0	0	0	0	0	1	0	0	0	3	0	0	3					
		0.07%	0.38%	0.0%	0.09%	0.09%	0.09%	0.0%	0.0%	0.0%	0.10%	0.09%	0.09%	0.09%	0.36%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.32%					
26	"9. ""Российская экологическая партия ""Зеленые"""	113	4	7	5	4	4	3	2	2	4	6	3	0	1	3	2	0	4	3	7	6	6	0	15	0	4	10	4	4					
		0.39%	0.31%	0.63%	0.47%	0.39%	0.39%	0.30%	0.20%	0.16%	0.41%	0.59%	0.27%	0.0%	0.18%	0.56%	0.22%	0.0%	0.36%	0.32%	0.66%	0.54%	0.55%	0.0%	1.21%	0.0%	0.39%	0.58%	0.45%	0.42%					
27	"10. ""Аграрная партия России"""	437	20	17	14	24	10	11	14	22	17	12	15	17	7	4	10	13	20	29	18	18	11	19	13	15	22	14	12	19					
		1.53%	1.55%	1.54%	1.33%	2.36%	0.98%	1.11%	1.44%	1.86%	1.78%	1.19%	1.36%	1.56%	1.26%	0.75%	1.12%	1.72%	1.83%	3.16%	1.72%	1.64%	1.01%	1.59%	1.05%	2.03%	2.19%	0.82%	1.35%	2.03%					
28	"11. ""Истинные патриоты России"""	23	0	1	3	0	0	0	1	0	0	0	2	0	0	0	1	0	3	1	0	0	0	0	0	0	0	4	7	0					
		0.08%	0.0%	0.09%	0.28%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.11%	0.0%	0.27%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.79%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	288	7	10	11	5	11	8	21	10	7	16	18	13	3	7	9	4	8	8	17	7	14	6	14	7	15	21	6	5					
		1.01%	0.54%	0.90%	1.04%	0.49%	1.08%	0.81%	2.16%	0.84%	0.73%	1.59%	1.64%	1.19%	0.54%	1.32%	1.01%	0.53%	0.73%	0.87%	1.62%	0.63%	1.28%	0.50%	1.13%	0.94%	1.49%	1.23%	0.67%	0.53%					
30	"13. ""Демократическая партия России"""	462	23	25	29	29	19	11	14	25	19	28	25	9	3	7	16	12	13	19	29	20	18	21	10	10	7	8	9	4					
		1.62%	1.79%	2.26%	2.76%	2.86%	1.87%	1.11%	1.44%	2.12%	1.99%	2.78%	2.28%	0.82%	0.54%	1.32%	1.80%	1.59%	1.19%	2.07%	2.77%	1.82%	1.65%	1.76%	0.80%	1.35%	0.69%	0.47%	1.01%	0.42%					
31	"14. ""Великая Россия - Евразийский Союз"""	45	0	3	3	2	1	1	1	3	0	4	2	3	0	0	0	0	0	3	3	3	2	3	0	0	2	6	0	0					
		0.15%	0.0%	0.27%	0.28%	0.19%	0.09%	0.10%	0.10%	0.25%	0.0%	0.39%	0.18%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.28%	0.27%	0.18%	0.25%	0.0%	0.0%	0.19%	0.35%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	61	3	0	1	3	1	0	7	0	1	4	2	2	1	0	0	0	3	0	0	1	3	0	4	2	1	20	2	0					
		0.21%	0.23%	0.0%	0.09%	0.29%	0.09%	0.0%	0.72%	0.0%	0.10%	0.39%	0.18%	0.18%	0.18%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.09%	0.27%	0.0%	0.32%	0.27%	0.09%	1.17%	0.22%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3474	219	160	117	123	136	152	162	137	147	100	127	109	48	47	69	62	140	111	157	171	163	139	162	75	117	101	59	164					
		12.24%	17.05%	14.51%	11.16%	12.14%	13.39%	15.43%	16.70%	11.63%	15.42%	9.94%	11.58%	10.04%	8.67%	8.86%	7.78%	8.22%	12.82%	12.13%	15.02%	15.60%	14.99%	11.66%	13.10%	10.16%	11.66%	5.94%	6.67%	17.57%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	1	0	0	0	1	2	0	2	3	2	2	2	2	0	0	2	0	0	1	1	1	3	0	1	2	7	5	0					
		0.14%	0.07%	0.0%	0.0%	0.0%	0.09%	0.20%	0.0%	0.16%	0.31%	0.19%	0.18%	0.18%	0.36%	0.0%	0.0%	0.26%	0.0%	0.0%	0.09%	0.09%	0.09%	0.25%	0.0%	0.13%	0.19%	0.41%	0.56%	0.0%					
35	"18. ""ЛДПР"""	4150	158	127	137	111	121	135	119	155	98	174	143	155	100	84	124	143	165	142	170	165	167	176	174	106	140	349	196	116					
		14.62%	12.30%	11.52%	13.07%	10.95%	11.92%	13.70%	12.26%	13.16%	10.28%	17.29%	13.04%	14.28%	18.08%	15.84%	13.99%	18.96%	15.10%	15.51%	16.26%	15.05%	15.36%	14.76%	14.07%	14.36%	13.95%	20.52%	22.17%	12.43%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	624	30	21	22	20	32	27	21	24	28	18	32	30	10	14	20	20	16	23	21	21	29	31	34	12	15	18	20	15					
		2.19%	2.33%	1.90%	2.09%	1.97%	3.15%	2.74%	2.16%	2.03%	2.93%	1.78%	2.91%	2.76%	1.80%	2.64%	2.25%	2.65%	1.46%	2.51%	2.00%	1.91%	2.66%	2.60%	2.75%	1.62%	1.49%	1.05%	2.26%	1.60%					
37	"20. ""Политическая партия ""Единая Россия"""	7387	255	289	256	240	227	230	199	296	211	272	296	322	170	167	240	200	269	225	228	283	256	285	349	223	315	578	235	271					
		26.03%	19.85%	26.22%	24.42%	23.69%	22.36%	23.35%	20.51%	25.14%	22.14%	27.03%	27.00%	29.67%	30.74%	31.50%	27.08%	26.52%	24.63%	24.59%	21.81%	25.82%	23.55%	23.90%	28.23%	30.21%	31.40%	34.0%	26.58%	29.04%					
38	"21. ""Российская Конституционно-демократическая партия"""	39	3	3	1	1	1	0	0	2	1	4	1	0	1	0	2	1	1	1	1	1	0	4	0	2	3	3	2	0					
		0.13%	0.23%	0.27%	0.09%	0.09%	0.09%	0.0%	0.0%	0.16%	0.10%	0.39%	0.09%	0.0%	0.18%	0.0%	0.22%	0.13%	0.09%	0.10%	0.09%	0.09%	0.0%	0.33%	0.0%	0.27%	0.29%	0.17%	0.22%	0.0%					
39	"22. ""Развитие предпринимательства"""	83	4	8	2	0	4	2	5	2	2	3	2	3	4	0	2	1	5	2	2	4	2	5	6	2	1	4	6	0					
		0.29%	0.31%	0.72%	0.19%	0.0%	0.39%	0.20%	0.51%	0.16%	0.20%	0.29%	0.18%	0.27%	0.72%	0.0%	0.22%	0.13%	0.45%	0.21%	0.19%	0.36%	0.18%	0.41%	0.48%	0.27%	0.09%	0.23%	0.67%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3961	226	171	186	200	183	175	136	218	155	123	172	135	46	65	161	114	140	126	107	108	115	147	133	104	126	147	99	143					
		13.95%	17.60%	15.51%	17.74%	19.74%	18.02%	17.76%	14.02%	18.52%	16.26%	12.22%	15.69%	12.44%	8.31%	12.26%	18.17%	15.11%	12.82%	13.77%	10.23%	9.85%	10.57%	12.33%	10.76%	14.09%	12.56%	8.64%	11.19%	15.32%					
																																			
41	Против всех	1958	81	65	60	61	58	69	88	61	50	49	58	68	40	19	66	35	90	53	73	69	101	107	81	36	63	230	75	52					
		6.89%	6.30%	5.89%	5.72%	6.02%	5.71%	7.00%	9.07%	5.18%	5.24%	4.87%	5.29%	6.26%	7.23%	3.58%	7.44%	4.64%	8.24%	5.79%	6.98%	6.29%	9.29%	8.97%	6.55%	4.87%	6.28%	13.52%	8.48%	5.57%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
