Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Кисловодская городская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595					
1	"Число избирателей, внесенных в списки"	77470	2295	1559	1928	1945	2015	2365	2281	2255	2450	2212	1512	2479	2171	2132	2607	2480	2072	2382	1813	2284	2275	1780	1314	1565	1338	1314	2124	1616	2038	2288	1840	2220	1630	1574	1879	1461	2217	1615	1176	465	30	31	18	26	140	34	32	14	49	26	18	39	47					
2	"Число бюллетеней, полученных участковыми комиссиями"	78280	2250	1730	1890	1920	2020	2370	2320	2280	2430	2300	1500	2410	2150	2210	2610	2470	2080	2400	1840	2240	2400	1780	1310	1540	1350	1280	2150	1670	1990	2300	1880	2220	1680	1540	1840	1970	2100	1630	1210	460	35	40	20	26	145	35	39	15	52	32	20	51	50					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30444	987	776	725	622	789	1005	1098	919	1072	950	664	863	765	802	979	1065	746	777	642	847	1052	869	543	610	519	407	885	622	783	764	669	616	585	628	575	742	757	790	367	90	30	31	18	26	138	34	32	14	49	26	17	39	24					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2892	32	14	52	68	100	92	58	68	38	47	32	38	90	101	77	31	13	58	76	66	64	75	36	78	84	42	59	42	88	68	121	87	49	18	92	39	59	433	91	90	0	0	0	0	2	0	0	0	0	0	1	0	23					
6	Число погашенных бюллетеней	44944	1231	940	1113	1230	1131	1273	1164	1293	1320	1303	804	1509	1295	1307	1554	1374	1321	1565	1122	1327	1284	836	731	852	747	831	1206	1006	1119	1468	1090	1517	1046	894	1173	1189	1284	407	752	280	5	9	2	0	5	1	7	1	3	6	2	12	3					
7	Число бюллетеней в переносных ящиках для голосования	2892	32	14	52	68	100	92	58	68	38	47	32	38	90	101	77	31	13	58	76	66	64	75	36	78	84	42	59	42	88	68	121	87	49	18	92	39	59	433	91	90	0	0	0	0	2	0	0	0	0	0	1	0	23					
8	Число бюллетеней в стационарных ящиках для голосования	30408	987	776	706	620	789	1005	1098	919	1072	950	664	860	765	802	979	1065	766	777	640	845	1051	866	543	610	519	407	885	622	783	764	669	616	580	628	575	742	757	790	348	90	30	31	18	26	138	34	32	14	49	26	17	39	24					
9	Число недействительных бюллетеней	325	9	17	1	6	11	8	3	6	7	13	10	4	0	16	12	4	7	7	14	7	4	10	2	11	6	0	9	6	18	12	8	9	8	8	6	8	13	13	5	4	0	0	0	0	0	0	1	0	2	0	0	0	0					
10	Число действительных бюллетеней	32975	1010	773	757	682	878	1089	1153	981	1103	984	686	894	855	887	1044	1092	772	828	702	904	1111	931	577	677	597	449	935	658	853	820	782	694	621	638	661	773	803	1210	434	176	30	31	18	26	140	34	31	14	47	26	18	39	47					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	823	20	20	20	20	20	40	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21	22	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	245	6	3	5	4	6	8	7	11	9	19	6	3	2	4	9	6	2	7	2	9	12	5	5	6	3	1	10	15	11	3	6	4	7	0	4	1	3	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	756	3	3	2	4	4	4	1	4	5	0	2	5	0	6	1	5	1	1	1	3	1	4	7	5	12	12	2	3	3	3	4	17	7	2	9	47	55	0	1	3	30	31	18	26	140	34	32	14	49	26	18	39	47					
14	Число погашенных открепительных удостоверений	578	14	17	15	16	14	32	13	9	11	1	14	17	18	16	11	14	18	13	18	11	8	15	15	15	19	19	10	5	9	17	14	16	13	20	16	19	17	14	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	501	6	11	16	3	18	14	22	13	10	15	5	20	23	7	10	15	13	7	9	20	12	8	10	14	6	12	17	9	16	9	12	4	17	5	5	15	19	19	28	4	0	0	0	1	0	0	0	0	0	0	0	0	2					
		1.50%	0.58%	1.39%	2.11%	0.43%	2.02%	1.27%	1.90%	1.31%	0.90%	1.50%	0.71%	2.22%	2.69%	0.77%	0.94%	1.36%	1.66%	0.83%	1.25%	2.19%	1.07%	0.85%	1.72%	2.03%	0.99%	2.67%	1.80%	1.35%	1.83%	1.08%	1.51%	0.56%	2.70%	0.77%	0.74%	1.92%	2.32%	1.55%	6.37%	2.22%	0.0%	0.0%	0.0%	3.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.25%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	771	20	16	11	9	14	27	35	18	23	15	14	19	16	13	28	14	7	13	33	25	38	29	12	15	12	12	20	17	26	20	20	26	13	14	15	24	15	27	16	8	1	3	0	0	5	4	3	0	3	0	0	2	1					
		2.31%	1.96%	2.02%	1.45%	1.30%	1.57%	2.46%	3.02%	1.82%	2.07%	1.50%	2.01%	2.11%	1.87%	1.43%	2.65%	1.27%	0.89%	1.55%	4.60%	2.74%	3.40%	3.08%	2.07%	2.18%	1.99%	2.67%	2.11%	2.56%	2.98%	2.40%	2.53%	3.69%	2.06%	2.16%	2.24%	3.07%	1.83%	2.20%	3.64%	4.44%	3.33%	9.67%	0.0%	0.0%	3.57%	11.76%	9.37%	0.0%	6.12%	0.0%	0.0%	5.12%	2.12%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1383	31	34	17	27	37	50	56	47	47	49	23	41	15	41	36	49	30	28	24	55	40	54	19	28	33	20	36	23	57	37	53	26	24	40	27	38	35	34	5	7	1	0	0	1	0	3	0	1	0	0	0	0	4					
		4.15%	3.04%	4.30%	2.24%	3.92%	4.16%	4.55%	4.84%	4.76%	4.23%	4.91%	3.30%	4.56%	1.75%	4.54%	3.40%	4.47%	3.85%	3.35%	3.35%	6.03%	3.58%	5.73%	3.28%	4.06%	5.47%	4.45%	3.81%	3.46%	6.54%	4.44%	6.70%	3.69%	3.81%	6.19%	4.04%	4.86%	4.28%	2.78%	1.13%	3.88%	3.33%	0.0%	0.0%	3.84%	0.0%	8.82%	0.0%	7.14%	0.0%	0.0%	0.0%	0.0%	8.51%					
