Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Пошехонская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708					
1	"Число избирателей, внесенных в списки избирателей"	12357	495	169	160	332	420	612	549	207	238	222	258	430	284	377	491	99	175	334	281	80	258	208	382	199	1467	1424	1640	226	340					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12900	520	185	185	375	430	660	600	220	270	240	280	440	310	380	530	100	200	360	310	100	335	255	410	220	1400	1475	1500	250	360					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6097	211	75	73	170	226	152	190	59	97	80	108	210	130	159	287	60	72	125	116	32	106	121	135	97	860	875	949	159	163					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3572	181	61	80	141	108	301	261	130	111	130	119	127	130	147	103	38	101	132	126	40	131	49	195	71	165	103	171	30	90					
6	Число погашенных избирательных бюллетеней	3231	128	49	32	64	96	207	149	31	62	30	53	103	50	74	140	2	27	103	68	28	98	85	80	52	375	497	380	61	107					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3572	181	61	80	141	108	301	261	130	111	130	119	127	130	147	103	38	101	132	126	40	131	49	195	71	165	103	171	30	90					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6097	211	75	73	170	226	152	190	59	97	80	108	210	130	159	287	60	72	125	116	32	106	121	135	97	860	875	949	159	163					
9	Число недействительных избирательных бюллетеней	57	2	1	0	1	3	2	0	1	0	2	3	2	0	3	0	0	1	1	1	0	0	2	2	0	5	11	14	0	0					
10	Число действительных избирательных бюллетеней	9612	390	135	153	310	331	451	451	188	208	208	224	335	260	303	390	98	172	256	241	72	237	168	328	168	1020	967	1106	189	253					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	280	7	5	5	7	8	7	7	5	5	5	5	5	5	5	7	4	5	5	5	2	7	5	13	3	16	71	30	13	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	274	7	5	2	7	8	7	7	5	5	5	5	5	5	5	7	1	5	5	5	2	7	5	13	3	16	71	30	13	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	128	4	0	3	1	6	5	5	2	2	6	2	5	5	3	1	2	2	2	5	1	3	2	3	1	14	15	20	8	0					
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	540	35	5	9	12	37	31	22	4	17	1	11	44	24	20	22	2	8	15	31	1	16	3	15	10	51	37	43	6	8					
		5.58%	8.93%	3.68%	5.88%	3.86%	11.08%	6.84%	4.88%	2.12%	8.17%	0.48%	4.85%	13.06%	9.23%	6.54%	5.64%	2.04%	4.62%	5.84%	12.81%	1.39%	6.75%	1.76%	4.55%	5.95%	4.98%	3.78%	3.84%	3.17%	3.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	3	0	5	9	2	0	1					
		0.26%	0.00%	0.00%	0.00%	0.32%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.38%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.49%	0.92%	0.18%	0.00%	0.40%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.20%	0.10%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	622	21	4	7	21	6	25	23	11	11	8	11	41	24	13	25	4	6	11	16	3	5	12	22	9	82	67	98	13	23					
		6.43%	5.36%	2.94%	4.58%	6.75%	1.80%	5.52%	5.10%	5.82%	5.29%	3.81%	4.85%	12.17%	9.23%	4.25%	6.41%	4.08%	3.47%	4.28%	6.61%	4.17%	2.11%	7.06%	6.67%	5.36%	8.00%	6.85%	8.75%	6.88%	9.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	1	0	0	0	1	1	1	0	0	0	0	0	1	0	3	0	0	2	0	0	1	0	3	0	2	2	1	1	0					
		0.21%	0.26%	0.00%	0.00%	0.00%	0.30%	0.22%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.77%	0.00%	0.00%	0.78%	0.00%	0.00%	0.42%	0.00%	0.91%	0.00%	0.20%	0.20%	0.09%	0.53%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	29	0	0	0	1	2	1	1	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	2	10	4	1	1					
		0.30%	0.00%	0.00%	0.00%	0.32%	0.60%	0.22%	0.22%	0.53%	0.00%	0.48%	0.00%	0.59%	0.38%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	1.02%	0.36%	0.53%	0.40%					
24	7.Политическая партия «Либерально-демократическая партия России»	1198	60	11	29	26	43	32	52	20	21	26	27	36	38	55	52	10	21	42	27	8	32	18	41	13	138	106	146	34	34					
		12.39%	15.31%	8.09%	18.95%	8.36%	12.87%	7.06%	11.53%	10.58%	10.10%	12.38%	11.89%	10.68%	14.62%	17.97%	13.33%	10.20%	12.14%	16.34%	11.16%	11.11%	13.50%	10.59%	12.42%	7.74%	13.46%	10.84%	13.04%	17.99%	13.44%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1338	38	10	16	30	11	60	51	12	21	15	17	21	21	21	80	17	14	22	23	5	24	28	30	4	219	207	261	23	37					
		13.84%	9.69%	7.35%	10.46%	9.65%	3.29%	13.25%	11.31%	6.35%	10.10%	7.14%	7.49%	6.23%	8.08%	6.86%	20.51%	17.35%	8.09%	8.56%	9.50%	6.94%	10.13%	16.47%	9.09%	2.38%	21.37%	21.17%	23.30%	12.17%	14.62%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	37	2	1	0	1	0	3	0	0	1	1	2	4	0	0	3	4	1	2	0	0	0	2	2	0	3	3	1	0	1					
