Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Пошехонская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707					
1	"Число избирателей, внесенных в список избирателей"	12491	578	135	174	338	444	584	556	204	232	216	266	411	291	378	582	175	321	317	290	218	377	196	1464	1451	1722	234	337					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10980	520	130	160	310	400	540	515	185	210	200	240	380	265	350	530	160	300	290	270	205	320	180	1190	1200	1400	200	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5191	206	53	54	140	179	144	178	42	74	84	91	162	107	131	238	54	92	103	84	86	110	64	772	784	876	151	132					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2785	190	35	67	95	105	239	199	101	74	71	87	87	100	141	136	79	114	120	90	28	159	66	122	77	119	18	66					
6	Число погашенных избирательных бюллетеней	3004	124	42	39	75	116	157	138	42	62	45	62	131	58	78	156	27	94	67	96	91	51	50	296	339	405	31	132					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2785	190	35	67	95	105	239	199	101	74	71	87	87	100	141	136	79	114	120	90	28	159	66	122	77	119	18	66					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5190	206	53	54	140	179	144	178	42	74	84	91	162	107	131	238	54	92	103	84	86	110	64	771	784	876	151	132					
9	Число недействительных избирательных бюллетеней	81	6	1	0	0	3	2	4	2	1	0	0	2	0	2	3	0	2	1	3	4	3	0	12	15	14	0	1					
10	Число действительных избирательных бюллетеней	7894	390	87	121	235	281	381	373	141	147	155	178	247	207	270	371	133	204	222	171	110	266	130	881	846	981	169	197					
