Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Кимрская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494					
1	"Число избирателей, внесенных в списки избирателей"	44900	1854	1952	1956	1801	1955	2014	2093	2023	2371	2236	2467	2081	2160	2096	2002	2379	2132	2247	2402	2411	2268					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41000	1800	1800	1800	1800	1800	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21439	943	1019	1036	757	885	865	825	991	1017	1040	1166	924	1096	967	1039	1243	1123	1171	1124	1137	1071					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	934	30	23	58	70	43	39	40	41	79	50	25	29	29	81	34	33	53	44	69	36	28					
6	Число погашенных избирательных бюллетеней	18627	827	758	706	973	872	1096	1135	968	904	910	809	1047	875	952	927	724	824	785	807	827	901					
7	Число избирательных бюллетеней в переносных ящиках для голосования	934	30	23	58	70	43	39	40	41	79	50	25	29	29	81	34	33	53	44	69	36	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21424	942	1019	1035	756	885	865	825	983	1017	1040	1166	924	1096	966	1039	1243	1123	1171	1123	1136	1070					
9	Число недействительных избирательных бюллетеней	222	7	11	11	1	10	4	10	9	19	7	6	9	14	15	10	11	12	14	11	13	18					
10	Число действительных избирательных бюллетеней	22136	965	1031	1082	825	918	900	855	1015	1077	1083	1185	944	1111	1032	1063	1265	1164	1201	1181	1159	1080					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	750	30	30	30	30	30	30	30	30	30	30	60	30	30	30	30	30	30	30	60	60	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	494	22	22	13	23	15	24	20	24	19	13	38	14	20	13	19	23	20	29	46	39	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	319	10	19	12	12	21	29	23	14	4	20	11	27	4	9	14	24	13	12	23	14	4					
14	Число погашенных неиспользованных открепительных удостоверений	256	8	8	17	7	15	6	10	6	11	17	22	16	10	17	11	7	10	1	14	21	22					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	2	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
