Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Кимрская городская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456					
1	"Число избирателей, внесенных в список избирателей"	43641	1798	1835	1599	1827	1909	1961	1981	1942	2276	2156	2518	2096	2044	2042	1862	2278	1986	2092	2396	2367	2205	259	212					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40700	1700	1700	1500	1700	1800	1800	1800	1800	2200	2000	2300	2000	1800	1800	1800	2200	1800	2000	2300	2300	2000	200	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	21963	1005	1022	827	911	966	957	906	934	1073	997	1121	985	1123	985	844	1022	1192	1197	1255	1190	1196	183	72					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	551	22	12	24	34	19	31	25	17	25	18	16	3	27	18	3	26	16	21	15	10	27	17	125					
6	Число погашенных избирательных бюллетеней	18186	673	666	649	755	815	812	869	849	1102	985	1163	1012	650	797	953	1152	592	782	1030	1100	777	0	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	551	22	12	24	34	19	31	25	17	25	18	16	3	27	18	3	26	16	21	15	10	27	17	125					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21418	978	942	782	899	966	846	850	932	1065	987	1093	982	1122	895	844	1022	1192	1187	1193	1190	1196	183	72					
9	Число недействительных избирательных бюллетеней	290	15	12	7	18	9	6	15	11	17	14	13	14	12	34	8	10	12	13	19	12	17	0	2					
10	Число действительных избирательных бюллетеней	21679	985	942	799	915	976	871	860	938	1073	991	1096	971	1137	879	839	1038	1196	1195	1189	1188	1206	200	195					
