Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Черняховская территориальная избирательная комиссия																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555					
1	"Число избирателей, внесенных в списки избирателей"	44052	2223	1569	1935	2160	1599	2318	1839	1773	2329	1997	1558	1875	1446	2157	2109	1694	1905	1781	513	833	375	530	418	281	804	467	368	705	535	857	251	595	331	898	559	465					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31600	1500	1200	1400	1500	1100	1600	1300	1300	1400	1400	1100	1400	1200	1400	1400	1200	1300	1300	400	600	300	400	300	200	600	400	300	600	400	700	200	400	300	700	400	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21232	961	464	989	1160	838	1179	788	920	1251	1057	683	909	604	1128	1041	880	988	939	263	357	152	221	203	107	352	253	200	383	228	427	136	237	170	354	224	186					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1100	38	228	19	19	18	25	11	16	55	50	24	31	82	18	8	21	17	10	12	46	25	59	7	3	25	12	0	29	15	29	15	60	5	29	21	18					
6	Число погашенных избирательных бюллетеней	9268	501	508	392	321	244	396	501	364	94	293	393	460	514	254	351	299	295	351	125	197	123	120	90	90	223	135	100	188	157	244	49	103	125	317	155	196					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1100	38	228	19	19	18	25	11	16	55	50	24	31	82	18	8	21	17	10	12	46	25	59	7	3	25	12	0	29	15	29	15	60	5	29	21	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21223	961	464	987	1160	838	1179	788	919	1250	1057	683	906	604	1128	1041	878	988	939	263	357	152	221	203	107	352	253	200	383	228	427	136	237	170	354	224	186					
9	Число недействительных избирательных бюллетеней	187	5	8	7	11	11	13	10	10	6	12	6	7	5	8	13	7	7	8	3	4	1	0	1	1	4	3	3	0	0	3	0	2	1	5	1	1					
10	Число действительных избирательных бюллетеней	22136	994	684	999	1168	845	1191	789	925	1299	1095	701	930	681	1138	1036	892	998	941	272	399	176	280	209	109	373	262	197	412	243	453	151	295	174	378	244	203					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	350	10	10	10	10	15	10	43	10	10	10	10	20	10	10	10	2	10	10	10	10	5	10	5	5	10	10	5	10	5	10	5	5	5	10	5	5					
